time,lat,lon,depth,chla_acs
4/28/2019,26.536154,-157.998668,6,0.086408
4/28/2019,26.539443,-157.998777,6,0.087471
4/28/2019,26.542726,-157.998805,6,0.088288
4/28/2019,26.546007,-157.998996,6,0.092561
4/28/2019,26.549295,-157.999187,6,0.089546
4/28/2019,26.552595,-157.999417,6,0.087972
4/28/2019,26.555892,-157.999622,6,0.088962
4/28/2019,26.559179,-157.999763,6,0.088272
4/28/2019,26.562445,-157.999939,6,0.084834
4/28/2019,26.565724,-158.00009,6,0.087015
4/28/2019,26.569015,-158.000367,6,0.087135
4/28/2019,26.572297,-158.000547,6,0.087185
4/28/2019,26.575563,-158.000685,6,0.087704
4/28/2019,26.578856,-158.000767,6,0.091984
4/28/2019,26.58213,-158.000785,6,0.088401
4/28/2019,26.585421,-158.000779,6,0.09245
4/28/2019,26.58871,-158.000875,6,0.091844
4/28/2019,26.592012,-158.00095,6,0.088942
4/28/2019,26.595327,-158.000796,6,0.083808
4/28/2019,26.59866,-158.000616,6,0.080378
4/28/2019,26.601976,-158.000407,6,0.084466
4/28/2019,26.605306,-158.000203,6,0.084745
4/28/2019,26.608635,-158.000005,6,0.086484
4/28/2019,26.611959,-157.999816,6,0.087014
4/28/2019,26.615264,-157.999696,6,0.087246
4/28/2019,26.618566,-157.999714,6,0.087677
4/28/2019,26.62188,-157.999654,6,0.087777
4/28/2019,26.625187,-157.999436,6,0.091951
4/28/2019,26.628509,-157.999189,6,0.091166
4/28/2019,26.631834,-157.998966,6,0.092618
4/28/2019,26.635169,-157.998809,6,0.096732
4/28/2019,26.638538,-157.998634,6,0.09537
4/28/2019,26.641873,-157.9984,6,0.092255
4/28/2019,26.645235,-157.998279,6,0.092471
4/28/2019,26.648587,-157.998094,6,0.092714
4/28/2019,26.651932,-157.997846,6,0.092804
4/28/2019,26.655255,-157.997638,6,0.09241
4/28/2019,26.658587,-157.997457,6,0.093013
4/28/2019,26.6619,-157.997246,6,0.092164
4/28/2019,26.665211,-157.99703,6,0.093485
4/28/2019,26.66852,-157.99681,6,0.093839
4/28/2019,26.671815,-157.996604,6,0.096669
4/28/2019,26.675102,-157.996388,6,0.096767
4/28/2019,26.678404,-157.996177,6,0.097065
4/28/2019,26.681697,-157.996069,6,0.096969
4/28/2019,26.684984,-157.995765,6,0.096728
4/28/2019,26.688278,-157.995543,6,0.096559
4/28/2019,26.691579,-157.995372,6,0.096618
4/28/2019,26.694885,-157.995238,6,0.089742
4/28/2019,26.73107,-157.993143,6,0.089978
4/28/2019,26.734342,-157.99291,6,0.089493
4/28/2019,26.737594,-157.992733,6,0.091038
4/28/2019,26.740845,-157.992603,6,0.094366
4/28/2019,26.74409,-157.992435,6,0.094504
4/28/2019,26.747324,-157.992202,6,0.09198
4/28/2019,26.750574,-157.991992,6,0.092057
4/28/2019,26.753833,-157.991881,6,0.095469
4/28/2019,26.757077,-157.991793,6,0.094828
4/28/2019,26.760294,-157.991586,6,0.0951
4/28/2019,26.763512,-157.991415,6,0.095249
4/28/2019,26.766716,-157.991194,6,0.096569
4/28/2019,26.769902,-157.991026,6,0.093801
4/28/2019,26.773093,-157.990922,6,0.092361
4/28/2019,26.776302,-157.990812,6,0.097587
4/28/2019,26.779507,-157.990695,6,0.095285
4/28/2019,26.782733,-157.99061,6,0.092122
4/28/2019,26.785942,-157.990507,6,0.091603
4/28/2019,26.789161,-157.990416,6,0.092337
4/28/2019,26.792381,-157.990282,6,0.092745
4/28/2019,26.795607,-157.990149,6,0.087975
4/28/2019,26.798835,-157.990057,6,0.087615
4/28/2019,26.80208,-157.989873,6,0.088471
4/28/2019,26.805305,-157.989775,6,0.088407
4/28/2019,26.808529,-157.989663,6,0.088715
