time,lat,lon,depth,Chlorophyll
42492.84169,26.356,-158.156,325.6,0.0867
42492.84169,26.356,-158.156,326.6,0.0863
42492.84169,26.356,-158.156,327.6,0.0867
42492.84169,26.356,-158.156,328.6,0.0863
42492.84169,26.356,-158.156,329.6,0.0867
42492.84169,26.356,-158.156,330.6,0.0867
42492.84169,26.356,-158.156,331.6,0.0867
42492.84169,26.356,-158.156,332.5,0.0867
42492.84169,26.356,-158.156,333.5,0.0867
42492.84169,26.356,-158.156,335.5,0.0871
42492.84169,26.356,-158.156,336.5,0.0867
42492.84169,26.356,-158.156,337.5,0.0867
42492.84169,26.356,-158.156,338.5,0.0867
42492.84169,26.356,-158.156,339.5,0.0863
42492.84169,26.356,-158.156,340.5,0.0867
42492.84169,26.356,-158.156,341.5,0.0867
42492.84169,26.356,-158.156,342.5,0.0867
42492.84169,26.356,-158.156,343.5,0.0867
42492.84169,26.356,-158.156,344.4,0.0867
42492.84169,26.356,-158.156,345.4,0.0863
42492.84169,26.356,-158.156,346.4,0.0871
42492.84169,26.356,-158.156,347.4,0.0867
42492.84169,26.356,-158.156,348.4,0.0871
42492.84169,26.356,-158.156,349.4,0.0867
42492.84169,26.356,-158.156,350.4,0.0867
42492.84169,26.356,-158.156,351.4,0.0867
42492.84169,26.356,-158.156,352.4,0.0867
42492.84169,26.356,-158.156,353.4,0.0871
42492.84169,26.356,-158.156,354.4,0.0871
42492.84169,26.356,-158.156,355.4,0.0871
42492.84169,26.356,-158.156,356.3,0.0867
42492.84169,26.356,-158.156,357.3,0.0871
42492.84169,26.356,-158.156,358.3,0.0871
42492.84169,26.356,-158.156,360.3,0.0871
42492.84169,26.356,-158.156,361.3,0.0871
42492.84169,26.356,-158.156,362.3,0.0871
42492.84169,26.356,-158.156,363.3,0.0871
42492.84169,26.356,-158.156,365.3,0.0867
42492.84169,26.356,-158.156,366.3,0.0867
42492.84169,26.356,-158.156,367.3,0.0871
42492.84169,26.356,-158.156,368.2,0.0871
42492.84169,26.356,-158.156,369.2,0.0863
42492.84169,26.356,-158.156,370.2,0.0867
42492.84169,26.356,-158.156,371.2,0.0871
42492.84169,26.356,-158.156,372.2,0.0871
42492.84169,26.356,-158.156,373.2,0.0871
42492.84169,26.356,-158.156,374.2,0.0867
42492.84169,26.356,-158.156,375.2,0.0867
42492.84169,26.356,-158.156,377.2,0.0871
42492.84169,26.356,-158.156,378.2,0.0867
42492.84169,26.356,-158.156,379.2,0.0871
42492.84169,26.356,-158.156,380.1,0.0871
42492.84169,26.356,-158.156,381.1,0.0873
42492.84169,26.356,-158.156,382.1,0.0871
42492.84169,26.356,-158.156,384.1,0.0875
42492.84169,26.356,-158.156,385.1,0.0875
42492.84169,26.356,-158.156,386.1,0.0875
42492.84169,26.356,-158.156,387.1,0.0875
42492.84169,26.356,-158.156,388.1,0.0875
42492.84169,26.356,-158.156,389.1,0.0875
42492.84169,26.356,-158.156,391.1,0.0871
42492.84169,26.356,-158.156,392,0.0875
42492.84169,26.356,-158.156,393,0.0871
42492.84169,26.356,-158.156,394,0.0875
42492.84169,26.356,-158.156,395,0.0875
42492.84169,26.356,-158.156,396,0.0877
42492.84169,26.356,-158.156,397,0.0875
42492.84169,26.356,-158.156,398,0.0875
42492.84169,26.356,-158.156,400,0.0875
42492.84169,26.356,-158.156,401,0.0875
42492.84169,26.356,-158.156,402,0.0879
42492.84169,26.356,-158.156,403,0.0875
42492.84169,26.356,-158.156,403.9,0.0871
42492.84169,26.356,-158.156,404.9,0.0875
42492.84169,26.356,-158.156,405.9,0.0875
42492.84169,26.356,-158.156,406.9,0.0875
42492.84169,26.356,-158.156,407.9,0.0879
42492.84169,26.356,-158.156,408.9,0.0875
42492.84169,26.356,-158.156,409.9,0.0875
42492.84169,26.356,-158.156,411.9,0.0871
42492.84169,26.356,-158.156,412.9,0.0875
42492.84169,26.356,-158.156,413.9,0.0877
42492.84169,26.356,-158.156,414.9,0.0875
42492.84169,26.356,-158.156,415.8,0.0875
42492.84169,26.356,-158.156,416.8,0.0875
42492.84169,26.356,-158.156,417.8,0.0875
42492.84169,26.356,-158.156,418.8,0.0875
42492.84169,26.356,-158.156,419.8,0.0875
42492.84169,26.356,-158.156,420.8,0.0879
42492.84169,26.356,-158.156,421.8,0.0879
42492.84169,26.356,-158.156,423.8,0.0879
42492.84169,26.356,-158.156,424.8,0.0879
42492.84169,26.356,-158.156,425.8,0.0886
42492.84169,26.356,-158.156,427.7,0.0879
42492.84169,26.356,-158.156,428.7,0.0879
42492.84169,26.356,-158.156,429.7,0.0879
42492.84169,26.356,-158.156,430.7,0.0879
42492.84169,26.356,-158.156,431.7,0.0879
42492.84169,26.356,-158.156,433.7,0.0879
42492.84169,26.356,-158.156,434.7,0.0879
42492.84169,26.356,-158.156,435.7,0.0882
42492.84169,26.356,-158.156,436.7,0.0879
42492.84169,26.356,-158.156,437.7,0.089
42492.84169,26.356,-158.156,438.6,0.0882
42492.84169,26.356,-158.156,439.6,0.0879
42492.84169,26.356,-158.156,440.6,0.0879
42492.84169,26.356,-158.156,441.6,0.0882
42492.84169,26.356,-158.156,442.6,0.0879
42492.84169,26.356,-158.156,443.6,0.0879
42492.84169,26.356,-158.156,444.6,0.0879
42492.84169,26.356,-158.156,445.6,0.0882
42492.84169,26.356,-158.156,446.6,0.0882
42492.84169,26.356,-158.156,447.6,0.0882
42492.84169,26.356,-158.156,448.6,0.0879
42492.84169,26.356,-158.156,449.6,0.0882
42492.84169,26.356,-158.156,450.5,0.0882
42492.84169,26.356,-158.156,451.5,0.0879
42492.84169,26.356,-158.156,452.5,0.0879
42492.84169,26.356,-158.156,453.5,0.0882
42492.84169,26.356,-158.156,454.5,0.0882
42492.84169,26.356,-158.156,455.5,0.0882
42492.84169,26.356,-158.156,456.5,0.0882
42492.84169,26.356,-158.156,457.5,0.0882
42492.84169,26.356,-158.156,458.5,0.0886
42492.84169,26.356,-158.156,459.5,0.0882
42492.84169,26.356,-158.156,460.5,0.0884
42492.84169,26.356,-158.156,461.4,0.0882
42492.84169,26.356,-158.156,462.4,0.0886
42492.84169,26.356,-158.156,463.4,0.089
42492.84169,26.356,-158.156,464.4,0.0882
42492.84169,26.356,-158.156,465.4,0.0882
42492.84169,26.356,-158.156,466.4,0.0882
42492.84169,26.356,-158.156,468.4,0.0886
42492.84169,26.356,-158.156,469.4,0.0883
42492.84169,26.356,-158.156,470.4,0.0882
42492.84169,26.356,-158.156,471.4,0.0882
42492.84169,26.356,-158.156,472.3,0.0886
42492.84169,26.356,-158.156,474.3,0.0886
42492.84169,26.356,-158.156,475.3,0.0886
42492.84169,26.356,-158.156,476.3,0.0886
42492.84169,26.356,-158.156,477.3,0.0886
42492.84169,26.356,-158.156,479.3,0.0886
42492.84169,26.356,-158.156,480.3,0.0886
42492.84169,26.356,-158.156,482.3,0.0886
42492.84169,26.356,-158.156,483.3,0.0886
42492.84169,26.356,-158.156,484.2,0.0888
42492.84169,26.356,-158.156,485.2,0.089
42492.84169,26.356,-158.156,487.2,0.0886
42492.84169,26.356,-158.156,488.2,0.0886
42492.84169,26.356,-158.156,489.2,0.0886
42492.84169,26.356,-158.156,490.2,0.089
42492.84169,26.356,-158.156,491.2,0.089
42492.84169,26.356,-158.156,492.2,0.0901
42492.84169,26.356,-158.156,493.2,0.089
42492.84169,26.356,-158.156,495.1,0.0886
42492.84169,26.356,-158.156,496.1,0.089
42492.84169,26.356,-158.156,497.1,0.0939
42492.84169,26.356,-158.156,498.1,0.089
42492.84169,26.356,-158.156,499.1,0.0886
42492.84169,26.356,-158.156,500.1,0.089
42492.84169,26.356,-158.156,501.1,0.0886
42492.84169,26.356,-158.156,502.1,0.089
42492.84169,26.356,-158.156,503.1,0.089
42492.84169,26.356,-158.156,504.1,0.089
42492.84169,26.356,-158.156,505.1,0.089
42492.84169,26.356,-158.156,506,0.089
42492.84169,26.356,-158.156,507,0.0894
42492.84169,26.356,-158.156,508,0.089
42492.84169,26.356,-158.156,509,0.089
42492.84169,26.356,-158.156,510,0.0886
42492.84169,26.356,-158.156,511,0.0888
42492.84169,26.356,-158.156,513,0.089
42492.84169,26.356,-158.156,514,0.089
42492.84169,26.356,-158.156,515,0.0886
42492.84169,26.356,-158.156,516,0.0888
42492.84169,26.356,-158.156,516.9,0.089
42492.84169,26.356,-158.156,517.9,0.089
42492.84169,26.356,-158.156,518.9,0.089
42492.84169,26.356,-158.156,520.9,0.089
42492.84169,26.356,-158.156,521.9,0.089
42492.84169,26.356,-158.156,522.9,0.0894
42492.84169,26.356,-158.156,523.9,0.0894
42492.84169,26.356,-158.156,524.9,0.0894
42492.84169,26.356,-158.156,525.9,0.0894
42492.84169,26.356,-158.156,526.9,0.0894
42492.84169,26.356,-158.156,528.8,0.0894
42492.84169,26.356,-158.156,529.8,0.089
42492.84169,26.356,-158.156,530.8,0.0894
42492.84169,26.356,-158.156,531.8,0.0892
42492.84169,26.356,-158.156,532.8,0.0894
42492.84169,26.356,-158.156,533.8,0.0894
42492.84169,26.356,-158.156,534.8,0.0894
42492.84169,26.356,-158.156,535.8,0.0897
42492.84169,26.356,-158.156,536.8,0.0894
42492.84169,26.356,-158.156,537.8,0.0894
42492.84169,26.356,-158.156,538.7,0.0894
42492.84169,26.356,-158.156,539.7,0.089
42492.84169,26.356,-158.156,540.7,0.0894
42492.84169,26.356,-158.156,541.7,0.0894
42492.84169,26.356,-158.156,542.7,0.0894
42492.84169,26.356,-158.156,544.7,0.0894
42492.84169,26.356,-158.156,545.7,0.0894
42492.84169,26.356,-158.156,546.7,0.0894
42492.84169,26.356,-158.156,547.7,0.0894
42492.84169,26.356,-158.156,549.6,0.0894
42492.84169,26.356,-158.156,550.6,0.0894
42492.84169,26.356,-158.156,552.6,0.0897
42492.84169,26.356,-158.156,553.6,0.0896
42492.84169,26.356,-158.156,554.6,0.0897
42492.84169,26.356,-158.156,555.6,0.0894
42492.84169,26.356,-158.156,556.6,0.0897
42492.84169,26.356,-158.156,558.6,0.0897
42492.84169,26.356,-158.156,560.5,0.0895
42492.84169,26.356,-158.156,561.5,0.0894
42492.84169,26.356,-158.156,562.5,0.0897
42492.84169,26.356,-158.156,563.5,0.0894
42492.84169,26.356,-158.156,564.5,0.0897
42492.84169,26.356,-158.156,565.5,0.0897
42492.84169,26.356,-158.156,566.5,0.0897
42492.84169,26.356,-158.156,567.5,0.0897
42492.84169,26.356,-158.156,568.5,0.0897
42492.84169,26.356,-158.156,569.5,0.0897
42492.84169,26.356,-158.156,571.4,0.0897
42492.84169,26.356,-158.156,572.4,0.0897
42492.84169,26.356,-158.156,573.4,0.0897
42492.84169,26.356,-158.156,574.4,0.0897
42492.84169,26.356,-158.156,575.4,0.0901
42492.84169,26.356,-158.156,576.4,0.0897
42492.84169,26.356,-158.156,577.4,0.0897
42492.84169,26.356,-158.156,578.4,0.0897
42492.84169,26.356,-158.156,579.4,0.0901
42492.84169,26.356,-158.156,581.4,0.0901
42492.84169,26.356,-158.156,582.3,0.0901
42492.84169,26.356,-158.156,583.3,0.0901
42492.84169,26.356,-158.156,584.3,0.0901
42492.84169,26.356,-158.156,585.3,0.0899
42492.84169,26.356,-158.156,586.3,0.0901
42492.84169,26.356,-158.156,588.3,0.0901
42492.84169,26.356,-158.156,589.3,0.0901
42492.84169,26.356,-158.156,591.3,0.0901
42492.84169,26.356,-158.156,592.2,0.0901
42492.84169,26.356,-158.156,593.2,0.0899
42492.84169,26.356,-158.156,594.2,0.0901
42492.84169,26.356,-158.156,596.2,0.0901
42492.84169,26.356,-158.156,597.2,0.0901
42492.84169,26.356,-158.156,599.2,0.0905
42492.84169,26.356,-158.156,600.2,0.0905
42492.84169,26.356,-158.156,601.2,0.0904
42492.84169,26.356,-158.156,602.2,0.0901
42492.84169,26.356,-158.156,603.1,0.0901
42492.84169,26.356,-158.156,605.1,0.0901
42492.84169,26.356,-158.156,606.1,0.0905
42492.84169,26.356,-158.156,608.1,0.0901
42492.84169,26.356,-158.156,609.1,0.0909
42492.84169,26.356,-158.156,610.1,0.0905
42492.84169,26.356,-158.156,611.1,0.0903
42492.84169,26.356,-158.156,612.1,0.0905
42492.84169,26.356,-158.156,613.1,0.0905
42492.84169,26.356,-158.156,615,0.0905
42492.84169,26.356,-158.156,616,0.0905
42492.84169,26.356,-158.156,617,0.0903
42492.84169,26.356,-158.156,618,0.0901
42492.84169,26.356,-158.156,619,0.0905
42492.84169,26.356,-158.156,620,0.0905
42492.84169,26.356,-158.156,621,0.0905
42492.84169,26.356,-158.156,622,0.0905
42492.84169,26.356,-158.156,623,0.0905
42492.84169,26.356,-158.156,624.9,0.0905
42492.84169,26.356,-158.156,625.9,0.0909
42492.84169,26.356,-158.156,626.9,0.0907
42492.84169,26.356,-158.156,627.9,0.0905
42492.84169,26.356,-158.156,628.9,0.0905
42492.84169,26.356,-158.156,629.9,0.0905
42492.84169,26.356,-158.156,630.9,0.0909
42492.84169,26.356,-158.156,631.9,0.0905
42492.84169,26.356,-158.156,632.9,0.0905
42492.84169,26.356,-158.156,633.9,0.0909
42492.84169,26.356,-158.156,634.8,0.0905
42492.84169,26.356,-158.156,635.8,0.0905
42492.84169,26.356,-158.156,636.8,0.0909
42492.84169,26.356,-158.156,637.8,0.0909
42492.84169,26.356,-158.156,638.8,0.0909
42492.84169,26.356,-158.156,639.8,0.0909
42492.84169,26.356,-158.156,640.8,0.0909
