mass_feature,core_metab,sample_fraction,experiment_id,timepoint,enrich_h_fc,ttest_p_h,p_value_mannwhitney_h
Adenine,Deoxyadenosine,Particulate,G4_2,24,1.0433138185650896,0.8550453332843797,1
Adenine,Deoxyadenosine,Particulate,G4_2,48,0.8247578978428388,0.6371151887200173,1
Adenine,Guanosine,Particulate,G4_1,2,0.6021363179871884,0.06625489773366072,0.1
Adenine,Guanosine,Particulate,G4_1,24,0.9570200160271611,0.9160318065350999,1
Adenine,Guanosine,Particulate,G4_1,48,1.2062475709904523,0.4249245344126549,0.7
Adenine,Guanosine,Particulate,G4_2,2,0.7128523606518271,0.22333055509633598,0.2
Adenine,Guanosine,Particulate,G4_2,24,1.5656695192518095,0.07088790197175532,0.1
Adenine,Guanosine,Particulate,G4_2,48,1.3361610202095708,0.2029401453754839,0.2
Adenine,L-Arginine,Particulate,G4_1,2,0.7043293140927755,0.13960844414535822,0.2
Adenine,L-Arginine,Particulate,G4_1,24,0.9151936049343473,0.862991993862908,1
Adenine,L-Arginine,Particulate,G4_1,48,1.2535668234274557,0.49062981457322696,0.7
Adenine,L-Arginine,Particulate,G4_2,2,0.7674341795063294,0.4211436819287483,0.7
Adenine,L-Arginine,Particulate,G4_2,24,1.466875475038575,0.06249547514360946,0.1
Adenine,L-Arginine,Particulate,G4_2,48,1.5557295418578416,0.4532685139759892,1
Adenine,L-Glutamic acid,Particulate,G4_1,2,0.7305573160689369,0.24777781582869815,0.4
Adenine,L-Glutamic acid,Particulate,G4_1,24,0.8833849862328514,0.818505183664778,1
Adenine,L-Glutamic acid,Particulate,G4_1,48,0.8621077984758883,0.6520999284737397,0.7
Adenine,L-Glutamic acid,Particulate,G4_2,2,0.9689253847729166,0.8884534879680992,1
Adenine,L-Glutamic acid,Particulate,G4_2,24,1.516480756030387,0.017665867364171292,0.1
Adenine,L-Glutamic acid,Particulate,G4_2,48,0.9636170233083482,0.913176764778638,1
Adenine,L-Lysine,Particulate,G4_1,2,0.6653806839623658,0.08773165523281577,0.1
Adenine,L-Lysine,Particulate,G4_1,24,0.8279686072459871,0.7420455431680524,1
Adenine,L-Lysine,Particulate,G4_1,48,0.9281922927453649,0.7995701622284963,1
Adenine,L-Lysine,Particulate,G4_2,2,0.7901981491023163,0.41446547106241466,0.7
Adenine,L-Lysine,Particulate,G4_2,24,1.358072604570336,0.06219816533832516,0.1
Adenine,L-Lysine,Particulate,G4_2,48,1.754301833589619,0.35728704779046405,0.2
Adenine,L-Serine,Particulate,G4_1,2,0.6930369821662844,0.0802716717338543,0.1
Adenine,L-Serine,Particulate,G4_1,24,1.2462757698185256,0.7320249443307492,1
Adenine,L-Serine,Particulate,G4_1,48,0.827328452666313,0.5688406898803549,0.4
Adenine,L-Serine,Particulate,G4_2,2,0.9434591926148204,0.7552791248495078,0.7
Adenine,L-Serine,Particulate,G4_2,24,1.4577338480962694,0.15630004252952692,0.2
Adenine,L-Serine,Particulate,G4_2,48,1.5310125215729973,0.08060761361910901,0.2
Adenine,L-Tyrosine,Particulate,G4_1,2,0.8557243617978066,0.5046989860776346,0.7
Adenine,L-Tyrosine,Particulate,G4_1,24,0.9551446041659775,0.9198890617641017,1
Adenine,L-Tyrosine,Particulate,G4_1,48,0.9175379683600595,0.7256290055021344,1
Adenine,L-Tyrosine,Particulate,G4_2,2,0.8123148393651517,0.44271678320548685,0.7
Adenine,L-Tyrosine,Particulate,G4_2,24,1.3326542817030445,0.13276002310397372,0.1
Adenine,L-Tyrosine,Particulate,G4_2,48,1.220242223272934,0.5318355210905603,1
Adenosine,Adenine,Particulate,G4_1,2,1.4822164288705177,0.23188413507172906,0.4
Adenosine,Adenine,Particulate,G4_1,24,1.0458859695073641,0.9167567189244281,1
Adenosine,Adenine,Particulate,G4_1,48,1.0337930141346696,0.8751059688340808,1
Adenosine,Adenine,Particulate,G4_2,2,1.622449178367525,0.16855588199165136,0.2
Adenosine,Adenine,Particulate,G4_2,24,0.7156925444593771,0.1511307996350249,0.4
Adenosine,Adenine,Particulate,G4_2,48,0.9552122410702124,0.7790120445634976,1
Adenosine,Adenosine monophosphate,Particulate,G4_1,2,1.1214305680728232,0.7504874510189103,1
Adenosine,Adenosine monophosphate,Particulate,G4_1,24,1.1813291024430932,0.6705364994363878,0.7
Adenosine,Adenosine monophosphate,Particulate,G4_1,48,1.4208869990568151,0.3365693686217292,0.4
Adenosine,Adenosine monophosphate,Particulate,G4_2,2,1.5730752618501136,0.14637997649444534,0.1
Adenosine,Adenosine monophosphate,Particulate,G4_2,24,1.0720986170704099,0.7303818705107272,1
Adenosine,Adenosine monophosphate,Particulate,G4_2,48,1.6425784526593306,0.1540987093833698,0.1
Adenosine,Citrulline,Particulate,G4_1,2,0.9109091935941117,0.7985355275919259,0.7
Adenosine,Citrulline,Particulate,G4_1,24,0.7853745554999912,0.46687212777321635,0.4
Adenosine,Citrulline,Particulate,G4_1,48,1.042475781448126,0.8183054860227201,0.7
Adenosine,Citrulline,Particulate,G4_2,2,1.590709271044305,0.06839564484926967,0.1
Adenosine,Citrulline,Particulate,G4_2,24,1.0913676777013703,0.7607640881594632,0.4
Adenosine,Citrulline,Particulate,G4_2,48,1.023515333057563,0.851011108215432,1
Adenosine,Deoxyadenosine,Particulate,G4_1,2,1.0815420509930658,0.6314973306787767,0.4
Adenosine,Deoxyadenosine,Particulate,G4_1,24,0.93462269830894,0.7701426503846261,1
Adenosine,Deoxyadenosine,Particulate,G4_1,48,0.7741091323688264,0.21487838908897433,0.4
Adenosine,Deoxyadenosine,Particulate,G4_2,2,0.9398912019007476,0.7769619052174948,0.7
Adenosine,Deoxyadenosine,Particulate,G4_2,24,0.7207283379443681,0.16994433689614832,0.1
Adenosine,Deoxyadenosine,Particulate,G4_2,48,0.7380376209645334,0.3375172991189343,0.4
Adenosine,Guanosine,Particulate,G4_1,2,0.8264992062735333,0.17739104293412455,0.2
Adenosine,Guanosine,Particulate,G4_1,24,1.0493107091914733,0.6934146436765252,1
Adenosine,Guanosine,Particulate,G4_1,48,1.2038924640856201,0.06234724447061168,0.1
Adenosine,Guanosine,Particulate,G4_2,2,1.074206670071767,0.4331511857931516,0.7
Adenosine,Guanosine,Particulate,G4_2,24,1.0836368329852069,0.4094588517204914,0.4
Adenosine,Guanosine,Particulate,G4_2,48,1.264024936843704,0.019902417631731395,0.1
Adenosine,L-Arginine,Particulate,G4_1,2,1.0445081488412369,0.9056074877004593,0.7
Adenosine,L-Arginine,Particulate,G4_1,24,0.8935169568907886,0.7135843033111413,1
Adenosine,L-Arginine,Particulate,G4_1,48,1.2932192117032406,0.17169873765546664,0.4
Adenosine,L-Arginine,Particulate,G4_2,2,1.114538489858128,0.4126634192619649,0.4
Adenosine,L-Arginine,Particulate,G4_2,24,1.0249416588615337,0.8964152972210058,1
Adenosine,L-Arginine,Particulate,G4_2,48,1.3707624456091778,0.39430626744871067,0.7
Adenosine,L-Glutamic acid,Particulate,G4_1,2,1.0654950053479817,0.8340024706369875,1
Adenosine,L-Glutamic acid,Particulate,G4_1,24,0.9258356244736323,0.7817585180063474,1
Adenosine,L-Glutamic acid,Particulate,G4_1,48,0.9088785532190469,0.6206431731995474,0.7
Adenosine,L-Glutamic acid,Particulate,G4_2,2,1.5361880293473056,0.14941325325987065,0.1
Adenosine,L-Glutamic acid,Particulate,G4_2,24,1.0826138826673917,0.7286089192250671,1
Adenosine,L-Glutamic acid,Particulate,G4_2,48,0.8778277049823101,0.46920852899526505,0.4
Adenosine,L-Lysine,Particulate,G4_1,2,0.981552617471939,0.9499357036707374,0.7
Adenosine,L-Lysine,Particulate,G4_1,24,0.9143921525431679,0.6465370311376473,0.7
Adenosine,L-Lysine,Particulate,G4_1,48,0.965753752355094,0.8270907127707697,1
Adenosine,L-Lysine,Particulate,G4_2,2,1.1750183628135458,0.13436265717138507,0.2
Adenosine,L-Lysine,Particulate,G4_2,24,0.9463619007750151,0.7463075160000285,1
Adenosine,L-Lysine,Particulate,G4_2,48,1.5554604805805303,0.25639172183543674,0.1
Adenosine,L-Serine,Particulate,G4_1,2,1.00755236707396,0.9772017388530372,0.7
Adenosine,L-Serine,Particulate,G4_1,24,1.494269754570782,0.14391929363220507,0.2
Adenosine,L-Serine,Particulate,G4_1,48,0.8565300530321377,0.4226221195066459,0.7
Adenosine,L-Serine,Particulate,G4_2,2,1.4506962709442093,0.020882527228556592,0.1
Adenosine,L-Serine,Particulate,G4_2,24,0.9956185939626374,0.9647543629939914,1
Adenosine,L-Serine,Particulate,G4_2,48,1.439692979846302,0.02669887857860098,0.1
Adenosine,L-Tyrosine,Particulate,G4_1,2,1.1883425348792647,0.39915257286078254,0.4
Adenosine,L-Tyrosine,Particulate,G4_1,24,1.0473820512923866,0.8006125325002815,0.7
Adenosine,L-Tyrosine,Particulate,G4_1,48,0.9497588306971102,0.6737335722472463,1
Adenosine,L-Tyrosine,Particulate,G4_2,2,1.2051867124558406,0.17789426801008731,0.4
Adenosine,L-Tyrosine,Particulate,G4_2,24,0.9448271844690528,0.8414058890323812,1
Adenosine,L-Tyrosine,Particulate,G4_2,48,1.1328687304178615,0.465634861370559,0.7
Adenosine monophosphate,Adenine,Particulate,G4_1,2,1.3522987632897185,0.24318940358284732,0.4
Adenosine monophosphate,Adenine,Particulate,G4_1,24,0.6347609904894259,0.5893952415436206,1
Adenosine monophosphate,Adenine,Particulate,G4_1,48,0.7868471502324922,0.515331517670621,1
Adenosine monophosphate,Adenine,Particulate,G4_2,2,1.033622430456115,0.8686166433130118,1
Adenosine monophosphate,Adenine,Particulate,G4_2,24,0.6531783850058173,0.033135521335270146,0.1
Adenosine monophosphate,Adenine,Particulate,G4_2,48,0.5745900182451353,0.11588707837964586,0.1
Adenosine monophosphate,Adenosine,Particulate,G4_1,2,1.0042012619486307,0.9880811722622675,1
Adenosine monophosphate,Adenosine,Particulate,G4_1,24,0.6594726673586409,0.4151898469978091,0.7
Adenosine monophosphate,Adenosine,Particulate,G4_1,48,0.7653362559752416,0.3211982917591857,0.4
Adenosine monophosphate,Adenosine,Particulate,G4_2,2,0.6483648187268617,0.08359834359894203,0.1
Adenosine monophosphate,Adenosine,Particulate,G4_2,24,0.9513370371530265,0.78493713354903,1
Adenosine monophosphate,Adenosine,Particulate,G4_2,48,0.6173959273631562,0.12178527282546162,0.1
Adenosine monophosphate,Citrulline,Particulate,G4_1,2,0.8037170247240867,0.029707103930674723,0.1
Adenosine monophosphate,Citrulline,Particulate,G4_1,24,0.6011706618345672,0.10447512257591936,0.2
Adenosine monophosphate,Citrulline,Particulate,G4_1,48,0.7707396429152439,0.2599671808135857,0.4
Adenosine monophosphate,Citrulline,Particulate,G4_2,2,1.0241150785879045,0.7670866591234964,1
Adenosine monophosphate,Citrulline,Particulate,G4_2,24,1.0091547895720836,0.9634419749250182,0.7
Adenosine monophosphate,Citrulline,Particulate,G4_2,48,0.6483379570338846,0.10338404269065696,0.2
Adenosine monophosphate,Deoxyadenosine,Particulate,G4_1,2,1.0771758475574436,0.8225720469833789,1
Adenosine monophosphate,Deoxyadenosine,Particulate,G4_1,24,0.5555838320356722,0.4708884184752796,0.7
Adenosine monophosphate,Deoxyadenosine,Particulate,G4_1,48,0.6165649480561449,0.24746371795689948,0.2
Adenosine monophosphate,Deoxyadenosine,Particulate,G4_2,2,0.6153202795509045,0.22442811800226525,0.4
Adenosine monophosphate,Deoxyadenosine,Particulate,G4_2,24,0.662943826482643,0.28988646125984496,0.4
Adenosine monophosphate,Deoxyadenosine,Particulate,G4_2,48,0.46403068964172883,0.22518382464172837,0.4
Adenosine monophosphate,Guanosine,Particulate,G4_1,2,0.8245113620560113,0.5472284638203383,0.4
Adenosine monophosphate,Guanosine,Particulate,G4_1,24,0.7225055445540136,0.44011115341043744,0.7
Adenosine monophosphate,Guanosine,Particulate,G4_1,48,0.9012576088550561,0.6967210892292756,0.7
Adenosine monophosphate,Guanosine,Particulate,G4_2,2,0.7129356801545352,0.16381502753945842,0.2
Adenosine monophosphate,Guanosine,Particulate,G4_2,24,1.01286482963112,0.9454627387206416,1
Adenosine monophosphate,Guanosine,Particulate,G4_2,48,0.7820996098620036,0.39596561010237136,0.7
Adenosine monophosphate,L-Arginine,Particulate,G4_1,2,0.8948359367894215,0.6243067116449766,0.7
Adenosine monophosphate,L-Arginine,Particulate,G4_1,24,0.6789676321208777,0.18456778022300876,0.2
Adenosine monophosphate,L-Arginine,Particulate,G4_1,48,0.9547592679150458,0.8593611755281939,1
Adenosine monophosphate,L-Arginine,Particulate,G4_2,2,0.7371315576478176,0.18494042317361345,0.4
Adenosine monophosphate,L-Arginine,Particulate,G4_2,24,0.9693374308389332,0.7846121781394126,1
Adenosine monophosphate,L-Arginine,Particulate,G4_2,48,0.8775443065819872,0.7221112468353429,0.7
Adenosine monophosphate,L-Glutamic acid,Particulate,G4_1,2,0.974828434352257,0.8561046629174874,0.7
Adenosine monophosphate,L-Glutamic acid,Particulate,G4_1,24,0.7153829882919079,0.1408306106032672,0.2
Adenosine monophosphate,L-Glutamic acid,Particulate,G4_1,48,0.7063830711629684,0.21410001047993696,0.4
Adenosine monophosphate,L-Glutamic acid,Particulate,G4_2,2,0.9780924997656151,0.7450439779924338,0.7
Adenosine monophosphate,L-Glutamic acid,Particulate,G4_2,24,1.0011869813495566,0.981658072956678,0.7
Adenosine monophosphate,L-Glutamic acid,Particulate,G4_2,48,0.5684537092673427,0.08492233096336084,0.1
Adenosine monophosphate,L-Lysine,Particulate,G4_1,2,0.8739649268078731,0.5389679294488817,1
Adenosine monophosphate,L-Lysine,Particulate,G4_1,24,0.6704153501903705,0.2269711921486214,0.7
Adenosine monophosphate,L-Lysine,Particulate,G4_1,48,0.7804856531742644,0.4820831452241187,0.7
Adenosine monophosphate,L-Lysine,Particulate,G4_2,2,0.7741737293903748,0.17718301768048317,0.2
Adenosine monophosphate,L-Lysine,Particulate,G4_2,24,0.8953685629709119,0.1414059642528308,0.1
Adenosine monophosphate,L-Lysine,Particulate,G4_2,48,1.001656432142123,0.9963456883153916,1
Adenosine monophosphate,L-Serine,Particulate,G4_1,2,0.9073591278952767,0.582421403853565,1
Adenosine monophosphate,L-Serine,Particulate,G4_1,24,1.0690964451230078,0.8252826360690335,1
Adenosine monophosphate,L-Serine,Particulate,G4_1,48,0.6846701185832188,0.251621275369413,0.4
Adenosine monophosphate,L-Serine,Particulate,G4_2,2,0.9413262561849388,0.6624490386734763,1
Adenosine monophosphate,L-Serine,Particulate,G4_2,24,0.9527349724000791,0.7752026672551564,1
Adenosine monophosphate,L-Serine,Particulate,G4_2,48,0.9218586721281875,0.7259454925184428,1
Adenosine monophosphate,L-Tyrosine,Particulate,G4_1,2,1.1154669410645903,0.6651580867265413,1
Adenosine monophosphate,L-Tyrosine,Particulate,G4_1,24,0.7679007869832221,0.37228966406963615,0.7
Adenosine monophosphate,L-Tyrosine,Particulate,G4_1,48,0.7477249178294348,0.2891070632089932,0.7
Adenosine monophosphate,L-Tyrosine,Particulate,G4_2,2,0.798164352853606,0.23325602670279996,0.2
Adenosine monophosphate,L-Tyrosine,Particulate,G4_2,24,0.8856341502750065,0.34008442449718984,0.4
Adenosine monophosphate,L-Tyrosine,Particulate,G4_2,48,0.6775299437245869,0.3769569845975347,0.4
Citrulline,Adenine,Particulate,G4_1,2,1.6697857315568259,0.10318295875735382,0.2
Citrulline,Adenine,Particulate,G4_1,24,1.2242171356279623,0.783277473353499,0.7
Citrulline,Adenine,Particulate,G4_1,48,0.9446312823353609,0.8747929002385393,1
Citrulline,Adenine,Particulate,G4_2,2,1.0111606332173597,0.9467155273316509,1
Citrulline,Adenine,Particulate,G4_2,24,0.6092822333796113,0.15702544812958583,0.2
Citrulline,Adenine,Particulate,G4_2,48,0.9394108561355197,0.8025631204912915,1
Citrulline,Adenosine,Particulate,G4_1,2,1.2585803043684378,0.5246954330594085,0.7
Citrulline,Adenosine,Particulate,G4_1,24,1.1879446213194875,0.6247686661917711,0.4
Citrulline,Adenosine,Particulate,G4_1,48,0.9422795786728038,0.7605088935269402,0.7
Citrulline,Adenosine,Particulate,G4_2,2,0.624556000130367,0.06503152194387658,0.1
Citrulline,Adenosine,Particulate,G4_2,24,0.9001876256455325,0.674208060551144,0.4
Citrulline,Adenosine,Particulate,G4_2,48,0.9752860799645275,0.8321764143289396,1
Citrulline,Adenosine monophosphate,Particulate,G4_1,2,1.2417016964780296,0.01987268306472599,0.1
Citrulline,Adenosine monophosphate,Particulate,G4_1,24,1.6524165947253324,0.12488211260511702,0.2
Citrulline,Adenosine monophosphate,Particulate,G4_1,48,1.295654138717835,0.24598532577377333,0.4
Citrulline,Adenosine monophosphate,Particulate,G4_2,2,0.9727772598950153,0.746574015995671,1
Citrulline,Adenosine monophosphate,Particulate,G4_2,24,0.9352277761023503,0.7380434291729199,0.7
Citrulline,Adenosine monophosphate,Particulate,G4_2,48,1.6437926468576496,0.22298744768348247,0.2
Citrulline,Deoxyadenosine,Particulate,G4_1,2,1.3535276723718672,0.42981416860535565,0.7
Citrulline,Deoxyadenosine,Particulate,G4_1,24,1.0314814345231493,0.9567252088836701,0.7
Citrulline,Deoxyadenosine,Particulate,G4_1,48,0.733078839808515,0.4210240721557107,1
Citrulline,Deoxyadenosine,Particulate,G4_2,2,0.5935540082834989,0.14367232036400365,0.2
Citrulline,Deoxyadenosine,Particulate,G4_2,24,0.6398392045743626,0.28505675924338747,0.4
Citrulline,Deoxyadenosine,Particulate,G4_2,48,0.6937154439398404,0.3207708919531756,0.7
Citrulline,Guanosine,Particulate,G4_1,2,1.0260745683505792,0.941871300064461,1
Citrulline,Guanosine,Particulate,G4_1,24,1.308703516803832,0.4938278889184916,0.4
Citrulline,Guanosine,Particulate,G4_1,48,1.1071023359617786,0.6709516498134702,0.7
Citrulline,Guanosine,Particulate,G4_2,2,0.6855804234014587,0.08016861935120438,0.1
Citrulline,Guanosine,Particulate,G4_2,24,0.9750683261071357,0.9104591199700016,1
Citrulline,Guanosine,Particulate,G4_2,48,1.24035867482975,0.1790418910489408,0.2
Citrulline,L-Arginine,Particulate,G4_1,2,1.115539704422315,0.5995650194498809,0.7
Citrulline,L-Arginine,Particulate,G4_1,24,1.1069591646245671,0.530240199583496,1
Citrulline,L-Arginine,Particulate,G4_1,48,1.2398870588922493,0.07850224975395972,0.1
Citrulline,L-Arginine,Particulate,G4_2,2,0.714838410938546,0.10301456906186575,0.1
Citrulline,L-Arginine,Particulate,G4_2,24,0.9361870227038392,0.5887129857281445,0.7
Citrulline,L-Arginine,Particulate,G4_2,48,1.2927203975191361,0.3007284559630882,0.1
Citrulline,L-Glutamic acid,Particulate,G4_1,2,1.2239336414057957,0.3430272977744871,0.7
Citrulline,L-Glutamic acid,Particulate,G4_1,24,1.2025806091939126,0.22310239053196101,0.4
Citrulline,L-Glutamic acid,Particulate,G4_1,48,0.893263719321639,0.32831836698700995,0.4
Citrulline,L-Glutamic acid,Particulate,G4_2,2,0.9439783410348127,0.7042655257431379,1
Citrulline,L-Glutamic acid,Particulate,G4_2,24,0.9436291120629644,0.7485863267788728,1
Citrulline,L-Glutamic acid,Particulate,G4_2,48,0.8499937766491685,0.1825591090907412,0.1
Citrulline,L-Lysine,Particulate,G4_1,2,1.095715482862179,0.6162771305332302,1
Citrulline,L-Lysine,Particulate,G4_1,24,1.170634332481948,0.42481289815657075,0.4
Citrulline,L-Lysine,Particulate,G4_1,48,0.9573326958039163,0.8492824635038381,0.7
Citrulline,L-Lysine,Particulate,G4_2,2,0.7471738707003087,0.08041607010030939,0.1
Citrulline,L-Lysine,Particulate,G4_2,24,0.8500313030834472,0.3868031654008836,0.4
Citrulline,L-Lysine,Particulate,G4_2,48,1.4756206168925037,0.14680829521136163,0.1
Citrulline,L-Serine,Particulate,G4_1,2,1.1342303110712737,0.5121949815963129,1
Citrulline,L-Serine,Particulate,G4_1,24,1.9025629589884807,0.016898233585571375,0.1
Citrulline,L-Serine,Particulate,G4_1,48,0.8459693400582131,0.4132468475067036,0.7
Citrulline,L-Serine,Particulate,G4_2,2,0.9138682297823069,0.3072279300671669,0.4
Citrulline,L-Serine,Particulate,G4_2,24,0.9119899023237484,0.6906908266464995,1
Citrulline,L-Serine,Particulate,G4_2,48,1.4240873434510035,0.1269961003670948,0.2
Citrulline,L-Tyrosine,Particulate,G4_1,2,1.396897652788754,0.3239047872215322,0.4
Citrulline,L-Tyrosine,Particulate,G4_1,24,1.3635172944504983,0.38269502598852734,0.4
Citrulline,L-Tyrosine,Particulate,G4_1,48,0.9079836193733497,0.6148453260226103,0.4
Citrulline,L-Tyrosine,Particulate,G4_2,2,0.7723520843369356,0.11149342194770173,0.1
Citrulline,L-Tyrosine,Particulate,G4_2,24,0.8105468149102623,0.5229662547707785,0.7
Citrulline,L-Tyrosine,Particulate,G4_2,48,1.0841566033790302,0.696631926661583,0.7
Cytosine,Adenine,Particulate,G4_1,2,1.2285632885336952,0.5497516148411958,0.7
Cytosine,Adenine,Particulate,G4_1,24,0.8841029403098336,0.3949796980352892,0.4
Cytosine,Adenine,Particulate,G4_1,48,0.8588338005229861,0.48895021455923293,0.4
Cytosine,Adenine,Particulate,G4_2,2,0.8973200133187825,0.5985302851871701,0.7
Cytosine,Adenine,Particulate,G4_2,24,0.89252301213466545,0.7211487934050306,0.7
Cytosine,Adenine,Particulate,G4_2,48,0.7681036273252023,0.5008301303746969,1
Cytosine,Adenosine,Particulate,G4_1,2,0.907624050129527,0.8526026367883176,1
Cytosine,Adenosine,Particulate,G4_1,24,0.9015376290818825,0.8423408213660758,1
Cytosine,Adenosine,Particulate,G4_1,48,0.8253776019948165,0.3646436628010128,0.4
Cytosine,Adenosine,Particulate,G4_2,2,0.6084808834118266,0.2484239920564158,0.4
Cytosine,Adenosine,Particulate,G4_2,24,1.2694578850766882,0.26427492195220703,0.4
Cytosine,Adenosine,Particulate,G4_2,48,0.8419120577961625,0.7169684981837021,1
Cytosine,Adenosine monophosphate,Particulate,G4_1,2,0.8426243072160878,0.7795754917990554,1
Cytosine,Adenosine monophosphate,Particulate,G4_1,24,1.012911866314256,0.9812386400005105,1
Cytosine,Adenosine monophosphate,Particulate,G4_1,48,1.1062327404666696,0.7713376113352968,0.7
Cytosine,Adenosine monophosphate,Particulate,G4_2,2,0.9236537612380181,0.828005228920448,1
Cytosine,Adenosine monophosphate,Particulate,G4_2,24,1.3248739361464876,0.39384973551965763,0.4
Cytosine,Adenosine monophosphate,Particulate,G4_2,48,1.4091499043436215,0.44510552209912646,0.7
Cytosine,Citrulline,Particulate,G4_1,2,0.6660393172978079,0.572881516614557,1
Cytosine,Citrulline,Particulate,G4_1,24,0.6940092808073269,0.5648297666917768,0.7
Cytosine,Citrulline,Particulate,G4_1,48,0.8477380424426764,0.5232512251650139,0.7
Cytosine,Citrulline,Particulate,G4_2,2,0.9624872037492304,0.9119260398457495,1
Cytosine,Citrulline,Particulate,G4_2,24,1.4174757441532826,0.28465480200696697,0.4
Cytosine,Citrulline,Particulate,G4_2,48,0.908508673446779,0.8615599635058141,1
Cytosine,Deoxyadenosine,Particulate,G4_1,2,0.9784671161000308,0.9587998261039358,1
Cytosine,Deoxyadenosine,Particulate,G4_1,24,0.8715414873605214,0.71564565895293,0.7
Cytosine,Deoxyadenosine,Particulate,G4_1,48,0.6610447162532893,0.1127667022698528,0.2
Cytosine,Deoxyadenosine,Particulate,G4_2,2,0.5412611639993529,0.09178105838307404,0.2
Cytosine,Deoxyadenosine,Particulate,G4_2,24,0.9567675590823619,0.5859149274963071,1
Cytosine,Deoxyadenosine,Particulate,G4_2,48,0.6366634945796702,0.5116019343931772,0.7
Cytosine,Guanosine,Particulate,G4_1,2,0.7606516520926855,0.5305194630431966,0.4
Cytosine,Guanosine,Particulate,G4_1,24,0.89825470704738,0.8100793480966288,1
Cytosine,Guanosine,Particulate,G4_1,48,0.9938581525818387,0.9716136951236616,1
Cytosine,Guanosine,Particulate,G4_2,2,0.6579096740108692,0.3018506531465095,0.4
Cytosine,Guanosine,Particulate,G4_2,24,1.393438979808287,0.059364572674072476,0.1
Cytosine,Guanosine,Particulate,G4_2,48,1.0240411387502273,0.9603698968981482,1
Cytosine,L-Arginine,Particulate,G4_1,2,0.9137888059817619,0.8303798675977829,1
Cytosine,L-Arginine,Particulate,G4_1,24,0.8601424208109911,0.7909184193071261,1
Cytosine,L-Arginine,Particulate,G4_1,48,1.0819992040406274,0.5969809949541087,1
Cytosine,L-Arginine,Particulate,G4_2,2,0.7351697883402436,0.49639181683100425,0.7
Cytosine,L-Arginine,Particulate,G4_2,24,1.2925477530409808,0.34404040310325895,0.7
Cytosine,L-Arginine,Particulate,G4_2,48,1.371689242381677,0.695616463438549,1
Cytosine,L-Glutamic acid,Particulate,G4_1,2,0.8738311396045596,0.8190573432399906,1
Cytosine,L-Glutamic acid,Particulate,G4_1,24,0.8343241756446872,0.752987592918688,1
Cytosine,L-Glutamic acid,Particulate,G4_1,48,0.7370915194029138,0.3970919069404963,0.7
Cytosine,L-Glutamic acid,Particulate,G4_2,2,0.8832784944432178,0.7605261756287707,1
Cytosine,L-Glutamic acid,Particulate,G4_2,24,1.3422886042829012,0.3765886242731356,0.4
Cytosine,L-Glutamic acid,Particulate,G4_2,48,0.8008913883147768,0.7030388141931954,1
Cytosine,L-Lysine,Particulate,G4_1,2,0.832540957704348,0.7018281998065281,1
Cytosine,L-Lysine,Particulate,G4_1,24,0.7914336884379986,0.6857583006469256,0.7
Cytosine,L-Lysine,Particulate,G4_1,48,0.8013644877137072,0.4807092350720056,0.4
Cytosine,L-Lysine,Particulate,G4_2,2,0.7422613796119897,0.4892954250817317,0.4
