mass_feature,sample_fraction,experiment_id,timepoint,med_pvalue_h,med_fc_h,med_qvalue_h,core_metabolite
Homarine,Particulate,G4_2,24,0.026588564769320353,0.5808210330602273,0.27368472145817463,non-core
Homarine,Particulate,G4_2,48,0.126321190579233,0.4822287426950181,0.5903010304191575,non-core
L-Arginine,Particulate,G4_1,2,0.7691174681797077,1.0416703960655456,0.8298414320098951,core
L-Arginine,Particulate,G4_1,24,0.6164580056252841,1.1300579326998932,0.7672266381927284,core
L-Arginine,Particulate,G4_1,48,0.19034243455526295,0.7519412474031446,0.6170876366134408,core
L-Arginine,Particulate,G4_2,2,0.2814363240190061,1.2057880777310954,0.6170876366134408,core
L-Arginine,Particulate,G4_2,24,0.7076260979598005,0.9606221960088082,0.7975454363745818,core
L-Arginine,Particulate,G4_2,48,0.42242684702035593,0.8449750416008952,0.7005283388144748,core
L-Asparagine,Particulate,G4_1,2,0.612326090679382,1.024497474878825,0.7672266381927284,non-core
L-Asparagine,Particulate,G4_1,24,0.4055256731291757,0.8147194950336335,0.6930252993295043,non-core
L-Asparagine,Particulate,G4_1,48,0.6864947394247034,1.0527009286892273,0.7879179508486469,non-core
L-Asparagine,Particulate,G4_2,2,0.25754269162939825,0.9508680348196523,0.6170876366134408,non-core
L-Asparagine,Particulate,G4_2,24,0.48176850716133596,1.0438124372100817,0.7097756214348048,non-core
L-Asparagine,Particulate,G4_2,48,0.2995318013735744,1.0316739721101549,0.6170876366134408,non-core
L-Cysteic acid,Particulate,G4_1,2,0.07920516055605727,5.212357740317774,0.5212210565624414,non-core
L-Cysteic acid,Particulate,G4_1,24,0.22080822768504468,1.9667892265652442,0.6170876366134408,non-core
L-Cysteic acid,Particulate,G4_1,48,0.4593346675156751,1.6495917602683148,0.7097756214348048,non-core
L-Cysteic acid,Particulate,G4_2,2,0.34355117174296546,0.9762666980857847,0.6674708479577615,non-core
L-Cysteic acid,Particulate,G4_2,24,0.6026525520744879,0.9480392751821978,0.7672266381927284,non-core
L-Cysteic acid,Particulate,G4_2,48,0.37972433657989657,1.2519051982490301,0.6795067075640254,non-core
L-Glutamic acid,Particulate,G4_1,2,0.6318337020410705,0.9830659021319912,0.7672266381927284,core
L-Glutamic acid,Particulate,G4_1,24,0.6583876145546349,0.9948351522424613,0.7777817512705192,core
L-Glutamic acid,Particulate,G4_1,48,0.5449472663963485,1.0418213756825412,0.7313765943740467,core
L-Glutamic acid,Particulate,G4_2,2,0.2879372099053972,0.793689491825689,0.6170876366134408,core
L-Glutamic acid,Particulate,G4_2,24,0.8036001303960829,0.9582784285505963,0.8406893671835944,core
L-Glutamic acid,Particulate,G4_2,48,0.2410605761499071,1.3985085356627942,0.6170876366134408,core
L-Homoserine,Particulate,G4_1,2,0.2120597942291166,2.742116650761311,0.6170876366134408,non-core
L-Homoserine,Particulate,G4_1,24,0.11169467929326803,0.5586335436975135,0.5903010304191575,non-core
L-Homoserine,Particulate,G4_1,48,0.352844863819137,0.6251138001611463,0.670313333381329,non-core
L-Homoserine,Particulate,G4_2,2,0.26935158769341266,0.9210488484569452,0.6170876366134408,non-core
L-Homoserine,Particulate,G4_2,24,0.11073065257308226,0.7207665459859363,0.5903010304191575,non-core
L-Homoserine,Particulate,G4_2,48,0.3003203179325228,0.7591776153254973,0.6170876366134408,non-core
L-Lysine,Particulate,G4_1,2,0.6156066027143741,1.081776104346003,0.7672266381927284,core
L-Lysine,Particulate,G4_1,24,0.6869854367507479,1.0347343692387307,0.7879179508486469,core
L-Lysine,Particulate,G4_1,48,0.5075079443662487,1.0328022937968946,0.7138079588207644,core
L-Lysine,Particulate,G4_2,2,0.28229504824707075,1.1358690713972661,0.6170876366134408,core
L-Lysine,Particulate,G4_2,24,0.40680504622020097,1.0705339524418513,0.6930252993295043,core
L-Lysine,Particulate,G4_2,48,0.20851066334425733,0.7324718283088223,0.6170876366134408,core
L-Phenylalanine,Particulate,G4_1,2,0.5607664720420539,1.3448617878706952,0.7465829242421538,non-core
L-Phenylalanine,Particulate,G4_1,24,0.36093109791447764,0.7681097293888909,0.670313333381329,non-core
L-Phenylalanine,Particulate,G4_1,48,0.3699260408566766,0.8284411163243082,0.6737938601318038,non-core
L-Phenylalanine,Particulate,G4_2,2,0.297857744767662,1.0688388704613934,0.6170876366134408,non-core
L-Phenylalanine,Particulate,G4_2,24,0.43267926809129326,1.1162776181258158,0.7005283388144748,non-core
L-Phenylalanine,Particulate,G4_2,48,0.11997023571071691,0.7109668385101646,0.5903010304191575,non-core
L-Proline,Particulate,G4_1,2,0.7850950802838714,1.0975032132596967,0.8298414320098951,non-core
L-Proline,Particulate,G4_1,24,0.7841552852678688,1.0462491170650758,0.8298414320098951,non-core
L-Proline,Particulate,G4_1,48,0.19642682370495906,0.7542202778913338,0.6170876366134408,non-core
L-Proline,Particulate,G4_2,2,0.43745893761936866,0.9559604541739167,0.7026899470421355,non-core
L-Proline,Particulate,G4_2,24,0.7843861432671032,0.9732816470095115,0.8298414320098951,non-core
L-Proline,Particulate,G4_2,48,0.2011839636902033,0.5271676714788205,0.6170876366134408,non-core
L-Serine,Particulate,G4_1,2,0.6833250839617449,1.0599686225270628,0.7879179508486469,core
L-Serine,Particulate,G4_1,24,0.2251955855009976,0.5945784001755496,0.6170876366134408,core
L-Serine,Particulate,G4_1,48,0.40766194078206136,1.1424092097545495,0.6930252993295043,core
L-Serine,Particulate,G4_2,2,0.13603457842859992,0.8279348280841723,0.5903010304191575,core
L-Serine,Particulate,G4_2,24,0.6595894263225481,1.0268540640932642,0.7777817512705192,core
L-Serine,Particulate,G4_2,48,0.2611097584995148,0.745484817377353,0.6170876366134408,core
L-Tryptophan,Particulate,G4_1,2,0.48038752825038883,0.8449425384774163,0.7097756214348048,non-core
L-Tryptophan,Particulate,G4_1,24,0.4975387934567504,0.8542319440927549,0.7097756214348048,non-core
L-Tryptophan,Particulate,G4_1,48,0.5109455244717639,1.07263218095973,0.7138079588207644,non-core
L-Tryptophan,Particulate,G4_2,2,0.2873216289757152,1.1050299691772492,0.6170876366134408,non-core
L-Tryptophan,Particulate,G4_2,24,0.30822401825378015,1.168257539810476,0.6170876366134408,non-core
L-Tryptophan,Particulate,G4_2,48,0.06753656809795971,0.6420761469432047,0.4920521389994208,non-core
L-Tyrosine,Particulate,G4_1,2,0.39594533782848873,0.856159835927607,0.6917529316750358,core
L-Tyrosine,Particulate,G4_1,24,0.5714689357454658,0.9101822128611485,0.7521268573682259,core
L-Tyrosine,Particulate,G4_1,48,0.5852679340873399,1.0420778274919589,0.765350375344983,core
L-Tyrosine,Particulate,G4_2,2,0.2930589670250007,1.085805851089914,0.6170876366134408,core
L-Tyrosine,Particulate,G4_2,24,0.6646706765881882,1.0687482425346224,0.779269069103393,core
L-Tyrosine,Particulate,G4_2,48,0.45508480994835315,0.9848747738365415,0.7097756214348048,core
N-Methyl-L-glutamic acid,Particulate,G4_1,2,0.6406650609918836,1.009777095540751,0.7699889246656315,non-core
N-Methyl-L-glutamic acid,Particulate,G4_1,24,0.6874970355444077,1.0543115000693761,0.7879179508486469,non-core
N-Methyl-L-glutamic acid,Particulate,G4_1,48,0.6213247368129525,1.0757066117499372,0.7672266381927284,non-core
N-Methyl-L-glutamic acid,Particulate,G4_2,2,0.1934237441194046,0.7815050329414376,0.6170876366134408,non-core
N-Methyl-L-glutamic acid,Particulate,G4_2,24,0.591185180378659,1.3776190554781784,0.7672266381927284,non-core
N-Methyl-L-glutamic acid,Particulate,G4_2,48,0.39674065199009406,1.0028373468433003,0.6917529316750358,non-core
UDP-N-acetylglucosamine,Particulate,G4_1,2,0.21576644950022875,0.022755172148307107,0.6170876366134408,non-core
UDP-N-acetylglucosamine,Particulate,G4_1,24,0.1474043600440881,0.5760156224226645,0.5903010304191575,non-core
UDP-N-acetylglucosamine,Particulate,G4_1,48,0.422522026590919,26.444834480201127,0.7005283388144748,non-core
UDP-N-acetylglucosamine,Particulate,G4_2,2,0.2395799912476659,0.857777295555384,0.6170876366134408,non-core
UDP-N-acetylglucosamine,Particulate,G4_2,24,0.8648995520225684,0.976835294425354,0.8648995520225684,non-core
UDP-N-acetylglucosamine,Particulate,G4_2,48,0.35187795473133143,0.8209664587746595,0.670313333381329,non-core
homarine_D3,Particulate,G4_1,2,0.029295051714704565,25388.413449034997,0.27368472145817463,non-core
homarine_D3,Particulate,G4_1,24,0.024859100990509933,51686.599518213596,0.27368472145817463,non-core
homarine_D3,Particulate,G4_1,48,0.014326435270017028,71602.28789212815,0.27368472145817463,non-core
homarine_D3,Particulate,G4_2,2,0.009336556559658343,94472.5981735856,0.27368472145817463,non-core
homarine_D3,Particulate,G4_2,24,0.019560180085056063,3230.322737021901,0.27368472145817463,non-core
homarine_D3,Particulate,G4_2,48,0.022247517740824976,214493.35432944322,0.27368472145817463,non-core
n-methyl glutamic acid_D3,Particulate,G4_1,2,0.01673072851913361,1704.2520314606995,0.27368472145817463,non-core
n-methyl glutamic acid_D3,Particulate,G4_1,24,0.026143697753908377,5634.153369992389,0.27368472145817463,non-core
n-methyl glutamic acid_D3,Particulate,G4_1,48,0.011932827936012766,9409.244437124746,0.27368472145817463,non-core
n-methyl glutamic acid_D3,Particulate,G4_2,2,0.008648948068036923,14977.133215158949,0.27368472145817463,non-core
n-methyl glutamic acid_D3,Particulate,G4_2,24,0.020943732902826247,291.70983464677965,0.27368472145817463,non-core
n-methyl glutamic acid_D3,Particulate,G4_2,48,0.029299116201493492,1130.1321744370327,0.27368472145817463,non-core
n-methyl glutamine,Particulate,G4_1,2,0.6302971282154894,1.1836218709685513,0.7672266381927284,non-core
n-methyl glutamine,Particulate,G4_1,24,0.14757525760478937,1.8638454371488846,0.5903010304191575,non-core
n-methyl glutamine,Particulate,G4_1,48,0.10205734279812852,2.1112715252809657,0.5903010304191575,non-core
n-methyl glutamine,Particulate,G4_2,2,0.2572050716565479,0.7944209532390708,0.6170876366134408,non-core
n-methyl glutamine,Particulate,G4_2,24,0.14110422997325747,0.7130779560915596,0.5903010304191575,non-core
n-methyl glutamine,Particulate,G4_2,48,0.1439163151804421,2.565470662799203,0.5903010304191575,non-core
n-methyl glutamine_D3,Particulate,G4_1,2,0.05500928856597379,72.70923703346428,0.43161134105610205,non-core
n-methyl glutamine_D3,Particulate,G4_1,24,0.10932853888156557,784.9552794879747,0.5903010304191575,non-core
n-methyl glutamine_D3,Particulate,G4_1,48,0.03885135543724643,559.5949731151152,0.3170270603679309,non-core
n-methyl glutamine_D3,Particulate,G4_2,2,0.013477084657384194,218.20971485681943,0.27368472145817463,non-core
n-methyl glutamine_D3,Particulate,G4_2,24,0.07644820766155479,1399.2509778972797,0.5198478120985726,non-core
n-methyl glutamine_D3,Particulate,G4_2,48,0.12577179733232718,13850.349962279382,0.5903010304191575,non-core
unknown_C6H11NO2_pos,Particulate,G4_1,2,0.30810438551978214,0.7810753346972894,0.6170876366134408,non-core
unknown_C6H11NO2_pos,Particulate,G4_1,24,0.21896880939992072,0.6580135123857872,0.6170876366134408,non-core
unknown_C6H11NO2_pos,Particulate,G4_1,48,0.31045750167580793,1.4682454179870188,0.6170876366134408,non-core
unknown_C6H11NO2_pos,Particulate,G4_2,2,0.4655379562800818,0.8432369208925445,0.7097756214348048,non-core
unknown_C6H11NO2_pos,Particulate,G4_2,24,0.809909355434891,1.0697899700405704,0.8429668801465192,non-core
unknown_C6H11NO2_pos,Particulate,G4_2,48,0.12640748416218148,0.6183582907142327,0.5903010304191575,non-core
unknown_C6H9NO3_1_neg,Particulate,G4_1,2,0.4207140760539924,0.06377113295339298,0.7005283388144748,non-core
unknown_C6H9NO3_1_neg,Particulate,G4_1,24,0.19135463181895163,24.684208075883898,0.6170876366134408,non-core
unknown_C6H9NO3_1_neg,Particulate,G4_1,48,0.49537568395610293,0.9373871665579246,0.7097756214348048,non-core
unknown_C6H9NO3_1_neg,Particulate,G4_2,2,0.14004195464702668,0.7207407972935523,0.5903010304191575,non-core
unknown_C6H9NO3_1_neg,Particulate,G4_2,24,0.6289759789250473,1.5239245696383332,0.7672266381927284,non-core
unknown_C6H9NO3_1_neg,Particulate,G4_2,48,0.2015308311386934,1.5425312783289935,0.6170876366134408,non-core
unknown_C6H9NO3_1_neg_D3,Particulate,G4_1,2,0.8614966517967655,1.0076302489351783,0.8648995520225684,non-core
unknown_C6H9NO3_1_neg_D3,Particulate,G4_1,24,0.035466838743716415,39.77153415849075,0.3102517040622864,non-core
unknown_C6H9NO3_1_neg_D3,Particulate,G4_1,48,0.0050706302024640095,57.743385839251886,0.27368472145817463,non-core
unknown_C6H9NO3_1_neg_D3,Particulate,G4_2,2,0.007515302255539765,108.48215700164111,0.27368472145817463,non-core
unknown_C6H9NO3_1_neg_D3,Particulate,G4_2,24,0.017148735409657074,395.6436790917663,0.27368472145817463,non-core
unknown_C6H9NO3_1_neg_D3,Particulate,G4_2,48,0.029515018980783535,728.2926135486417,0.27368472145817463,non-core
unknown_C6H9NO3_2_neg_D3,Particulate,G4_1,2,0.861496651796765,1.0076302489351785,0.8648995520225684,non-core
unknown_C6H9NO3_2_neg_D3,Particulate,G4_1,24,0.20956648765898145,40.769672484371455,0.6170876366134408,non-core
unknown_C6H9NO3_2_neg_D3,Particulate,G4_1,48,0.4264905170771646,20.165653694289464,0.7005283388144748,non-core
unknown_C6H9NO3_2_neg_D3,Particulate,G4_2,2,0.18166434859974723,0.7904205261795502,0.6170876366134408,non-core
unknown_C6H9NO3_2_neg_D3,Particulate,G4_2,24,0.01031495857283213,2278.5469668666706,0.27368472145817463,non-core
unknown_C6H9NO3_2_neg_D3,Particulate,G4_2,48,0.07334500540628912,1939.8631594332537,0.515944175961482,non-core
unknown_C6H9NO3_3_neg,Particulate,G4_1,2,0.8614966517967654,1.0076302489351783,0.8648995520225684,non-core
unknown_C6H9NO3_3_neg,Particulate,G4_1,24,0.14740436004408808,0.5760156224226646,0.5903010304191575,non-core
unknown_C6H9NO3_3_neg,Particulate,G4_1,48,0.4953756839561032,0.9373871665579248,0.7097756214348048,non-core
unknown_C6H9NO3_3_neg,Particulate,G4_2,2,0.6416574372213596,0.763355457003383,0.7699889246656315,non-core
unknown_C6H9NO3_3_neg,Particulate,G4_2,24,0.2875858572524864,0.7119601992712588,0.6170876366134408,non-core
unknown_C6H9NO3_3_neg,Particulate,G4_2,48,0.26069254248742285,1.366210740599923,0.6170876366134408,non-core
unknown_C6H9NO3_3_neg_D3,Particulate,G4_1,2,0.8614966517967655,1.0076302489351783,0.8648995520225684,non-core
unknown_C6H9NO3_3_neg_D3,Particulate,G4_1,24,0.14740436004408808,0.5760156224226645,0.5903010304191575,non-core
unknown_C6H9NO3_3_neg_D3,Particulate,G4_1,48,0.49537568395610304,0.9373871665579246,0.7097756214348048,non-core
unknown_C6H9NO3_3_neg_D3,Particulate,G4_2,2,0.18166434859974712,0.7904205261795502,0.6170876366134408,non-core
unknown_C6H9NO3_3_neg_D3,Particulate,G4_2,24,0.020347249979234875,692.7980348955747,0.27368472145817463,non-core
unknown_C6H9NO3_3_neg_D3,Particulate,G4_2,48,0.2756926949536949,277.76133085784954,0.6170876366134408,non-core
unknown_C6H9NO4_neg_D3,Particulate,G4_1,2,0.8614966517967654,1.0076302489351785,0.8648995520225684,non-core
unknown_C6H9NO4_neg_D3,Particulate,G4_1,24,0.14740436004408813,0.5760156224226644,0.5903010304191575,non-core
unknown_C6H9NO4_neg_D3,Particulate,G4_1,48,0.4953756839561033,0.9373871665579248,0.7097756214348048,non-core
unknown_C6H9NO4_neg_D3,Particulate,G4_2,2,0.1816643485997473,0.7904205261795503,0.6170876366134408,non-core
unknown_C6H9NO4_neg_D3,Particulate,G4_2,24,0.7232126709461459,0.9947632024242237,0.810633982818757,non-core
unknown_C6H9NO4_neg_D3,Particulate,G4_2,48,0.03650020047791605,511.7881996266754,0.3102517040622864,non-core
unknown_C7H11NO3_pos,Particulate,G4_1,2,0.5635969133984886,1.1312253662051892,0.7465829242421538,non-core
unknown_C7H11NO3_pos,Particulate,G4_1,24,0.15401837040629895,2.9674154128126933,0.6042259146708651,non-core
unknown_C7H11NO3_pos,Particulate,G4_1,48,0.15999488842630918,1.4590910002414499,0.6044251340549458,non-core
unknown_C7H11NO3_pos,Particulate,G4_2,2,0.228417347027896,1.2280585734226224,0.6170876366134408,non-core
unknown_C7H11NO3_pos,Particulate,G4_2,24,0.7720407244909845,1.1448769717395104,0.8298414320098951,non-core
unknown_C7H11NO3_pos,Particulate,G4_2,48,0.4462178601053772,1.2743864662174853,0.7097756214348048,non-core
unknown_C7H9NO5_pos_D3,Particulate,G4_1,2,0.861496651796765,1.0076302489351785,0.8648995520225684,non-core
unknown_C7H9NO5_pos_D3,Particulate,G4_1,24,0.19543674112228257,21.66859524283099,0.6170876366134408,non-core
unknown_C7H9NO5_pos_D3,Particulate,G4_1,48,0.4953756839561024,0.9373871665579248,0.7097756214348048,non-core
unknown_C7H9NO5_pos_D3,Particulate,G4_2,2,0.18166434859974723,0.7904205261795502,0.6170876366134408,non-core
unknown_C7H9NO5_pos_D3,Particulate,G4_2,24,0.004124266411136079,1153.3916879900864,0.27368472145817463,non-core
unknown_C7H9NO5_pos_D3,Particulate,G4_2,48,0.10971886371553599,1046.5343247417804,0.5903010304191575,non-core
