mass_feature,FinalBMIS,Orig_RSD,FinalRSD,replicate_name,runDate,type,samp_id,replicate,area,date,QC_area,fraction,adjusted_area
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Poo_EpicFate-CXSPE_Full1,240327,Poo,EpicFate-CXSPE,Full1,16834010,240327,16834010,HILICPos,16834010
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Poo_EpicFate-CXSPE_Full2,240327,Poo,EpicFate-CXSPE,Full2,15366496,240327,15366496,HILICPos,15366496
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Poo_EpicFate-CXSPE_Full3,240327,Poo,EpicFate-CXSPE,Full3,14776205,240327,14776205,HILICPos,14776205
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Poo_EpicFate-CXSPE_Half1,240327,Poo,EpicFate-CXSPE,Half1,9886698,240327,9886698,HILICPos,19773396
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Poo_EpicFate-CXSPE_Half2,240327,Poo,EpicFate-CXSPE,Half2,8941702,240327,8941702,HILICPos,17883404
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Poo_EpicFate-CXSPE_Half3,240327,Poo,EpicFate-CXSPE,Half3,10162965,240327,10162965,HILICPos,20325930
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_ASW_A,240327,Smp,ASW,A,6410869,240327,6410869,HILICPos,6410869
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_ASW_B,240327,Smp,ASW,B,1142632,240327,NA,HILICPos,NA
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_ASW_C,240327,Smp,ASW,C,3669927,240327,3669927,HILICPos,3669927
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_Ctrl_A1,240327,Smp,Ctrl,A1,25891518,240327,25891518,HILICPos,25891518
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_Ctrl_A2,240327,Smp,Ctrl,A2,187387,240327,NA,HILICPos,NA
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_Ctrl_B1,240327,Smp,Ctrl,B1,2831437,240327,NA,HILICPos,NA
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_Ctrl_B2,240327,Smp,Ctrl,B2,469148,240327,NA,HILICPos,NA
Adenosine,Inj_vol,0.1296406421139833,0.1296406421139833,240327_Smp_Ctrl_B3,240327,Smp,Ctrl,B3,3057014,240327,NA,HILICPos,NA
