mass_feature,FinalBMIS,Orig_RSD,FinalRSD,replicate_name,runDate,type,samp_id,replicate,area,date,QC_area,fraction,adjusted_area
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full1,230717,Poo,G5-HomFate1,Full1,66505740,230717,66505740,HILICPos,66505740
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full2,230717,Poo,G5-HomFate1,Full2,69199416,230717,69199416,HILICPos,69199416
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full3,230717,Poo,G5-HomFate1,Full3,63985036,230717,63985036,HILICPos,63985036
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full4,230717,Poo,G5-HomFate1,Full4,73583328,230717,73583328,HILICPos,73583328
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full5,230717,Poo,G5-HomFate1,Full5,71881992,230717,71881992,HILICPos,71881992
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full6,230717,Poo,G5-HomFate1,Full6,75338520,230717,75338520,HILICPos,75338520
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate1_Full7,230717,Poo,G5-HomFate1,Full7,68417048,230717,68417048,HILICPos,68417048
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full1,230717,Poo,G5-HomFate2,Full1,144595472,230717,144595472,HILICPos,144595472
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full2,230717,Poo,G5-HomFate2,Full2,142171856,230717,142171856,HILICPos,142171856
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full3,230717,Poo,G5-HomFate2,Full3,141443216,230717,141443216,HILICPos,141443216
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full4,230717,Poo,G5-HomFate2,Full4,148252128,230717,148252128,HILICPos,148252128
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full5,230717,Poo,G5-HomFate2,Full5,150760048,230717,150760048,HILICPos,150760048
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full6,230717,Poo,G5-HomFate2,Full6,141790816,230717,141790816,HILICPos,141790816
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Poo_G5-HomFate2_Full7,230717,Poo,G5-HomFate2,Full7,152890720,230717,152890720,HILICPos,152890720
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_C_A,230717,Smp,G5,Hom1,75969552,230717,75969552,HILICPos,75969552
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_C_B,230717,Smp,G5,Hom1,58054948,230717,58054948,HILICPos,58054948
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_C_C,230717,Smp,G5,Hom1,72935576,230717,72935576,HILICPos,72935576
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_T0_A,230717,Smp,G5,Hom1,72835368,230717,72835368,HILICPos,72835368
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_T0_B,230717,Smp,G5,Hom1,95571520,230717,95571520,HILICPos,95571520
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_T0_C,230717,Smp,G5,Hom1,85787464,230717,85787464,HILICPos,85787464
Adenine,Inj_vol,0.04463415471128639,0.04463415471128639,230717_Smp_G5_Hom1_T6_A,230717,Smp,G5,Hom1,51598152,230717,51598152,HILICPos,51598152
