mf_id,scan_time,mz,apex_scan,intensity,persistence,area,monoisotopic_mf_id,isotopologue_type
1,8.010882377624512,118.08631896972656,1051.0,681322816.0,680982152.0,484082798.0003104,1,
7,8.010882377624512,118.08734893798828,1051.0,138045888.0,137705224.0,88877072.79102516,7,
8,10.052373886108398,132.1018829345703,1317.0,137306880.0,136966216.0,69742083.62903385,8,
9,11.202727317810059,252.14431762695312,1467.0,118848632.0,118507968.0,57892029.473344296,9,
12,8.026211738586426,118.0853271484375,1053.0,90021320.0,89680656.0,103967856.84304667,12,
14,0.052151139825582504,214.08924865722656,7.0,78142800.0,77802136.0,12525059.892060146,14,
15,6.317567348480225,138.0550079345703,827.0,76583592.0,76242928.0,14235964.242919922,15,
17,2.118934392929077,195.12252807617188,275.0,68625600.0,68284936.0,18613620.217340108,17,
21,3.9141948223114014,112.11243438720703,511.0,66034380.0,65693716.0,25588670.467510223,21,
23,7.469625949859619,76.07621765136719,979.0,62369540.0,62028876.0,56754549.367086366,,
28,6.001725673675537,112.1121597290039,785.0,58025904.0,56824688.0,10949775.342391968,,
32,11.597354888916016,258.1099853515625,1519.0,45604672.0,45264008.0,20120604.63616748,32,
34,11.750344276428223,148.06040954589844,1539.0,43721180.0,43380516.0,18511790.603529453,34,
37,8.010882377624512,119.0896987915039,1051.0,39441564.0,39100900.0,26149240.489142418,1,13C1
39,10.3735933303833,135.0475616455078,1359.0,37837792.0,37497128.0,19780030.59446802,39,
42,11.40076732635498,179.0732421875,1493.0,33911052.0,33570388.0,15853680.620325172,42,
45,2.118934392929077,240.1806182861328,275.0,27660160.0,27319496.0,6394445.8744343,45,
48,11.262651443481445,147.07652282714844,1475.0,25283346.0,24942682.0,5516018.89195358,48,
49,0.08356550335884094,123.04061126708984,11.0,23878250.0,23537586.0,2390207.196520675,49,
53,0.0672406256198883,214.0915069580078,9.0,21500056.0,21159392.0,4059126.93960578,53,
54,5.274399757385254,136.06161499023438,689.0,21483608.0,21142944.0,19408537.878019094,54,
56,9.019425392150879,236.14915466308594,1183.0,21269862.0,20929198.0,9415911.571341157,56,
57,2.2385919094085693,202.1802215576172,291.0,20508256.0,20167592.0,7632752.663785082,57,
59,10.526402473449707,236.14915466308594,1379.0,20104532.0,19763868.0,10212997.659584243,59,
61,9.080056190490723,121.03189086914062,1191.0,19596754.0,19256090.0,8888220.059554422,61,
64,11.44643497467041,245.11354064941406,1499.0,19133952.0,18793288.0,9915589.528465472,64,
65,0.8027166128158569,296.0458984375,103.0,18735502.0,18394838.0,3231853.6804203987,,
68,0.0672406256198883,93.02185821533203,9.0,18245650.0,17904986.0,1191008.2997425385,,
72,8.882174491882324,162.11248779296875,1165.0,17860886.0,17520222.0,10355438.708211169,72,
73,11.81333065032959,275.0711669921875,1547.0,17790216.0,17449552.0,7649272.578849513,73,
77,10.419174194335938,146.1175537109375,1365.0,17165934.0,16825270.0,8411054.180592768,77,
82,11.262651443481445,130.04994201660156,1475.0,16148313.0,15807649.0,3453116.02018407,82,
90,2.118934392929077,212.14955139160156,275.0,15294121.0,14953457.0,4015999.007595542,90,
91,8.010882377624512,235.16555786132812,1051.0,15116595.0,14775931.0,5236012.188104348,91,
97,8.530745506286621,212.09481811523438,1119.0,14641980.0,14301316.0,3316154.1592788696,97,
107,11.202727317810059,253.147705078125,1467.0,13225648.0,12881939.0,6287289.729750744,9,13C1
112,0.0672406256198883,88.07606506347656,9.0,12877968.0,12537304.0,1602128.400124846,,
116,8.530745506286621,138.0550079345703,1119.0,12522967.0,12182303.0,6802338.851868868,116,
123,11.049238204956055,209.0482940673828,1447.0,11548926.0,11208262.0,4908731.045788625,123,
124,14.54300308227539,133.0277099609375,1901.0,11365841.0,11025177.0,2250069.83126288,,
127,11.202727317810059,252.1421661376953,1467.0,65699832.0,10633432.0,36815511.9712868,,
134,0.6946653723716736,296.043212890625,89.0,10574745.0,10234081.0,2463238.2528562546,,
138,5.107996940612793,268.1037902832031,667.0,10479549.0,10138885.0,2187039.0765857697,138,
146,8.360976219177246,250.9878692626953,1097.0,9765159.0,9424495.0,3753505.9787769318,,
153,0.0672406256198883,74.06067657470703,9.0,9487072.0,9146408.0,881683.2578624962,,
159,11.44643497467041,245.11148071289062,1499.0,11107157.0,8914720.0,6451952.861106724,159,
161,24.469497680664062,214.08937072753906,3183.0,9217598.0,8876934.0,1691081.4495544434,161,
162,7.8455047607421875,112.1121597290039,1029.0,39163436.0,8847854.0,7237681.143859863,,
163,10.052373886108398,133.10513305664062,1317.0,9183837.0,8843173.0,4541190.737935321,8,13C1
165,0.052151139825582504,214.0867156982422,7.0,9179227.0,8838563.0,2623624.630213231,165,
179,14.587813377380371,248.02191162109375,1907.0,8818231.0,8477567.0,4388653.33644969,,
181,8.98920726776123,152.05662536621094,1179.0,8742691.0,8402027.0,4722827.1831722595,,
186,2.542727470397949,296.0458984375,331.0,8581886.0,8241222.0,1377546.169822216,,
189,11.597354888916016,258.1122131347656,1519.0,21348128.0,8199320.0,11748944.696035692,,
192,9.591188430786133,116.07093048095703,1257.0,8465152.0,8124488.0,4148357.1968628205,,
193,7.469625949859619,151.1438751220703,979.0,8463374.0,8122710.0,3671869.4453366934,,
199,0.08356550335884094,100.02472686767578,11.0,8356299.5,8015635.0,772093.5284423265,,
200,11.187728881835938,333.1293640136719,1465.0,8343547.0,8002883.0,2803871.961343959,200,
207,2.2385919094085693,284.1705322265625,291.0,8274998.5,7934334.0,1635649.904992506,207,
