mf_id,scan_time,mz,apex_scan,intensity,persistence,area,monoisotopic_mf_id,isotopologue_type
1,14.655829429626465,96.9589614868164,1908.0,1097572864.0,1097024076.0,574390772.3008353,1,
4,14.64091682434082,194.9266357421875,1906.0,129105912.0,128557124.0,47366068.33117437,,
8,8.231637001037598,80.91569519042969,1078.0,69416336.0,68867548.0,69902013.96184075,,
9,1.5398839712142944,212.0746612548828,200.0,66995428.0,66446640.0,33772622.60335493,9,
10,8.231637001037598,78.91776275634766,1078.0,56305876.0,55757088.0,68976772.74528044,,
11,14.655829429626465,98.95457458496094,1908.0,52307916.0,51759128.0,15763570.18910101,,
16,14.688145637512207,194.92877197265625,1912.0,32355720.0,31806932.0,23885854.524930954,,
17,4.545902252197266,61.98712158203125,594.0,30987652.0,30438864.0,29518482.179141045,,
22,15.81401252746582,212.0746612548828,2054.0,29194226.0,27300421.0,7171312.096683502,22,
23,11.727603912353516,94.97930908203125,1530.0,25547404.0,24998616.0,12544283.464176178,,
25,8.151641845703125,212.0746612548828,1068.0,36126552.0,23707732.0,7542416.307380676,,
29,0.013409322127699852,76.98681640625,2.0,23112814.0,22564026.0,4137772.2982631624,,
32,0.15893122553825378,61.98712158203125,20.0,23929918.0,21084506.0,16362962.682704598,,
33,11.001693725585938,96.9686279296875,1436.0,21404720.0,20855932.0,6030883.27564621,,
44,0.23458069562911987,248.9734344482422,30.0,23958746.0,15829568.0,8047435.453008439,,
45,6.700701713562012,106.03980255126953,878.0,18907734.0,15764101.0,2061193.933772087,,
47,12.717793464660645,248.9734344482422,1658.0,15467728.0,14918940.0,4244011.359428406,,
52,4.941295623779297,106.03980255126953,646.0,18595160.0,13890869.0,3077425.600166321,52,
54,11.374229431152344,267.0720520019531,1484.0,14163726.0,13614938.0,4895755.81579087,,
56,8.372843742370605,106.04010009765625,1096.0,15503424.0,13337337.0,1522784.4662327766,,
57,8.372843742370605,107.03524780273438,1096.0,13867760.0,13318972.0,931649.5774486065,,
60,3.2293262481689453,106.04010009765625,422.0,16872568.0,12964081.0,3140604.566570282,,
69,14.64091682434082,196.9226837158203,1906.0,12697291.0,12148503.0,3597720.2871166617,,
75,14.550222396850586,106.03980255126953,1894.0,12444187.0,11293079.0,2015978.6849622726,,
78,0.013409322127699852,212.07400512695312,2.0,23651652.0,10689719.0,4193862.9064604193,78,
88,13.187734603881836,61.99525833129883,1718.0,10819112.0,10270324.0,1796481.7908325195,,
92,1.5398839712142944,212.07217407226562,200.0,10597602.0,10048814.0,10470050.307216644,,
96,3.4140520095825195,248.9755401611328,446.0,10485382.0,9936594.0,2306964.962516308,,
104,0.20431004464626312,248.971435546875,26.0,14124279.0,9518221.0,5330739.11722767,,
108,11.866042137145996,212.0745086669922,1548.0,22917318.0,9327035.0,3897384.9484291077,108,
109,1.5398839712142944,212.0771484375,200.0,9854329.0,9305541.0,8523823.578352332,109,
113,0.0777588039636612,74.99261474609375,10.0,9576977.0,9028189.0,936982.9156231266,,
130,14.655829429626465,97.95826721191406,1908.0,9176365.0,8627577.0,3094020.419019699,350,13C1
135,5.382319450378418,248.9734344482422,704.0,26027368.0,8486078.0,5521423.11854744,,
144,12.050106048583984,146.04473876953125,1572.0,8816210.0,8267422.0,5290433.659219429,,
146,14.625965118408203,98.96299743652344,1904.0,8960381.0,8226638.0,4889564.463659681,,
147,0.0777588039636612,90.97010040283203,10.0,8725177.0,8176389.0,778146.4719977006,,
