mf_id,scan_time,mz,apex_scan,intensity,persistence,area,monoisotopic_mf_id,isotopologue_type
1,14.692582130432129,96.95892333984375,1914.0,1046119104.0,1045596043.0,598638622.4962047,1,
2,14.692582130432129,194.92727661132812,1914.0,121579072.0,121056011.0,81432381.31997028,,
3,1.5559998750686646,212.07455444335938,200.0,47469860.0,46946799.0,33701277.66802883,3,
4,8.218167304992676,80.9156494140625,1074.0,46198916.0,45675855.0,22463472.00177002,,
5,14.692582130432129,98.95479583740234,1914.0,45626552.0,45103491.0,26060569.942308128,,
6,4.570091247558594,61.98710632324219,594.0,41048368.0,40525307.0,35946402.55550766,,
7,8.18783187866211,78.91773986816406,1070.0,37483796.0,36960735.0,25673197.2251183,,
8,4.44448184967041,248.97354125976562,578.0,30174218.0,29651157.0,5668998.854717255,,
12,7.064640045166016,124.99050903320312,922.0,25420698.0,24897637.0,10361085.571589194,,
14,4.246474742889404,106.04008483886719,552.0,23083278.0,22560217.0,2308931.2918634415,,
15,16.797630310058594,212.07455444335938,2184.0,23514534.0,21377386.0,3734430.5007858276,15,
16,0.030091911554336548,76.98696899414062,4.0,21665462.0,21142401.0,4308550.881376024,,
17,11.71149730682373,94.97952270507812,1528.0,20847922.0,20324861.0,4723363.0857925415,,
20,10.849939346313477,96.96864318847656,1416.0,19307652.0,18784591.0,4891848.534095764,,
21,0.5078948140144348,248.9723663330078,64.0,19510760.0,17914728.0,4676871.148101687,,
23,1.2500165700912476,106.04008483886719,160.0,20269608.0,16320969.0,3261786.691476822,,
25,12.108985900878906,146.0452117919922,1580.0,16661857.0,16138796.0,9485213.589545488,,
30,0.07831241190433502,74.99274444580078,10.0,15144027.0,14620966.0,1291223.1754885498,,
38,0.07831241190433502,90.97027587890625,10.0,14098861.0,13575800.0,980165.0316537246,,
57,3.286417007446289,248.9713134765625,426.0,12253363.0,11730302.0,3076098.437610626,,
67,5.726903915405273,94.97952270507812,746.0,12366551.0,11291128.0,3163777.72034359,,
68,0.030091911554336548,212.07455444335938,4.0,23589084.0,11166380.0,4158711.769892264,68,
69,14.692582130432129,196.92262268066406,1914.0,11506170.0,10983109.0,2984565.9406240284,,
70,14.830219268798828,212.07470703125,1932.0,22658850.0,10966627.0,5001633.267417908,70,
114,14.617254257202148,61.995243072509766,1904.0,9529818.0,9006757.0,3861692.5030612946,,
115,20.566022872924805,106.04008483886719,2672.0,10429059.0,9002823.0,1287417.874053955,,
125,18.928241729736328,212.07455444335938,2460.0,20480788.0,8513657.0,4493262.003890991,125,
128,2.6101882457733154,248.97341918945312,338.0,23566902.0,8403591.0,4154190.9047460556,,
136,12.24553108215332,317.0545654296875,1598.0,8718044.0,8194983.0,1770051.4450092316,,
142,7.171072959899902,248.97119140625,936.0,8525282.0,8002221.0,2323590.142439842,,
159,0.09646222740411758,83.02396392822266,12.0,8135899.5,7612838.0,1344820.7749653338,,
165,14.692582130432129,98.96324157714844,1914.0,8327374.0,7490351.0,5743094.823583558,,
166,14.662242889404297,97.95845794677734,1910.0,7973225.0,7450164.0,1510192.572510451,2067,13C1
