mf_id,scan_time,mz,apex_scan,intensity,persistence,area,monoisotopic_mf_id,isotopologue_type
1,8.01937198638916,118.08638000488281,1049.0,181236176.0,181145558.0,103266906.85866857,1,
6,0.06801591068506241,214.08920288085938,9.0,70947040.0,70856422.0,11522838.208411511,6,
7,3.964744806289673,112.11217498779297,517.0,61341580.0,61250962.0,13510955.64857483,7,
8,2.1348369121551514,195.12252807617188,277.0,50026344.0,49935726.0,12622693.415410593,8,
11,8.003941535949707,118.08535766601562,1047.0,26748512.0,26606813.0,23967260.090485454,11,
12,10.347132682800293,135.0472412109375,1351.0,24627648.0,24537030.0,12995143.00363478,12,
14,10.10151195526123,132.10194396972656,1319.0,23270846.0,23180228.0,11993628.136540662,14,
15,7.464542865753174,76.07624816894531,977.0,21504746.0,21414128.0,10595714.54647544,,
17,11.336601257324219,147.07652282714844,1479.0,21119134.0,21028516.0,9631188.326039333,17,
18,11.200889587402344,252.14430236816406,1461.0,20402914.0,20312296.0,9476010.994915158,18,
19,6.318892478942871,138.05503845214844,827.0,20041078.0,19950460.0,9545246.711845398,19,
22,2.2546942234039307,202.18019104003906,293.0,18060228.0,17969610.0,6666060.761101043,22,
23,0.6460305452346802,296.0460205078125,83.0,18032660.0,17942042.0,3109458.46986866,23,
25,2.1198534965515137,112.11217498779297,275.0,55521400.0,17854440.0,10585846.130565643,25,
31,0.08316157758235931,123.040283203125,11.0,16179507.0,16088889.0,1223005.329006657,31,
35,11.321512222290039,130.0500030517578,1477.0,14282296.0,14191678.0,6197802.947501905,35,
36,9.086691856384277,121.03193664550781,1187.0,14277781.0,14187163.0,6592434.671652934,36,
37,2.1348369121551514,240.1806182861328,277.0,14154978.0,14064360.0,3178468.0723726917,37,
39,9.485960006713867,155.08119201660156,1239.0,13773694.0,13683076.0,7190085.774735488,39,
40,8.46855640411377,212.0948944091797,1107.0,13687113.0,13596495.0,4790132.2634830475,,
44,11.415312767028809,179.0733184814453,1489.0,12572924.0,12482306.0,5524976.746046839,44,
45,0.06801591068506241,93.02191925048828,9.0,12311552.0,12220934.0,1048235.4868381307,45,
49,14.564023971557617,133.02772521972656,1897.0,12033857.0,11943239.0,2029721.4005691838,,
