replicate_name,sample_set,treatment,sample_fraction,HILICNeg_1,HILICNeg_10,HILICNeg_102,HILICNeg_108,HILICNeg_111,HILICNeg_117,HILICNeg_121,HILICNeg_122,HILICNeg_123,HILICNeg_126,HILICNeg_128,HILICNeg_129,HILICNeg_13,HILICNeg_131,HILICNeg_132,HILICNeg_134,HILICNeg_135,HILICNeg_138,HILICNeg_139,HILICNeg_14,HILICNeg_141,HILICNeg_147,HILICNeg_148,HILICNeg_149,HILICNeg_154,HILICNeg_159,HILICNeg_160,HILICNeg_163,HILICNeg_164,HILICNeg_165,HILICNeg_166,HILICNeg_169,HILICNeg_171,HILICNeg_172,HILICNeg_173,HILICNeg_176,HILICNeg_177,HILICNeg_179,HILICNeg_18,HILICNeg_180,HILICNeg_182,HILICNeg_183,HILICNeg_187,HILICNeg_188,HILICNeg_189,HILICNeg_19,HILICNeg_190,HILICNeg_193,HILICNeg_195,HILICNeg_196,HILICNeg_199,HILICNeg_20,HILICNeg_200,HILICNeg_201,HILICNeg_202,HILICNeg_203,HILICNeg_205,HILICNeg_206,HILICNeg_21,HILICNeg_211,HILICNeg_216,HILICNeg_217,HILICNeg_218,HILICNeg_219,HILICNeg_22,HILICNeg_223,HILICNeg_227,HILICNeg_228,HILICNeg_23,HILICNeg_230,HILICNeg_231,HILICNeg_232,HILICNeg_233,HILICNeg_235,HILICNeg_237,HILICNeg_239,HILICNeg_24,HILICNeg_243,HILICNeg_245,HILICNeg_246,HILICNeg_248,HILICNeg_25,HILICNeg_250,HILICNeg_251,HILICNeg_254,HILICNeg_256,HILICNeg_257,HILICNeg_259,HILICNeg_260,HILICNeg_261,HILICNeg_263,HILICNeg_264,HILICNeg_27,HILICNeg_273,HILICNeg_274,HILICNeg_276,HILICNeg_279,HILICNeg_281,HILICNeg_282,HILICNeg_283,HILICNeg_284,HILICNeg_285,HILICNeg_29,HILICNeg_290,HILICNeg_291,HILICNeg_293,HILICNeg_294,HILICNeg_296,HILICNeg_297,HILICNeg_298,HILICNeg_30,HILICNeg_301,HILICNeg_305,HILICNeg_306,HILICNeg_308,HILICNeg_310,HILICNeg_311,HILICNeg_312,HILICNeg_315,HILICNeg_318,HILICNeg_319,HILICNeg_320,HILICNeg_321,HILICNeg_322,HILICNeg_323,HILICNeg_324,HILICNeg_325,HILICNeg_327,HILICNeg_328,HILICNeg_330,HILICNeg_331,HILICNeg_332,HILICNeg_334,HILICNeg_337,HILICNeg_339,HILICNeg_34,HILICNeg_340,HILICNeg_343,HILICNeg_344,HILICNeg_346,HILICNeg_348,HILICNeg_349,HILICNeg_350,HILICNeg_351,HILICNeg_352,HILICNeg_353,HILICNeg_354,HILICNeg_355,HILICNeg_356,HILICNeg_357,HILICNeg_358,HILICNeg_36,HILICNeg_360,HILICNeg_361,HILICNeg_362,HILICNeg_365,HILICNeg_366,HILICNeg_367,HILICNeg_368,HILICNeg_369,HILICNeg_37,HILICNeg_370,HILICNeg_371,HILICNeg_372,HILICNeg_373,HILICNeg_374,HILICNeg_375,HILICNeg_376,HILICNeg_377,HILICNeg_378,HILICNeg_38,HILICNeg_382,HILICNeg_384,HILICNeg_385,HILICNeg_387,HILICNeg_388,HILICNeg_389,HILICNeg_390,HILICNeg_392,HILICNeg_393,HILICNeg_394,HILICNeg_395,HILICNeg_396,HILICNeg_397,HILICNeg_398,HILICNeg_40,HILICNeg_400,HILICNeg_401,HILICNeg_403,HILICNeg_408,HILICNeg_409,HILICNeg_410,HILICNeg_411,HILICNeg_412,HILICNeg_415,HILICNeg_416,HILICNeg_417,HILICNeg_419,HILICNeg_421,HILICNeg_422,HILICNeg_424,HILICNeg_425,HILICNeg_43,HILICNeg_45,HILICNeg_46,HILICNeg_53,HILICNeg_55,HILICNeg_57,HILICNeg_58,HILICNeg_7,HILICNeg_70,HILICNeg_73,HILICNeg_74,HILICNeg_75,HILICNeg_77,HILICNeg_8,HILICNeg_80,HILICNeg_83,HILICNeg_86,HILICNeg_87,HILICNeg_88,HILICNeg_90,HILICNeg_92,HILICNeg_93,HILICNeg_96,HILICPos_0,HILICPos_105,HILICPos_106,HILICPos_107,HILICPos_109,HILICPos_110,HILICPos_111,HILICPos_112,HILICPos_114,HILICPos_115,HILICPos_116,HILICPos_117,HILICPos_12,HILICPos_120,HILICPos_121,HILICPos_123,HILICPos_125,HILICPos_126,HILICPos_127,HILICPos_128,HILICPos_13,HILICPos_130,HILICPos_131,HILICPos_132,HILICPos_133,HILICPos_134,HILICPos_135,HILICPos_142,HILICPos_143,HILICPos_144,HILICPos_146,HILICPos_148,HILICPos_149,HILICPos_150,HILICPos_151,HILICPos_152,HILICPos_153,HILICPos_154,HILICPos_155,HILICPos_156,HILICPos_157,HILICPos_163,HILICPos_164,HILICPos_165,HILICPos_166,HILICPos_168,HILICPos_17,HILICPos_170,HILICPos_172,HILICPos_173,HILICPos_174,HILICPos_175,HILICPos_176,HILICPos_177,HILICPos_178,HILICPos_179,HILICPos_180,HILICPos_181,HILICPos_185,HILICPos_186,HILICPos_189,HILICPos_190,HILICPos_192,HILICPos_193,HILICPos_195,HILICPos_197,HILICPos_198,HILICPos_2,HILICPos_20,HILICPos_201,HILICPos_204,HILICPos_205,HILICPos_208,HILICPos_21,HILICPos_210,HILICPos_211,HILICPos_212,HILICPos_213,HILICPos_214,HILICPos_215,HILICPos_216,HILICPos_217,HILICPos_219,HILICPos_221,HILICPos_223,HILICPos_226,HILICPos_227,HILICPos_228,HILICPos_229,HILICPos_23,HILICPos_230,HILICPos_231,HILICPos_233,HILICPos_234,HILICPos_235,HILICPos_236,HILICPos_237,HILICPos_240,HILICPos_243,HILICPos_245,HILICPos_246,HILICPos_247,HILICPos_249,HILICPos_251,HILICPos_252,HILICPos_253,HILICPos_254,HILICPos_257,HILICPos_259,HILICPos_260,HILICPos_261,HILICPos_263,HILICPos_264,HILICPos_265,HILICPos_266,HILICPos_267,HILICPos_268,HILICPos_269,HILICPos_270,HILICPos_271,HILICPos_273,HILICPos_274,HILICPos_275,HILICPos_276,HILICPos_278,HILICPos_282,HILICPos_283,HILICPos_284,HILICPos_285,HILICPos_286,HILICPos_287,HILICPos_288,HILICPos_289,HILICPos_29,HILICPos_292,HILICPos_295,HILICPos_296,HILICPos_298,HILICPos_299,HILICPos_30,HILICPos_300,HILICPos_302,HILICPos_304,HILICPos_305,HILICPos_307,HILICPos_308,HILICPos_309,HILICPos_310,HILICPos_313,HILICPos_316,HILICPos_320,HILICPos_321,HILICPos_322,HILICPos_324,HILICPos_325,HILICPos_326,HILICPos_327,HILICPos_33,HILICPos_331,HILICPos_333,HILICPos_335,HILICPos_337,HILICPos_34,HILICPos_340,HILICPos_341,HILICPos_343,HILICPos_344,HILICPos_348,HILICPos_351,HILICPos_352,HILICPos_353,HILICPos_355,HILICPos_356,HILICPos_357,HILICPos_358,HILICPos_359,HILICPos_360,HILICPos_361,HILICPos_363,HILICPos_364,HILICPos_365,HILICPos_367,HILICPos_368,HILICPos_369,HILICPos_370,HILICPos_371,HILICPos_372,HILICPos_373,HILICPos_374,HILICPos_375,HILICPos_376,HILICPos_378,HILICPos_379,HILICPos_380,HILICPos_381,HILICPos_383,HILICPos_384,HILICPos_386,HILICPos_388,HILICPos_389,HILICPos_39,HILICPos_390,HILICPos_391,HILICPos_393,HILICPos_394,HILICPos_395,HILICPos_396,HILICPos_398,HILICPos_400,HILICPos_401,HILICPos_403,HILICPos_404,HILICPos_405,HILICPos_406,HILICPos_407,HILICPos_409,HILICPos_41,HILICPos_410,HILICPos_411,HILICPos_414,HILICPos_416,HILICPos_417,HILICPos_418,HILICPos_43,HILICPos_44,HILICPos_45,HILICPos_46,HILICPos_48,HILICPos_5,HILICPos_52,HILICPos_55,HILICPos_56,HILICPos_6,HILICPos_61,HILICPos_63,HILICPos_65,HILICPos_66,HILICPos_67,HILICPos_70,HILICPos_71,HILICPos_73,HILICPos_74,HILICPos_77,HILICPos_78,HILICPos_8,HILICPos_84,HILICPos_89,HILICPos_9,HILICPos_90,HILICPos_91,HILICPos_92,HILICPos_93,HILICPos_95,HILICPos_96,HILICPos_97,HILICPos_98,HILICNeg_2,HILICNeg_31,HILICNeg_32,HILICNeg_33,HILICNeg_39,HILICNeg_44,HILICNeg_54,HILICNeg_56,HILICNeg_59,HILICNeg_6,HILICNeg_60,HILICNeg_65,HILICNeg_67,HILICNeg_68,HILICNeg_69,HILICNeg_71,HILICNeg_72,HILICNeg_76,HILICNeg_84,HILICNeg_89,HILICNeg_9,HILICPos_100,HILICPos_108,HILICPos_113,HILICPos_118,HILICPos_119,HILICPos_14,HILICPos_15,HILICPos_16,HILICPos_19,HILICPos_35,HILICPos_36,HILICPos_4,HILICPos_42,HILICPos_50,HILICPos_51,HILICPos_54,HILICPos_57,HILICPos_59,HILICPos_60,HILICPos_64,HILICPos_7,HILICPos_79,HILICPos_80,HILICPos_81,HILICPos_82,HILICPos_85,HILICPos_86,HILICPos_87,HILICPos_88,HILICPos_94
211202_Smp_OBi1_1,OBi1_set2,Glucose + NH4,Particulate,32566168.355957124,7472135.049013196,71096344.09531967,1862392,2718597,61440953.544115625,205000240,35640841.982026905,15908.43947943697,1330443.398140682,2710229.1641258947,1220303.1775157922,16071870.33693855,1488694,121287.7639508901,93936.44818839518,1094147.477370663,58065585.80139633,1161167,1937705.44094551,178625141.37517262,794797,5712836.622804572,9322557.212936124,6243225.1595984865,9893841.69007296,0,850166,2414076.459582878,4766711,4233982.55849661,3302215.101986699,14899.503054921386,734879,2358641,492216.51348003,1756188,852165.1551406118,13421819,226495.6697891542,13109487,1462525.5392964976,0,1510952,190815.7567301089,10088489.42090427,3137248,1408390,6442082.933057772,875766.0259483337,3197893,221008918.58213603,6924926,9925175,7711424.19557061,2212604.033268365,739885,203954453.9065241,12208926,1009095.7129241562,1119373,2364993.6204489176,1871931.04043811,7467813.821996055,7153152,17456482.456059825,5633331.950369093,13525130.89335453,27050815.95669347,6254374,1042845,0,1289628.8065878707,1860471.4085704107,4366748.651177022,1658959.7678558573,7009951.70024613,1938711.8673835369,1801652.0591609809,2038711.262441667,0,824466.8929350149,42141980,7874031.362519434,7253741.441986591,706409.548382059,2382212,688965,4468696,1576364.4300963338,701553.1778540133,806101,4689516.682968481,824539.8046017858,933044.8945407902,2135896,1543019.4398671507,0,5748726,3468908.44768078,3303227.520651142,2028606,35148388,585462.9236827695,4853008.948845614,5965384,0,0,1330914.3807335554,424974,142391600,72182.6170303841,7517.474112530005,3053593.5328547684,14399921.759196594,12205264,456905,66097.30579292489,0,1299567,3160914.06152976,8058070,1275506.8381524077,0,26374824,1624375.8742974696,9302766.708872795,0,8548211,19943278.173066057,1138003.563173684,0,2067602.7864979703,325931.93937500677,2454960,12598329.371035324,648984.5682336396,843951.6903086054,1805732,15650.92288640559,742524.7202602656,1099976.634736011,0,429179.95909714635,13213.59938971366,843153.8696077912,901754,507276.3057696489,0,0,6661120.280778321,58862600,2366538.1237776433,578883.534816219,1093823.6858761034,454652.82213545823,3082983.2696217573,2620966,0,7511652.2347379085,14880.852448687718,1185287,3380266.394991717,838899,0,1913492.6110685577,1595653.7819843406,0,492174.8206975769,150738.86223206177,0,1047347,303933,0,0,3058281.7755980445,1022569.1666477054,0,3937550.609844881,0,54973636,805137,1033761.6048936258,6044528,3396951.4796268814,15865618.864245128,533849.1245180599,0,1162412.121899372,943185.5148540928,261872.1796183577,97405.01333460736,1472416.5504313267,28916.087765338743,3212395,1837772.8271802769,675637,497734.4846770233,438335,3699479.3872743137,464582,0,759551.8632353548,0,72770846.11609592,7609517.423497392,8711842,11899992,745916025.3392742,0,2258352,2545502.3472185824,192843072,126181.4362295738,2544741,0,35703288,2437677.3642673003,6628511.714499376,1582507.8140950566,2419425.414741877,599892.2539363935,7945246,1180106.839739492,8894019,5052566.919227267,9066606,15862512.812645825,28512958.21965176,4576921.715538123,9821689.238042517,3853712,2215316,22536509.15023805,2837977.657186292,1005087.8728611688,1136915501.3089547,8966419.262458924,6132131.460036028,2746478.9486668073,500201.1507419741,14716947.967518354,40491464,7476536.455891382,20120765.914620265,1154173.8414624168,16478540.171577396,19824746,1131072.6037579083,7106391.535373089,3169746.3809310673,2113315,2080510,2558338.768330748,6562321.878638978,53903697.71480168,245953462.99342,17518976.037788473,1039780.408506658,688.2729954770163,231.113940429688,7770834.53606507,3615866.1265288503,384.177783203125,191.186108398438,1027659.5267355534,23001398.548230816,165006896,83668.95089001307,3952553,3549195.5397403105,2363604.747611836,53312663.35466892,1656748,1430493.409156517,1497497,4222960,1674094.087183838,8291532,77777332.08679025,66183513.27062584,1478865.976673889,1187999.1352651364,8694041.240943905,3281982,481903.0530332836,2671620.077896423,53005.784023306114,4804509,898185.9482597671,7659536,25459887.64484341,1082083.2698439646,3005137.889351608,35810.41876047002,97729.75629139518,1444387.2542251835,1721752.345769388,2086819.293781909,2200666,5291565.1542338,9298234.093211524,1691181.3601695022,1633728.5463220498,393764.2223118729,31963601.631488234,1663236.1328790055,337270.810566009,1684446.1093369103,344643.9505584203,36744292,30952424.876454607,1650799.7743424622,911615.2607439453,18616770.4286719,13590047,2317000.947958132,1764348.515367866,7166045,2338684.8233714597,613461.0636225013,8237843.917422307,10818845,13677895.552402932,3759222.083555745,1493449.6254867304,1275854.7285789542,3393186.085049686,35816.58015749641,10752.074493709502,2165225,2096990.2371855588,104450923.89166696,124784994.63039485,5419324.875825354,9098482.686525367,3502099.2206998137,5010384.0646455325,1644568.3243186371,40954948,685018,8042771.144350182,12592818.979932953,4982824,308028.0264090244,1328731.018291801,1522015.6140981694,808274.529769431,760046.8720097598,1055640592.0940664,3752478.660956174,9116375.308717815,113725541.9638952,8685932,9170920.149711592,9685139.00899851,1689674,335619517.85995716,593428.8705918941,2368745,13943936.487507364,47467012.1970742,1121019.0954789296,3261,3226036.422257125,5809483.248324439,1148122.6118695356,59441112.48885082,88635727.46335319,1636053.3410193883,801167.8116706664,17180587.81634171,5528619.721269922,3631744.386044054,301863.14450000203,10013305.08955204,6615452,2775094.0519451634,1369937.589961711,1062974.3394776655,635005.6981366413,3786534.3385303793,190214777.09382585,1011427.1163771136,12319577.642060077,3351093.5436729663,2717494.157225607,83168024,50746768,2473590.2722331174,1334846.035738509,3036696.369617354,3722078.43655198,2572736.026970596,1739386,50190033.42675336,1735339,4986792,10983706.644941792,954741.4666839688,349958.38471776125,3614729.9459658624,432908.1542537672,602321.8402263939,877077.7185541692,61514.42026565317,512323.4663992016,3838071.3096077377,6420.471195940149,3286002,1833737.1560128315,2488522.4259363348,354982.2859601369,3135.8918195890014,191.047790527344,352.0086499228147,380249.9680050696,1811604.3387653076,1199465,3652782.697983814,652867,336324.86029972206,877.9890540082199,44640,6319942.256813778,70846184.16538064,13440560,1816398,424690,856140.9255389568,898901.0840620673,8209812.6893240195,3604841.3116356847,3010652,328456.9920440137,4660255.74901196,5410220.402202879,586554.385046608,2935697.7852022196,1021929.6613386988,2486801.895423892,2011820.9022438857,2126188,437202.3103963408,190279.47336763187,1550113,1164238,16014115.738275409,5067594,3669644.443862268,51277303.10636696,15054816.205618626,3818420,6837233.454343719,1067869.3839788614,63666171.03718963,1255150.2511803145,8425139.537386449,272959.12926155905,58164969.57646388,18760068.39547988,25345918.430399697,56891530.11259839,6399340,5536026.809778712,1212069.1091533855,1993212.439925772,31619362,31516334.03558544,3462215.138485561,4286567.365677197,1391268.5620424438,2678874.8518742956,732805.9347468833,1176557.1749704804,90960021.87447768,8208117.1986788595,139200728.85737485,33075393.076797884,2741240.2802075697,15101189.63753567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211202_Smp_OBi1_2,OBi1_set2,Glucose + NH4,Particulate,44927527.90139114,9064001.177799815,61929880.4137311,5306903,3202471,44346111.91095744,185807952,47795043.336711414,0,1488117.7569026211,2067609.7519818072,2748112.1671580924,424702833.94478714,628177,158538.41256362374,145674.8907940699,1107710.1999617892,55926703.24714834,5115904,1617657.6148184133,295796380.1177227,511257,4608409.5500403885,8464121.3174571,5172049.0951009095,9965849.68253345,562614.1673808587,830164,2075717.8028828532,5101718,3465351.4064206076,2136961.732471295,0,402107,2041947,623098.1251408415,1029505,471161.4149017681,13886189,231043.57171135535,15422894,1614843.5589582475,0,3053386,67383.71441925457,10003129.157628756,4474872,3017454,6251165.340939504,637830.1608114066,2769202,131530111.66834214,5244759,7130846,5051808.235873763,3602033.437976161,1255442,105847740.38412462,33677744,1248467.0405637408,988411,1267271.610593112,1634371.7581428431,5894697.551257664,7263016,13682348.462614762,4171705.0192203782,11222025.64584178,37156234.89374112,7079796,536323,0,1392663.2321466585,1695278.8080628675,2434785.1896070414,2224603.387009654,6406920.508473548,1810222.556999621,1588413.924075803,1649846.2840134609,0,650209.8377682595,32185916,6986542.723969226,4408326.668788606,224040.96545593263,4690063,1621141,2535493,1181760.7629209177,903667.3655917436,1399020,6445240.195229976,571509.3795671851,671589.6652725957,2658986,1207932.0845686472,0,4023290,2278575.225147225,2116763.2310438063,1505820,28441918,612911.9490972435,4562955.8156740945,779368,0,0,804238.5500598024,545908,108036552,117872.82340065202,24274.22729134865,2693933.613001665,15397128.506972237,7794139,993211,16197.04967523211,0,1024458,1655004.270249123,8794972,2691682.837678389,11981,18647286,1154302.97556292,8478061.826503413,0,5328104,23500029.21157181,794536.4832141771,0,1444333.6733672651,262969.5831930364,1543921,10997612.420909071,396132.99771312857,1564692.4210716323,1566433,0,522935.11040396144,1182542.6059668486,0,599375.0114459852,16903.876147141935,604499.4023855419,908801,520506.7833021679,39155.64980932099,0,4216524.96343594,41261012,3596462.3414002215,629044.1875156901,1073222.4835376695,176757.47022744082,3166801.6757704653,5427656,28773.223809262872,15134670.951862324,33905.85056368983,2123790,2429906.8288068213,760533,8544.442420914209,784392.3325709536,479046.0499116072,0,21984.26987609121,116908.013015945,0,1009019,573161,0,0,2668388.696755841,614318.6836742908,0,4018726.8135255934,33423,86420400,1214120,1198794.2040579414,7107396,2011191.4685198185,19318158.0856463,829168.6902949167,0,1115584.0042902254,824736.6979955048,297511.6793730843,71828.78995293722,1288498.5358464585,123559.5612847372,1213749,1682843.1712185584,226361,641607.3036870328,61012,2793200.6994939446,419066,0,607639.9687021347,0,51890032.861415274,6715661.113510224,8028324,14144948,484885296.60689765,16562.80497354096,1395506,1547611.4257090385,173296976,941333.4501498024,2447878,18341,51563072,1946750.343938106,6835720.172972132,1299475.0232156992,1882576.7617280644,684822.6063903203,43318184,1018564.1928000858,13856842,4655056.5215576375,2584632,13141411.163698858,21556467.417327393,5803945.303309869,8642478.117181325,5705232,1889054,18288415.74166809,1928307.0704448372,848122.953681047,1120340080.495914,8971312.826126946,1791584.3255468127,1842149.2800190267,577231.6255299065,8921471.926632967,58790940,4658273.762104375,19911861.5917964,1187730.1316759924,9065892.38992858,17848170,1340681.9415549347,6566223.827313161,2903240.493808421,1029598,907956,2362590.9894732297,6277360.38663823,53889546.13893642,219085507.1925539,13868925.489915395,1090337.9520508174,675.0943528057932,231.113940429688,7422600.662132245,3466710.5692301737,384.177783203125,191.186108398438,821217.0542463416,20252410.89154159,143739152,184196.06283466943,4126955,3943138.131703355,3383121.6308079474,42076499.58992711,1745005,1510243.1728297432,1014674,7311904,1555345.30995051,9470609,69563850.2499644,66644587.64109555,1393884.971197094,1216142.8200013307,9025724.456518307,20002740,581232.7476465902,2724496.0183856944,56886.30189881261,4599462,1381249.619980152,15660747,16960490.05548094,969252.2437051951,3223235.982969295,499258.2708834144,151825.93077795437,1378798.2078862777,2155246.8041335186,2505405.0428931615,2902725,3380564.794209476,9382980.80356048,1574933.9256286412,1196414.721680924,607893.4081749727,29413129.508741017,1975260.409745063,333177.1958211162,1836869.041324321,387635.3388814428,41870268,29264850.209486477,1546700.4860968394,1549510.0651896806,17054725.36930768,14169518,1768734.052551649,2412258.0638370793,5815166,1755175.522270181,559528.9627193847,8305497.004100346,11540665,13148371.403027074,4680142.634247918,1305296.927674454,844323.838223705,2867059.5524225114,14367.14166394192,11990.242956041651,5722112,2221228.2370901126,67335661.03140943,145126911.31617737,7302321.758833897,13626357.40950045,4083454.3309697406,3324690.369466267,1778052.0167182053,34776492,884803,3944851.48956971,10712998.924074844,5030926,325990.99751519074,1266556.412511351,1165796.3447037071,689107.3341734093,1094764.817107119,679597251.039859,4834444.9223561715,5066082.13221492,79329991.30013862,9027186,9671600.422809618,5357375.167753263,1777302,189543879.2836176,862314.6975932716,3609885,15128154.638039865,42979967.05425318,1111141.0198376942,3574,3047353.552881341,3887510.069935107,1163580.4314915943,37387303.73169355,55620759.57284674,963263.3035396358,468218.920297772,10597984.313707707,6434962.081837767,3746749.224340895,330161.5857775351,14880334.855892954,5130645,2932637.2884773533,1000113.3353072506,933721.2285762624,425320.30933936615,3995808.690708221,129121655.15597504,1012767.0281339036,15291639.55654949,2499063.976124497,2102500.5256614573,102633864,39286768,2210196.115960825,2527726.607425957,6140794.86936528,2050237.9338908908,2024399.6041675636,1394473,47445233.78500706,7529720,4226584,9952043.941546246,1064697.442188394,379112.7207988602,3375874.7993009533,586540.2187944349,578496.0244423366,1218533.0926775443,98788.43451988684,293345.21079677023,4488605.873827641,47832.917355674515,2955589,2053219.0539685497,1719312.2304927786,272274.76343242737,2896.7288147823447,191.047790527344,291.81239068649666,309837.56372420216,2483856.5475895857,2648904,4339487.958333186,2464122,347939.43502551725,890.2676156520474,39323,4004967.159611437,56818725.95317501,10906452,1092519,1131490,710986.9926548629,1174405.4432811514,6093255.791281056,3218789.742881392,1884528,418845.5862552268,4886347.820830856,4936552.1818527,314431.69837602833,2988766.7815847024,1174732.8202686012,2230616.23031144,2237291.7911450495,2409358,251257.6162166253,144679.10186666634,937581,715125,18467759.33699385,4353232,3630251.023654283,40158759.35528077,17216992.851978377,2986928,7749852.496517648,944922.8136757136,59733018.87826953,1010868.6893342996,7564818.05343488,151360.02824577267,47403587.3098115,17934226.195194557,22871734.354370218,47472230.77947418,6469266,5027084.576707039,1085743.714867919,1306949.8200283523,209196096,17872177.183166698,2981030.021386948,21003953.750986654,1451598.7920226492,2373626.950284365,865564.384363664,1782666.8360609768,31654530.244051233,6356756.196997908,72825441.48226073,23766307.95346946,2509178.412237768,10783573.39606894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
