Compound,Cruise,SampID,replicate,Local_Date,Local_Time,Lat,Long,Part.Conc.nM,Diss.Conc.nM,Total_nM,Perc_Diss
Homarine,TN397,S12_600,B,7/12/21,06:06:00,-2.249,-140.26,0.16865043207851002,0.36183625261306906,0.5304866846915791,0.6820835716610641
Homarine,TN397,S12_600,C,7/12/21,06:06:00,-2.249,-140.26,0.1742575860294747,0.2634325819495923,0.437690167979067,0.6018700012520986
Homarine,TN397,S12_800,A,6/12/21,08:00:00,-2.489,-140.01,0.19033072538989987,0.255540146356667,0.44587087174656687,0.5731259038197859
Homarine,TN397,S12_800,B,6/12/21,08:00:00,-2.489,-140.01,0.18164388151123473,0.25541531084106783,0.43705919235230256,0.5843952382431162
Homarine,TN397,S12_800,C,6/12/21,08:00:00,-2.489,-140.01,0.25803034580808504,0.21777079890889625,0.4758011447169813,0.4576928856243755
Homarine,TN397,S12_1800,A,6/12/21,18:00:00,-2.489,-140.01,0.1685232036780785,0.381202011623086,0.5497252153011645,0.6934410156431449
Homarine,TN397,S12_1800,B,6/12/21,18:00:00,-2.489,-140.01,0.2037355289436373,0.2752850518785518,0.4790205808221891,0.5746831407662142
Homarine,TN397,S12_1800,C,6/12/21,18:00:00,-2.489,-140.01,0.22345207052353933,0.1300683491846941,0.35352041970823345,0.36792315785334767
Homarine,TN397,S13_1800,A,7/12/21,18:22:00,0.01,-141.8458,0.4206272328682514,0.7740413350992488,1.1946685679675002,0.6479130328306301
Homarine,TN397,S13_1800,B,7/12/21,18:22:00,0.01,-141.8458,0.3324261011297666,1.0465140755143825,1.3789401766441491,0.7589263792873352
Homarine,TN397,S13_1800,C,7/12/21,18:22:00,0.01,-141.8458,0.31447410976050494,1.3019291604561276,1.6164032702166327,0.8054482346361754
Homarine,TN397,S14,A,9/12/21,06:27:00,3.5272,-144.4492,0.169347291063714,0.363969341486314,0.533316632550028,0.6824638859396002
Homarine,TN397,S14,B,9/12/21,06:27:00,3.5272,-144.4492,0.21213050897088753,0.39945768318923514,0.6115881921601227,0.6531481286098003
