mass_feature,sample_fraction,experiment_id,timepoint,med_pvalue_h,med_fc_h,med_qvalue_h,core_metabolite
N-Methyl-L-glutamic acid,Particulate,G51,6,0.24556997144818407,0.37896703346197763,0.5697150832159729,non-core
N-Methyl-L-glutamic acid,Particulate,G51,12,0.4137108575765309,0.6243339981573783,0.5937078921732292,non-core
N-Methyl-L-glutamic acid,Particulate,G51,24,0.4098002986726472,0.6029882060386463,0.5937078921732292,non-core
N-Methyl-L-glutamic acid,Particulate,G51,48,0.5274506678316299,0.7607223968138458,0.6627048075234486,non-core
N-Methyl-L-glutamic acid,Particulate,G51,96,0.16515345290820682,1.4154063320971555,0.5419489679611648,non-core
N-Methyl-L-glutamic acid,Particulate,G52,0,0.6885550632689789,1.0479900498320693,0.7344587341535774,non-core
N-Methyl-L-glutamic acid,Particulate,G52,6,0.2041738976085347,0.6215047306460977,0.5489216937495365,non-core
N-Methyl-L-glutamic acid,Particulate,G52,12,0.13543642427788025,0.5314861466693511,0.5113105455884018,non-core
N-Methyl-L-glutamic acid,Particulate,G52,24,0.16064039906474015,0.7002495753290605,0.5419489679611648,non-core
N-Methyl-L-glutamic acid,Particulate,G52,48,0.3062270807080417,1.652273690287462,0.5831836826485042,non-core
N-Methyl-L-glutamic acid,Particulate,G52,96,0.2657825524136316,0.6728833147614527,0.5697150832159729,non-core
homarine_13C_15N,Particulate,G51,0,0.008066517359364651,81.57328186164298,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G51,6,0.011864110162906573,423.4672713131774,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G51,12,0.05946325282005684,490.5609950111055,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G51,24,0.03393831518374836,664.013626514945,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G51,48,0.027280228803860038,919.484979717042,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G51,96,0.13136915783746786,569.3591842020861,0.511208612066702,non-core
homarine_13C_15N,Particulate,G52,0,0.008177829013052185,1615.8197665832397,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G52,6,0.022043174398319616,11423.053940011418,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G52,12,0.016037753497125228,12884.255166230441,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G52,24,0.00744556965026785,26348.089943474726,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G52,48,0.02905638864725116,22975.353962782177,0.4089353797583421,non-core
homarine_13C_15N,Particulate,G52,96,0.01851356101975108,1906.019462596638,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G51,0,0.01270101700772675,67.93229695381838,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G51,6,0.016041871532188015,189.80247235599967,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G51,12,0.09663138515572425,503.993464766105,0.4766204831386498,non-core
n-methyl glutamic acid_13C_15N,Particulate,G51,24,0.04998727473516582,1359.9569239451985,0.4089353797583421,non-core
