mass_feature,core_metab,sample_fraction,experiment_id,timepoint,enrich_h_fc,ttest_p_h,p_value_mannwhitney_h
Deoxyadenosine,L-Glutamic acid,Particulate,G51,0,1.3721300684995341,0.2276886277910368,0.2
Deoxyadenosine,L-Glutamic acid,Particulate,G51,6,1.4022440002692056,0.4883528565544273,0.7
Deoxyadenosine,L-Glutamic acid,Particulate,G51,12,1.6321087931076788,0.16434137532851523,0.1
Deoxyadenosine,L-Glutamic acid,Particulate,G51,24,2.3337319680248,0.21349663420700504,0.1
Deoxyadenosine,L-Glutamic acid,Particulate,G51,48,1.6368248595705766,0.1359739411187371,0.2
Deoxyadenosine,L-Glutamic acid,Particulate,G51,96,4.576629993825112,0.17534194435861417,0.1
Deoxyadenosine,L-Glutamic acid,Particulate,G52,0,1.149551554818729,0.4043337515306085,0.4
Deoxyadenosine,L-Glutamic acid,Particulate,G52,6,0.743857489522367,0.2793590319300899,0.4
Deoxyadenosine,L-Glutamic acid,Particulate,G52,12,1.1496859186657935,0.3392531552267654,0.4
Deoxyadenosine,L-Glutamic acid,Particulate,G52,24,1.4649384920002464,0.1913820813387193,0.1
Deoxyadenosine,L-Glutamic acid,Particulate,G52,48,1.2925418630051693,0.5678266019556655,1
Deoxyadenosine,L-Glutamic acid,Particulate,G52,96,0.34673194913977023,0.004976993207568818,0.1
Deoxyadenosine,L-Lysine,Particulate,G51,0,2.4670535778169524,0.14969329115032975,0.1
Deoxyadenosine,L-Lysine,Particulate,G51,6,1.558606195225887,0.41267552446250677,0.4
Deoxyadenosine,L-Lysine,Particulate,G51,12,1.4731271501964018,0.4036316212469277,0.4
Deoxyadenosine,L-Lysine,Particulate,G51,24,2.3810841310050015,0.3472190030996589,0.4
Deoxyadenosine,L-Lysine,Particulate,G51,48,0.9372629966012156,0.9026058329141269,1
Deoxyadenosine,L-Lysine,Particulate,G51,96,1.8181933326471098,0.242695146474831,0.4
Deoxyadenosine,L-Lysine,Particulate,G52,0,1.0105516658108125,0.9692769881112471,1
Deoxyadenosine,L-Lysine,Particulate,G52,6,0.4660366800032189,0.0773994381133085,0.1
Deoxyadenosine,L-Lysine,Particulate,G52,12,0.610270339206871,0.1491515189024307,0.2
Deoxyadenosine,L-Lysine,Particulate,G52,24,1.0661196561782444,0.7676517177250914,1
Deoxyadenosine,L-Lysine,Particulate,G52,48,0.7419911533934531,0.36025380891080533,0.7
Deoxyadenosine,L-Lysine,Particulate,G52,96,0.1483899418335875,0.03964776586587,0.1
Deoxyadenosine,L-Proline,Particulate,G51,0,2.2348655547578455,0.04180450546580596,0.1
Deoxyadenosine,L-Proline,Particulate,G51,6,1.7244299394148994,0.2392631430440986,0.4
Deoxyadenosine,L-Proline,Particulate,G51,12,1.4745072196172355,0.35878913782246347,0.4
Deoxyadenosine,L-Proline,Particulate,G51,24,2.4131608387121193,0.18275954086025953,0.2
Deoxyadenosine,L-Proline,Particulate,G51,48,0.9295986689274424,0.8878214077244218,1
Deoxyadenosine,L-Proline,Particulate,G51,96,5.626280337190573,0.1957103411690668,0.2
Deoxyadenosine,L-Proline,Particulate,G52,0,1.107773584850177,0.5399901310021691,0.4
Deoxyadenosine,L-Proline,Particulate,G52,6,0.6060991371451079,0.1292332976191186,0.2
Deoxyadenosine,L-Proline,Particulate,G52,12,0.7720196508976447,0.3537602312879219,0.4
Deoxyadenosine,L-Proline,Particulate,G52,24,1.1409630550649523,0.4268467886307135,0.7
Deoxyadenosine,L-Proline,Particulate,G52,48,0.8393266257918923,0.5403427284201254,0.7
Deoxyadenosine,L-Proline,Particulate,G52,96,0.3116416044677959,0.013350544164951614,0.1
Deoxyadenosine,L-Serine,Particulate,G51,0,3.618041086094997,0.019396967326347242,0.1
Deoxyadenosine,L-Serine,Particulate,G51,6,1.328535592067542,0.6037871713872537,0.7
Deoxyadenosine,L-Serine,Particulate,G51,12,1.6889807883176926,0.45737511818251997,0.4
Deoxyadenosine,L-Serine,Particulate,G51,24,2.215332582664972,0.23702389044406094,0.2
Deoxyadenosine,L-Serine,Particulate,G51,48,1.063285491263934,0.9417170601420862,1
Deoxyadenosine,L-Serine,Particulate,G51,96,8.012517088864804,0.1212082933054147,0.1
Deoxyadenosine,L-Serine,Particulate,G52,0,1.3821550561104268,0.3438515615778214,0.4
Deoxyadenosine,L-Serine,Particulate,G52,6,0.5945437363400272,0.26156030443535355,0.2
Deoxyadenosine,L-Serine,Particulate,G52,12,1.2955905196855577,0.38332425601834486,0.4
Deoxyadenosine,L-Serine,Particulate,G52,24,1.988091929437464,0.1260193751707762,0.2
Deoxyadenosine,L-Serine,Particulate,G52,48,1.418240123422502,0.5058094798986577,0.7
Deoxyadenosine,L-Serine,Particulate,G52,96,0.47351817947628155,0.1421745717282811,0.2
Deoxyadenosine,L-Tyrosine,Particulate,G51,0,1.9059066085646308,0.07588460419970043,0.1
Deoxyadenosine,L-Tyrosine,Particulate,G51,6,2.0823094449009645,0.14219481650411078,0.1
Deoxyadenosine,L-Tyrosine,Particulate,G51,12,2.0920223164250973,0.1506780398492486,0.2
Deoxyadenosine,L-Tyrosine,Particulate,G51,24,3.1190314224958025,0.094434373735819,0.1
Deoxyadenosine,L-Tyrosine,Particulate,G51,48,1.408003061346107,0.6004064748940331,1
Deoxyadenosine,L-Tyrosine,Particulate,G51,96,2.643193748971701,0.11988324512071269,0.2
Deoxyadenosine,L-Tyrosine,Particulate,G52,0,1.1221495809052824,0.6670075741395622,1
Deoxyadenosine,L-Tyrosine,Particulate,G52,6,0.9450553570605057,0.8275809532732061,1
Deoxyadenosine,L-Tyrosine,Particulate,G52,12,1.5400879418653721,0.1903813913379553,0.1
Deoxyadenosine,L-Tyrosine,Particulate,G52,24,2.1008623455168385,0.004689214065209228,0.1
Deoxyadenosine,L-Tyrosine,Particulate,G52,48,1.4203386941131657,0.47628790385513187,0.7
Deoxyadenosine,L-Tyrosine,Particulate,G52,96,0.2696577784243915,0.006727382393396661,0.1
Guanosine,Adenine,Particulate,G51,0,1.2978896912279456,0.6845643738024951,1
Guanosine,Adenine,Particulate,G51,6,1.9268321066112104,0.2058080632399167,0.4
Guanosine,Adenine,Particulate,G51,12,1.4712568971014042,0.5743980379573124,1
Guanosine,Adenine,Particulate,G51,24,1.2306272927489348,0.7257110419956532,1
Guanosine,Adenine,Particulate,G51,48,1.700265451241375,0.29176624776733356,0.2
Guanosine,Adenine,Particulate,G51,96,4.23724770585396,0.015690681925144254,0.1
Guanosine,Adenine,Particulate,G52,0,1.0481705027753385,0.863005946969258,0.7
Guanosine,Adenine,Particulate,G52,6,0.9888718351191697,0.9601564476310916,1
Guanosine,Adenine,Particulate,G52,12,1.1888373771089709,0.5705512355389275,0.7
Guanosine,Adenine,Particulate,G52,24,0.9894040487900889,0.9780047827036081,1
Guanosine,Adenine,Particulate,G52,48,1.5117301362694076,0.4664203902847106,1
Guanosine,Adenine,Particulate,G52,96,2.2241676186737007,0.3348722835842736,0.2
Guanosine,Adenosine,Particulate,G51,0,1.0946049451538158,0.8834618423067915,1
Guanosine,Adenosine,Particulate,G51,6,0.9821053827689864,0.978517274524496,1
Guanosine,Adenosine,Particulate,G51,12,1.181776598763189,0.7855799061539965,1
Guanosine,Adenosine,Particulate,G51,24,1.457009912507438,0.5065515264719941,0.7
Guanosine,Adenosine,Particulate,G51,48,1.5913958629569986,0.3922373417691916,0.4
Guanosine,Adenosine,Particulate,G51,96,1.4555894765908826,0.48354359032432165,0.7
Guanosine,Adenosine,Particulate,G52,0,1.2404994608122235,0.4215227523855764,0.4
Guanosine,Adenosine,Particulate,G52,6,1.2369410282695983,0.20169537768330428,0.4
Guanosine,Adenosine,Particulate,G52,12,1.537314022172612,0.033358476904822944,0.1
Guanosine,Adenosine,Particulate,G52,24,1.4320734828910366,0.08339047654733432,0.2
Guanosine,Adenosine,Particulate,G52,48,1.5671382093990223,0.029073381869484334,0.1
Guanosine,Adenosine,Particulate,G52,96,2.592555621220988,0.07119706506909719,0.1
Guanosine,Citrulline,Particulate,G51,0,2.3872550836985735,0.20112680315796944,0.4
Guanosine,Citrulline,Particulate,G51,6,0.9125734984157299,0.919974077242182,0.7
Guanosine,Citrulline,Particulate,G51,12,0.883472047440976,0.8961566175280948,1
Guanosine,Citrulline,Particulate,G51,24,1.7222095176269105,0.46780792111420827,0.4
Guanosine,Citrulline,Particulate,G51,48,1.3466751489133129,0.7267206843671143,0.7
Guanosine,Citrulline,Particulate,G51,96,7.5503656648246205,0.05071565982468088,0.1
Guanosine,Citrulline,Particulate,G52,0,1.2903867516923204,0.5846554190156723,0.7
Guanosine,Citrulline,Particulate,G52,6,0.4348378625255126,0.3205957832236768,0.4
Guanosine,Citrulline,Particulate,G52,12,0.5911462728638486,0.4435092396741974,0.7
Guanosine,Citrulline,Particulate,G52,24,0.9116587552824793,0.8656256485744653,1
Guanosine,Citrulline,Particulate,G52,48,1.1555843316532057,0.8213907987454601,1
Guanosine,Citrulline,Particulate,G52,96,0.8563706764019742,0.7891398217437445,1
Guanosine,Cytosine,Particulate,G51,0,1.2736410228105604,0.6922892098697844,1
Guanosine,Cytosine,Particulate,G51,6,2.0010411573928892,0.18715468329974608,0.4
Guanosine,Cytosine,Particulate,G51,12,1.5046711208050576,0.5592750603036644,1
Guanosine,Cytosine,Particulate,G51,24,1.1652013389612006,0.8009571352580805,1
Guanosine,Cytosine,Particulate,G51,48,1.409122591424528,0.4962304389976157,1
Guanosine,Cytosine,Particulate,G51,96,4.962811582007893,0.006795037136671528,0.1
Guanosine,Cytosine,Particulate,G52,0,0.6695283815790746,0.31814223893597066,0.4
Guanosine,Cytosine,Particulate,G52,6,0.6461486290507168,0.2904140539009946,0.4
Guanosine,Cytosine,Particulate,G52,12,0.9339513337991453,0.8316973909339855,1
Guanosine,Cytosine,Particulate,G52,24,0.7038335002346554,0.4086050615444257,0.4
Guanosine,Cytosine,Particulate,G52,48,1.9066791340796687,0.5609735808398759,1
Guanosine,Cytosine,Particulate,G52,96,2.247325863813463,0.35400918258155856,0.2
Guanosine,Deoxyadenosine,Particulate,G51,0,1.0203556045186752,0.9740025825896221,1
Guanosine,Deoxyadenosine,Particulate,G51,6,0.7526172619989249,0.6757126003227649,0.7
Guanosine,Deoxyadenosine,Particulate,G51,12,0.7534104567688856,0.685629696336632,0.7
Guanosine,Deoxyadenosine,Particulate,G51,24,0.7703144806429022,0.7007649082459625,0.7
Guanosine,Deoxyadenosine,Particulate,G51,48,1.2065853781267386,0.7258902357924975,1
Guanosine,Deoxyadenosine,Particulate,G51,96,1.1141014927548147,0.865516482751756,1
Guanosine,Deoxyadenosine,Particulate,G52,0,1.1298995442459807,0.661491391778042,1
Guanosine,Deoxyadenosine,Particulate,G52,6,1.1190907215821662,0.48396478748188554,0.7
Guanosine,Deoxyadenosine,Particulate,G52,12,0.9579682845035509,0.7920997588379576,0.7
Guanosine,Deoxyadenosine,Particulate,G52,24,0.69600997205747694,0.15246163303134502,0.2
Guanosine,Deoxyadenosine,Particulate,G52,48,1.12258176701784,0.5786262945329832,1
Guanosine,Deoxyadenosine,Particulate,G52,96,2.743830787017871,0.09123091133959885,0.1
Guanosine,L-Arginine,Particulate,G51,0,2.037575814402975,0.24927154875187338,0.4
Guanosine,L-Arginine,Particulate,G51,6,1.1289641223757838,0.8452847239398711,1
Guanosine,L-Arginine,Particulate,G51,12,0.9645393378641693,0.9563121480636412,1
Guanosine,L-Arginine,Particulate,G51,24,1.409459008289841,0.5468751165038607,0.7
Guanosine,L-Arginine,Particulate,G51,48,0.9804882336212862,0.9761210025823266,1
Guanosine,L-Arginine,Particulate,G51,96,1.3516354158745911,0.595935798518255,0.7
Guanosine,L-Arginine,Particulate,G52,0,0.9763844098917565,0.9505451000127686,0.7
Guanosine,L-Arginine,Particulate,G52,6,0.691445178243889,0.47205676438311955,1
Guanosine,L-Arginine,Particulate,G52,12,0.83042958597965,0.6761901568716224,1
Guanosine,L-Arginine,Particulate,G52,24,0.8377758058452117,0.6955935957958794,1
Guanosine,L-Arginine,Particulate,G52,48,0.8195572922872455,0.6549509635023485,1
Guanosine,L-Arginine,Particulate,G52,96,0.4966175959045699,0.269144925826715,0.2
Guanosine,L-Glutamic acid,Particulate,G51,0,1.5070141090458056,0.4726467567650467,1
Guanosine,L-Glutamic acid,Particulate,G51,6,1.063053884149982,0.9170987178294413,1
Guanosine,L-Glutamic acid,Particulate,G51,12,1.2468762445365604,0.6959178211345958,1
Guanosine,L-Glutamic acid,Particulate,G51,24,1.6982996598672055,0.3018301316540668,0.4
Guanosine,L-Glutamic acid,Particulate,G51,48,2.1166070672476422,0.15700027016621843,0.1
Guanosine,L-Glutamic acid,Particulate,G51,96,4.252236409178016,0.022268081140085983,0.1
Guanosine,L-Glutamic acid,Particulate,G52,0,1.302228796135789,0.3527211626994744,0.4
Guanosine,L-Glutamic acid,Particulate,G52,6,0.8383449310613121,0.4692794326714997,0.7
Guanosine,L-Glutamic acid,Particulate,G52,12,1.120549696308771,0.33917322717032394,0.4
Guanosine,L-Glutamic acid,Particulate,G52,24,1.0805265181665553,0.8257903229163498,0.7
Guanosine,L-Glutamic acid,Particulate,G52,48,1.365853061669761,0.3639703216309762,0.4
Guanosine,L-Glutamic acid,Particulate,G52,96,1.000726087182835,0.9986183106514317,0.7
Guanosine,L-Lysine,Particulate,G51,0,2.6394135942928996,0.12921566222091274,0.2
Guanosine,L-Lysine,Particulate,G51,6,1.1864878407008668,0.7980908288196452,0.7
Guanosine,L-Lysine,Particulate,G51,12,1.0525392319099307,0.9417400769389936,1
Guanosine,L-Lysine,Particulate,G51,24,1.6202802474731155,0.4375893882054588,0.7
Guanosine,L-Lysine,Particulate,G51,48,1.1504123736028118,0.8426098506591154,1
Guanosine,L-Lysine,Particulate,G51,96,1.889673778587492,0.28462413754829535,0.7
Guanosine,L-Lysine,Particulate,G52,0,1.0321495680666792,0.9219041623229027,0.7
Guanosine,L-Lysine,Particulate,G52,6,0.5018644082765503,0.22122604251812805,0.1
Guanosine,L-Lysine,Particulate,G52,12,0.5677625291606019,0.27209477899515916,0.1
Guanosine,L-Lysine,Particulate,G52,24,0.7424700618464556,0.4931096664906765,0.7
Guanosine,L-Lysine,Particulate,G52,48,0.7654248780616939,0.5095144451346,1
Guanosine,L-Lysine,Particulate,G52,96,0.39514492126011497,0.16210369288726306,0.1
Guanosine,L-Proline,Particulate,G51,0,2.0785419157352214,0.260520690364938,0.4
Guanosine,L-Proline,Particulate,G51,6,1.1714735388725248,0.8282666280238634,0.7
Guanosine,L-Proline,Particulate,G51,12,0.9484155539934802,0.9477012706851184,1
Guanosine,L-Proline,Particulate,G51,24,1.5999702013282429,0.5161882498933764,0.4
Guanosine,L-Proline,Particulate,G51,48,0.9923400717786889,0.9922695087986366,1
Guanosine,L-Proline,Particulate,G51,96,4.309037799737336,0.05540379798400103,0.1
Guanosine,L-Proline,Particulate,G52,0,1.1930366422683827,0.5438161905531004,0.4
Guanosine,L-Proline,Particulate,G52,6,0.6562285691890773,0.30215515949937055,0.4
Guanosine,L-Proline,Particulate,G52,12,0.7215609064433927,0.3847814501272231,0.4
Guanosine,L-Proline,Particulate,G52,24,0.7894028963150254,0.5049046672047943,0.4
Guanosine,L-Proline,Particulate,G52,48,0.870198802302726,0.6556624511759077,1
Guanosine,L-Proline,Particulate,G52,96,0.8392683123784415,0.6758904092851614,0.7
Guanosine,L-Serine,Particulate,G51,0,3.0177753029651306,0.12075955095072202,0.4
Guanosine,L-Serine,Particulate,G51,6,0.8736345824276341,0.8930837225238779,0.7
Guanosine,L-Serine,Particulate,G51,12,0.8922504413152468,0.9115127973521615,0.7
Guanosine,L-Serine,Particulate,G51,24,1.3361088781849666,0.7397882162220377,0.7
Guanosine,L-Serine,Particulate,G51,48,0.9510007400095675,0.9607630813793104,0.7
Guanosine,L-Serine,Particulate,G51,96,5.961229048874429,0.010063762737756625,0.1
Guanosine,L-Serine,Particulate,G52,0,1.3715438272260514,0.39862932973895987,0.7
Guanosine,L-Serine,Particulate,G52,6,0.6125867703393143,0.3964576594385296,0.4
Guanosine,L-Serine,Particulate,G52,12,1.1581236435931113,0.7030464151962239,0.7
Guanosine,L-Serine,Particulate,G52,24,1.347209801945278,0.5705012674429579,1
Guanosine,L-Serine,Particulate,G52,48,1.3802924046630813,0.47817070329149336,0.4
Guanosine,L-Serine,Particulate,G52,96,1.1985647291399883,0.6967250142715684,0.7
Guanosine,L-Tyrosine,Particulate,G51,0,1.7936167573689197,0.36851275175709186,0.4
Guanosine,L-Tyrosine,Particulate,G51,6,1.4046402859931348,0.6045810740213738,0.7
Guanosine,L-Tyrosine,Particulate,G51,12,1.2793124639676106,0.7136131838005411,0.7
Guanosine,L-Tyrosine,Particulate,G51,24,2.08455087473419,0.27648889790815684,0.4
Guanosine,L-Tyrosine,Particulate,G51,48,1.4395962910969557,0.6047670550170308,0.4
Guanosine,L-Tyrosine,Particulate,G51,96,2.3424320297622505,0.16281992003431317,0.2
Guanosine,L-Tyrosine,Particulate,G52,0,1.1679479441452185,0.459225922496059,0.7
Guanosine,L-Tyrosine,Particulate,G52,6,1.0439426843616255,0.880712757686329,1
Guanosine,L-Tyrosine,Particulate,G52,12,1.4634232003123249,0.19687674736968658,0.4
Guanosine,L-Tyrosine,Particulate,G52,24,1.4691131395931132,0.21050518613759386,0.4
Guanosine,L-Tyrosine,Particulate,G52,48,1.4709649142845067,0.3153450664184433,0.4
Guanosine,L-Tyrosine,Particulate,G52,96,0.8035886897370134,0.6512369711480337,0.7
Homarine,Adenine,Particulate,G51,0,0.9024117464248156,0.44676639495956294,1
Homarine,Adenine,Particulate,G51,6,1.5361808251613385,0.0031321786818887987,0.1
Homarine,Adenine,Particulate,G51,12,1.2737766681189706,0.3167139072176049,0.4
Homarine,Adenine,Particulate,G51,24,0.7116507127338495,0.08825734946781572,0.2
Homarine,Adenine,Particulate,G51,48,1.0133231593947796,0.9047539526314617,1
Homarine,Adenine,Particulate,G51,96,0.8370219312931383,0.5762959455750749,0.7
Homarine,Adenine,Particulate,G52,0,0.8191154458773947,0.14685397515157503,0.2
Homarine,Adenine,Particulate,G52,6,1.186030833124245,0.4065601435741254,1
Homarine,Adenine,Particulate,G52,12,0.8993181194863333,0.5021244133322714,0.7
Homarine,Adenine,Particulate,G52,24,1.0450745199238194,0.7908487486576339,1
Homarine,Adenine,Particulate,G52,48,1.929776401111941,0.41823048185448813,0.7
Homarine,Adenine,Particulate,G52,96,0.6816951165879798,0.05292023909790298,0.1
Homarine,Adenosine,Particulate,G51,0,0.7097675653042321,0.29055905931389137,0.2
Homarine,Adenosine,Particulate,G51,6,0.6923176815081359,0.3038705608754915,0.4
Homarine,Adenosine,Particulate,G51,12,1.0061725429939428,0.9845085524686199,1
Homarine,Adenosine,Particulate,G51,24,0.7794957648997471,0.46170461250517136,0.4
Homarine,Adenosine,Particulate,G51,48,0.8086055487178855,0.4268323398999809,0.7
Homarine,Adenosine,Particulate,G51,96,0.2515040722230254,0.039343968951215814,0.1
Homarine,Adenosine,Particulate,G52,0,0.9575328829728003,0.4412194453690394,0.7
Homarine,Adenosine,Particulate,G52,6,1.5262958659991772,0.2759773500467347,0.1
Homarine,Adenosine,Particulate,G52,12,1.234482792481952,0.4300779684675967,0.7
Homarine,Adenosine,Particulate,G52,24,1.6991240212175265,0.1858935312282917,0.4
Homarine,Adenosine,Particulate,G52,48,1.8287282574423749,0.10638834837681953,0.1
Homarine,Adenosine,Particulate,G52,96,0.9528584877880802,0.8276098805015544,0.7
Homarine,Citrulline,Particulate,G51,0,2.041926993226032,0.11990175087394607,0.2
Homarine,Citrulline,Particulate,G51,6,0.7955875053183515,0.6792958586568207,1
Homarine,Citrulline,Particulate,G51,12,1.28587124294446,0.7094862364598502,1
Homarine,Citrulline,Particulate,G51,24,1.1310231886207727,0.8007106570220127,1
Homarine,Citrulline,Particulate,G51,48,0.9003979545599811,0.8662290220901612,1
Homarine,Citrulline,Particulate,G51,96,1.4498134204203281,0.40219996126945085,0.7
Homarine,Citrulline,Particulate,G52,0,1.084401160337935,0.8279208410979403,1
Homarine,Citrulline,Particulate,G52,6,0.49490227159785866,0.2673952836969607,0.4
Homarine,Citrulline,Particulate,G52,12,0.49145006719014883,0.2670339494092743,0.7
Homarine,Citrulline,Particulate,G52,24,1.0673326001648655,0.8637720276252586,1
Homarine,Citrulline,Particulate,G52,48,1.5523140081477589,0.5798646575792443,1
Homarine,Citrulline,Particulate,G52,96,0.3154512138428707,0.17361096883665988,0.2
Homarine,Cytosine,Particulate,G51,0,0.8742226207263192,0.20096577236722535,0.4
Homarine,Cytosine,Particulate,G51,6,1.5701032452280546,0.0956469615978648,0.1
Homarine,Cytosine,Particulate,G51,12,1.2576846365749694,0.47262197062741873,1
Homarine,Cytosine,Particulate,G51,24,0.6518094910635462,0.07183913241246533,0.1
Homarine,Cytosine,Particulate,G51,48,0.8250616547268601,0.2769532341395852,0.4
Homarine,Cytosine,Particulate,G51,96,0.9273800456993704,0.7811078870976558,0.7
Homarine,Cytosine,Particulate,G52,0,0.5413681873213596,0.06186545945937797,0.1
Homarine,Cytosine,Particulate,G52,6,0.7740584601895214,0.234780560736158,0.2
Homarine,Cytosine,Particulate,G52,12,0.7292373356744817,0.16934188757508875,0.2
Homarine,Cytosine,Particulate,G52,24,0.768701165141294,0.24511209079159565,0.2
Homarine,Cytosine,Particulate,G52,48,2.6096117852505922,0.4980250627197956,1
Homarine,Cytosine,Particulate,G52,96,0.6827708548350075,0.12663370946505761,0.1
Homarine,Deoxyadenosine,Particulate,G51,0,0.7311056390969257,0.07713823324382134,0.1
Homarine,Deoxyadenosine,Particulate,G51,6,0.6323554545567668,0.1145511157284194,0.1
Homarine,Deoxyadenosine,Particulate,G51,12,0.700827330796513,0.131318889835078,0.2
Homarine,Deoxyadenosine,Particulate,G51,24,0.4560103695079189,0.01593707586169121,0.1
Homarine,Deoxyadenosine,Particulate,G51,48,0.716620062258752,0.08289582016212384,0.1
Homarine,Deoxyadenosine,Particulate,G51,96,0.27334328865498364,0.03400410513463867,0.1
Homarine,Deoxyadenosine,Particulate,G52,0,0.8651218113743554,0.3000678603697079,0.2
Homarine,Deoxyadenosine,Particulate,G52,6,1.4048994195765687,0.41304586355209577,0.4
Homarine,Deoxyadenosine,Particulate,G52,12,0.7678507460135839,0.2578936388913406,0.4
Homarine,Deoxyadenosine,Particulate,G52,24,0.8090173876954427,0.37427560849367725,0.7
Homarine,Deoxyadenosine,Particulate,G52,48,1.2857106932711548,0.31424085432924437,0.4
Homarine,Deoxyadenosine,Particulate,G52,96,1.0028958094432563,0.9917914049087977,1
Homarine,L-Arginine,Particulate,G51,0,1.4108957408174454,0.08298962139314134,0.1
Homarine,L-Arginine,Particulate,G51,6,0.8717814309707661,0.5135597976867391,0.7
Homarine,L-Arginine,Particulate,G51,12,0.9704710617326461,0.9193366109398544,1
Homarine,L-Arginine,Particulate,G51,24,0.813221082753451,0.32907578848910773,0.2
Homarine,L-Arginine,Particulate,G51,48,0.5660062710443059,0.08205155208885881,0.2
Homarine,L-Arginine,Particulate,G51,96,0.2571584543913608,0.01795145699250907,0.1
Homarine,L-Arginine,Particulate,G52,0,0.8341037007234756,0.540984159733476,1
Homarine,L-Arginine,Particulate,G52,6,0.7940003306877483,0.4336594287172834,1
Homarine,L-Arginine,Particulate,G52,12,0.6680869384614335,0.2511741360406637,0.2
Homarine,L-Arginine,Particulate,G52,24,0.9762831878556669,0.928412177936061,1
Homarine,L-Arginine,Particulate,G52,48,1.0031907641238536,0.9926178640825666,1
Homarine,L-Arginine,Particulate,G52,96,0.18303902868926944,0.05778332654744622,0.1
Homarine,L-Glutamic acid,Particulate,G51,0,1.0126542956683848,0.9196487614761364,1
Homarine,L-Glutamic acid,Particulate,G51,6,0.7676525984964279,0.03180181341191362,0.1
Homarine,L-Glutamic acid,Particulate,G51,12,1.1524531028777953,0.5715708556621755,0.7
Homarine,L-Glutamic acid,Particulate,G51,24,0.9382571720596117,0.4176188005743275,0.7
Homarine,L-Glutamic acid,Particulate,G51,48,1.158334053442444,0.21670198382161981,0.4
Homarine,L-Glutamic acid,Particulate,G51,96,0.7013305353771399,0.050949665403157665,0.1
Homarine,L-Glutamic acid,Particulate,G52,0,1.0077498209112823,0.955001349744883,0.7
Homarine,L-Glutamic acid,Particulate,G52,6,0.9252932137838191,0.28633064408582576,0.4
Homarine,L-Glutamic acid,Particulate,G52,12,0.8706179792353094,0.3660792357593808,0.7
Homarine,L-Glutamic acid,Particulate,G52,24,1.1260086534093952,0.2691866942706239,0.4
Homarine,L-Glutamic acid,Particulate,G52,48,1.6223607985944184,0.38139246113412717,0.4
Homarine,L-Glutamic acid,Particulate,G52,96,0.3171117792423096,3.823283319237835e-4,0.1
Homarine,L-Lysine,Particulate,G51,0,1.8279844907751535,0.15589567376501484,0.1
Homarine,L-Lysine,Particulate,G51,6,0.8660163740584728,0.5989230358999782,0.7
Homarine,L-Lysine,Particulate,G51,12,1.142977741293702,0.7818344797169866,0.7
Homarine,L-Lysine,Particulate,G51,24,0.8948935933480728,0.7275655590912677,1
Homarine,L-Lysine,Particulate,G51,48,0.6313416933776289,0.2598391815877427,0.2
Homarine,L-Lysine,Particulate,G51,96,0.3434558956266917,0.06889872408099348,0.1
Homarine,L-Lysine,Particulate,G52,0,0.8739573906766419,0.5733240447215144,1
Homarine,L-Lysine,Particulate,G52,6,0.5729094714144873,0.11170902975589402,0.1
Homarine,L-Lysine,Particulate,G52,12,0.4631530788870776,0.061998198218710054,0.1
Homarine,L-Lysine,Particulate,G52,24,0.850384812009432,0.504794227764381,0.7
Homarine,L-Lysine,Particulate,G52,48,0.9321320020062979,0.8142946186342577,0.7
Homarine,L-Lysine,Particulate,G52,96,0.14302985048891187,0.03158351760392601,0.1
Homarine,L-Proline,Particulate,G51,0,1.6584775692494258,0.16937116063076665,0.2
Homarine,L-Proline,Particulate,G51,6,0.9995325073737371,0.9989786907161855,0.7
Homarine,L-Proline,Particulate,G51,12,1.1280682672090974,0.8157784087537713,1
Homarine,L-Proline,Particulate,G51,24,0.9870956644098711,0.9738678460046449,1
Homarine,L-Proline,Particulate,G51,48,0.6249699869424226,0.36845613513579434,0.4
Homarine,L-Proline,Particulate,G51,96,0.8044251096180631,0.6076400445987918,1
Homarine,L-Proline,Particulate,G52,0,0.9637373242759659,0.8032622462506472,1
Homarine,L-Proline,Particulate,G52,6,0.7489275020002921,0.15498038137629425,0.2
Homarine,L-Proline,Particulate,G52,12,0.5506756409568057,0.05270666287241173,0.1
Homarine,L-Proline,Particulate,G52,24,0.9012404133126898,0.5726835907799968,1
Homarine,L-Proline,Particulate,G52,48,1.0481160105095613,0.8730947686975116,0.7
Homarine,L-Proline,Particulate,G52,96,0.2868018819714868,0.013160799387818393,0.1
Homarine,L-Serine,Particulate,G51,0,2.6755770720126533,0.0723413686309744,0.1
Homarine,L-Serine,Particulate,G51,6,0.8157206882619153,0.7652268572491177,1
Homarine,L-Serine,Particulate,G51,12,1.3572150705783201,0.696380732927045,1
Homarine,L-Serine,Particulate,G51,24,0.9049104513632482,0.8770591696738852,1
Homarine,L-Serine,Particulate,G51,48,0.6726323090210969,0.6261195282077081,0.7
Homarine,L-Serine,Particulate,G51,96,1.337635091977381,0.6094130516375844,0.7
Homarine,L-Serine,Particulate,G52,0,1.161245807939709,0.645679144226555,1
Homarine,L-Serine,Particulate,G52,6,0.6963695251547962,0.373850912446539,0.7
Homarine,L-Serine,Particulate,G52,12,0.9369683904700544,0.8379494191936304,0.7
Homarine,L-Serine,Particulate,G52,24,1.450822609944055,0.22170168780206315,0.1
Homarine,L-Serine,Particulate,G52,48,1.7482045439385512,0.36928581534617877,0.7
