mass_feature,replicate_name,adjusted_area,sample_fraction,z,treatment,sample_set,retention_time,mz,timepoint,experiment_id
L-Asparagine,240926_Smp_RC104_HomFate_T12_C_posDDA,7262101,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,12,NA
L-Asparagine,240926_Smp_RC104_HomFate_T24_A_posDDA,4664782,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,24,NA
L-Asparagine,240926_Smp_RC104_HomFate_T24_B_posDDA,5724035,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,24,NA
L-Asparagine,240926_Smp_RC104_HomFate_T24_C_posDDA,15593819,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,24,NA
L-Asparagine,240926_Smp_RC104_HomFate_T48_A_posDDA,4966474,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,48,NA
L-Asparagine,240926_Smp_RC104_HomFate_T48_B_posDDA,10156087,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,48,NA
L-Asparagine,240926_Smp_RC104_HomFate_T48_C_posDDA,12669571,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,48,NA
L-Asparagine,240926_Smp_RC104_HomFate_T96_A_posDDA,13280271,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,96,NA
L-Asparagine,240926_Smp_RC104_HomFate_T96_B_posDDA,20498868,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,96,NA
L-Asparagine,240926_Smp_RC104_HomFate_T96_C_posDDA,17753260,Particulate,1,Homarine,homarine_fate_1,11.922857142857143,133.061318,96,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_Con_A_posDDA,231116400,Particulate,1,Control,homarine_fate_1,12.237551020408164,148.060984,NA,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_Con_B_posDDA,171324608,Particulate,1,Control,homarine_fate_1,12.237551020408164,148.060984,NA,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_Con_C_posDDA,127739240,Particulate,1,Control,homarine_fate_1,12.237551020408164,148.060984,NA,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T0_A_posDDA,185533328,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,0,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T0_B_posDDA,266533488,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,0,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T0_C_posDDA,153850416,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,0,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T6_A_posDDA,229827280,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,6,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T6_B_posDDA,147431552,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,6,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T6_C_posDDA,90356488,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,6,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T12_A_posDDA,245893168,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,12,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T12_B_posDDA,164541744,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,12,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T12_C_posDDA,327687040,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,12,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T24_A_posDDA,281486112,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,24,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T24_B_posDDA,339122560,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,24,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T24_C_posDDA,742921088,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,24,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T48_A_posDDA,225579328,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,48,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T48_B_posDDA,569914112,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,48,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T48_C_posDDA,597241088,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,48,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T96_A_posDDA,710672448,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,96,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T96_B_posDDA,956347776,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,96,NA
L-Glutamic acid,240926_Smp_RC104_HomFate_T96_C_posDDA,1000910848,Particulate,1,Homarine,homarine_fate_1,12.237551020408164,148.060984,96,NA
L-Homoserine,240926_Smp_RC104_HomFate_Con_A_posDDA,6336433,Particulate,1,Control,homarine_fate_1,11.741224489795918,120.066069,NA,NA
L-Homoserine,240926_Smp_RC104_HomFate_Con_B_posDDA,4197646,Particulate,1,Control,homarine_fate_1,11.741224489795918,120.066069,NA,NA
L-Homoserine,240926_Smp_RC104_HomFate_Con_C_posDDA,4090230,Particulate,1,Control,homarine_fate_1,11.741224489795918,120.066069,NA,NA
L-Homoserine,240926_Smp_RC104_HomFate_T0_A_posDDA,5187977,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,0,NA
L-Homoserine,240926_Smp_RC104_HomFate_T0_B_posDDA,7496378,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,0,NA
L-Homoserine,240926_Smp_RC104_HomFate_T0_C_posDDA,4773560,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,0,NA
L-Homoserine,240926_Smp_RC104_HomFate_T6_A_posDDA,19077056,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,6,NA
L-Homoserine,240926_Smp_RC104_HomFate_T6_B_posDDA,5016232,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,6,NA
L-Homoserine,240926_Smp_RC104_HomFate_T6_C_posDDA,16969282,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,6,NA
L-Homoserine,240926_Smp_RC104_HomFate_T12_A_posDDA,12660430,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,12,NA
L-Homoserine,240926_Smp_RC104_HomFate_T12_B_posDDA,6776393,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,12,NA
L-Homoserine,240926_Smp_RC104_HomFate_T12_C_posDDA,21575730,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,12,NA
L-Homoserine,240926_Smp_RC104_HomFate_T24_A_posDDA,4776402,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,24,NA
L-Homoserine,240926_Smp_RC104_HomFate_T24_B_posDDA,4949253,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,24,NA
L-Homoserine,240926_Smp_RC104_HomFate_T24_C_posDDA,13668226,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,24,NA
L-Homoserine,240926_Smp_RC104_HomFate_T48_A_posDDA,NA,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,48,NA
L-Homoserine,240926_Smp_RC104_HomFate_T48_B_posDDA,7338758,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,48,NA
L-Homoserine,240926_Smp_RC104_HomFate_T48_C_posDDA,10076362,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,48,NA
L-Homoserine,240926_Smp_RC104_HomFate_T96_A_posDDA,NA,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,96,NA
L-Homoserine,240926_Smp_RC104_HomFate_T96_B_posDDA,5819197,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,96,NA
L-Homoserine,240926_Smp_RC104_HomFate_T96_C_posDDA,4371571,Particulate,1,Homarine,homarine_fate_1,11.741224489795918,120.066069,96,NA
L-Lysine,240926_Smp_RC104_HomFate_Con_A_posDDA,4924292,Particulate,1,Control,homarine_fate_1,18.65265306122449,147.113353,NA,NA
L-Lysine,240926_Smp_RC104_HomFate_Con_B_posDDA,4428010,Particulate,1,Control,homarine_fate_1,18.65265306122449,147.113353,NA,NA
L-Lysine,240926_Smp_RC104_HomFate_Con_C_posDDA,3079624,Particulate,1,Control,homarine_fate_1,18.65265306122449,147.113353,NA,NA
L-Lysine,240926_Smp_RC104_HomFate_T0_A_posDDA,4666290,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,0,NA
L-Lysine,240926_Smp_RC104_HomFate_T0_B_posDDA,5799325,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,0,NA
L-Lysine,240926_Smp_RC104_HomFate_T0_C_posDDA,3851332,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,0,NA
L-Lysine,240926_Smp_RC104_HomFate_T6_A_posDDA,8787672,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,6,NA
L-Lysine,240926_Smp_RC104_HomFate_T6_B_posDDA,5135056,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,6,NA
L-Lysine,240926_Smp_RC104_HomFate_T6_C_posDDA,6042681,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,6,NA
L-Lysine,240926_Smp_RC104_HomFate_T12_A_posDDA,5129846,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,12,NA
L-Lysine,240926_Smp_RC104_HomFate_T12_B_posDDA,3041199,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,12,NA
L-Lysine,240926_Smp_RC104_HomFate_T12_C_posDDA,12782263,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,12,NA
L-Lysine,240926_Smp_RC104_HomFate_T24_A_posDDA,7615735,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,24,NA
L-Lysine,240926_Smp_RC104_HomFate_T24_B_posDDA,5588177,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,24,NA
L-Lysine,240926_Smp_RC104_HomFate_T24_C_posDDA,29647472,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,24,NA
L-Lysine,240926_Smp_RC104_HomFate_T48_A_posDDA,8964242,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,48,NA
L-Lysine,240926_Smp_RC104_HomFate_T48_B_posDDA,15512556,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,48,NA
L-Lysine,240926_Smp_RC104_HomFate_T48_C_posDDA,24685404,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,48,NA
L-Lysine,240926_Smp_RC104_HomFate_T96_A_posDDA,13048796,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,96,NA
L-Lysine,240926_Smp_RC104_HomFate_T96_B_posDDA,22599632,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,96,NA
L-Lysine,240926_Smp_RC104_HomFate_T96_C_posDDA,20585572,Particulate,1,Homarine,homarine_fate_1,18.65265306122449,147.113353,96,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_Con_A_posDDA,48287149.34636332,Particulate,1,Control,homarine_fate_1,6.4348936170212765,NA,NA,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_Con_B_posDDA,35222584.1410085,Particulate,1,Control,homarine_fate_1,6.4348936170212765,NA,NA,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_Con_C_posDDA,26417942.34156816,Particulate,1,Control,homarine_fate_1,6.4348936170212765,NA,NA,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T0_A_posDDA,37042449.53866895,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,0,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T0_B_posDDA,69904447.07684037,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,0,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T0_C_posDDA,38826791.14619943,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,0,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T6_A_posDDA,106553289.58630218,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,6,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T6_B_posDDA,56203779.549263254,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,6,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T6_C_posDDA,94731002.24805328,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,6,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T12_A_posDDA,70777948.66747315,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,12,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T12_B_posDDA,35936007.110181384,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,12,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T12_C_posDDA,114557912.99340454,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,12,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T24_A_posDDA,77842484.37619577,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,24,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T24_B_posDDA,38583657.77991144,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,24,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T24_C_posDDA,320139323.54412407,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,24,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T48_A_posDDA,92179739.84801202,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,48,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T48_B_posDDA,225884007.47298676,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,48,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T48_C_posDDA,395411757.37576973,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,48,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T96_A_posDDA,125332121.3809266,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,96,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T96_B_posDDA,340222163.81161,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,96,NA
L-Phenylalanine,240926_Smp_RC104_HomFate_T96_C_posDDA,253885854.97243777,Particulate,1,Homarine,homarine_fate_1,6.4348936170212765,NA,96,NA
L-Proline,240926_Smp_RC104_HomFate_Con_A_posDDA,329975168,Particulate,1,Control,homarine_fate_1,9.540816326530612,116.071154,NA,NA
L-Proline,240926_Smp_RC104_HomFate_Con_B_posDDA,301233632,Particulate,1,Control,homarine_fate_1,9.540816326530612,116.071154,NA,NA
L-Proline,240926_Smp_RC104_HomFate_Con_C_posDDA,216131696,Particulate,1,Control,homarine_fate_1,9.540816326530612,116.071154,NA,NA
L-Proline,240926_Smp_RC104_HomFate_T0_A_posDDA,401994240,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,0,NA
L-Proline,240926_Smp_RC104_HomFate_T0_B_posDDA,455411264,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,0,NA
L-Proline,240926_Smp_RC104_HomFate_T0_C_posDDA,357139200,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,0,NA
L-Proline,240926_Smp_RC104_HomFate_T6_A_posDDA,525398848,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,6,NA
L-Proline,240926_Smp_RC104_HomFate_T6_B_posDDA,316644128,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,6,NA
L-Proline,240926_Smp_RC104_HomFate_T6_C_posDDA,474747456,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,6,NA
L-Proline,240926_Smp_RC104_HomFate_T12_A_posDDA,397994496,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,12,NA
L-Proline,240926_Smp_RC104_HomFate_T12_B_posDDA,234771024,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,12,NA
L-Proline,240926_Smp_RC104_HomFate_T12_C_posDDA,647378752,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,12,NA
L-Proline,240926_Smp_RC104_HomFate_T24_A_posDDA,424999648,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,24,NA
L-Proline,240926_Smp_RC104_HomFate_T24_B_posDDA,458523456,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,24,NA
L-Proline,240926_Smp_RC104_HomFate_T24_C_posDDA,970851648,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,24,NA
L-Proline,240926_Smp_RC104_HomFate_T48_A_posDDA,460387072,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,48,NA
L-Proline,240926_Smp_RC104_HomFate_T48_B_posDDA,778554112,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,48,NA
L-Proline,240926_Smp_RC104_HomFate_T48_C_posDDA,1034918208,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,48,NA
L-Proline,240926_Smp_RC104_HomFate_T96_A_posDDA,1437732224,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,96,NA
L-Proline,240926_Smp_RC104_HomFate_T96_B_posDDA,1742752640,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,96,NA
L-Proline,240926_Smp_RC104_HomFate_T96_C_posDDA,1610709888,Particulate,1,Homarine,homarine_fate_1,9.540816326530612,116.071154,96,NA
L-Serine,240926_Smp_RC104_HomFate_Con_A_posDDA,3360378,Particulate,1,Control,homarine_fate_1,12.18877551020408,106.050419,NA,NA
L-Serine,240926_Smp_RC104_HomFate_Con_B_posDDA,3272496,Particulate,1,Control,homarine_fate_1,12.18877551020408,106.050419,NA,NA
L-Serine,240926_Smp_RC104_HomFate_Con_C_posDDA,3200228,Particulate,1,Control,homarine_fate_1,12.18877551020408,106.050419,NA,NA
L-Serine,240926_Smp_RC104_HomFate_T0_A_posDDA,10361907,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,0,NA
L-Serine,240926_Smp_RC104_HomFate_T0_B_posDDA,5572320,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,0,NA
L-Serine,240926_Smp_RC104_HomFate_T0_C_posDDA,5938972,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,0,NA
L-Serine,240926_Smp_RC104_HomFate_T6_A_posDDA,19043234,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,6,NA
L-Serine,240926_Smp_RC104_HomFate_T6_B_posDDA,29328824,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,6,NA
L-Serine,240926_Smp_RC104_HomFate_T6_C_posDDA,18260200,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,6,NA
L-Serine,240926_Smp_RC104_HomFate_T12_A_posDDA,7086851,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,12,NA
L-Serine,240926_Smp_RC104_HomFate_T12_B_posDDA,3502884,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,12,NA
L-Serine,240926_Smp_RC104_HomFate_T12_C_posDDA,7512285,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,12,NA
L-Serine,240926_Smp_RC104_HomFate_T24_A_posDDA,5589081,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,24,NA
L-Serine,240926_Smp_RC104_HomFate_T24_B_posDDA,4754384,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,24,NA
L-Serine,240926_Smp_RC104_HomFate_T24_C_posDDA,13992740,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,24,NA
L-Serine,240926_Smp_RC104_HomFate_T48_A_posDDA,11156934,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,48,NA
L-Serine,240926_Smp_RC104_HomFate_T48_B_posDDA,15402212,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,48,NA
L-Serine,240926_Smp_RC104_HomFate_T48_C_posDDA,22258358,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,48,NA
L-Serine,240926_Smp_RC104_HomFate_T96_A_posDDA,17292324,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,96,NA
L-Serine,240926_Smp_RC104_HomFate_T96_B_posDDA,18214878,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,96,NA
L-Serine,240926_Smp_RC104_HomFate_T96_C_posDDA,24793656,Particulate,1,Homarine,homarine_fate_1,12.18877551020408,106.050419,96,NA
L-Tryptophan,240926_Smp_RC104_HomFate_Con_A_posDDA,2269853,Particulate,1,Control,homarine_fate_1,8.364468085106383,NA,NA,NA
L-Tryptophan,240926_Smp_RC104_HomFate_Con_B_posDDA,2481216,Particulate,1,Control,homarine_fate_1,8.364468085106383,NA,NA,NA
L-Tryptophan,240926_Smp_RC104_HomFate_Con_C_posDDA,1421996,Particulate,1,Control,homarine_fate_1,8.364468085106383,NA,NA,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T0_A_posDDA,1940047,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,0,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T0_B_posDDA,3629708,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,0,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T0_C_posDDA,1225397,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,0,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T6_A_posDDA,4537787,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,6,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T6_B_posDDA,994926,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,6,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T6_C_posDDA,811011,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,6,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T12_A_posDDA,3095877,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,12,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T12_B_posDDA,1692857,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,12,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T12_C_posDDA,5816447,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,12,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T24_A_posDDA,4112184,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,24,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T24_B_posDDA,1758581,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,24,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T24_C_posDDA,16297657,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,24,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T48_A_posDDA,3535653,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,48,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T48_B_posDDA,11049527,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,48,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T48_C_posDDA,15407719,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,48,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T96_A_posDDA,3509991,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,96,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T96_B_posDDA,9277409,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,96,NA
L-Tryptophan,240926_Smp_RC104_HomFate_T96_C_posDDA,5834805,Particulate,1,Homarine,homarine_fate_1,8.364468085106383,NA,96,NA
L-Tyrosine,240926_Smp_RC104_HomFate_Con_A_posDDA,17004986,Particulate,1,Control,homarine_fate_1,10.067755102040817,182.081719,NA,NA
L-Tyrosine,240926_Smp_RC104_HomFate_Con_B_posDDA,16171970,Particulate,1,Control,homarine_fate_1,10.067755102040817,182.081719,NA,NA
L-Tyrosine,240926_Smp_RC104_HomFate_Con_C_posDDA,8928605,Particulate,1,Control,homarine_fate_1,10.067755102040817,182.081719,NA,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T0_A_posDDA,18132440,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,0,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T0_B_posDDA,21175726,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,0,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T0_C_posDDA,11825397,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,0,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T6_A_posDDA,16610814,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,6,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T6_B_posDDA,12085627,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,6,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T6_C_posDDA,13608955,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,6,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T12_A_posDDA,10511611,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,12,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T12_B_posDDA,6508503,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,12,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T12_C_posDDA,20597748,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,12,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T24_A_posDDA,17874864,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,24,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T24_B_posDDA,11825271,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,24,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T24_C_posDDA,50900464,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,24,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T48_A_posDDA,21429972,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,48,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T48_B_posDDA,52630184,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,48,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T48_C_posDDA,65196152,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,48,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T96_A_posDDA,23295852,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,96,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T96_B_posDDA,46389096,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,96,NA
L-Tyrosine,240926_Smp_RC104_HomFate_T96_C_posDDA,34919560,Particulate,1,Homarine,homarine_fate_1,10.067755102040817,182.081719,96,NA
N-Methyl-L-glutamic acid,240926_Smp_RC104_HomFate_Con_A_posDDA,22891796,Particulate,1,Control,homarine_fate_1,10.913921568627453,162.076634,NA,NA
N-Methyl-L-glutamic acid,240926_Smp_RC104_HomFate_Con_B_posDDA,23445922,Particulate,1,Control,homarine_fate_1,10.913921568627453,162.076634,NA,NA
