"Treatment","Mean_Growth_Percentage","SD_Growth","P_value"
"DSS3_Hom12",206.611570247934,0.0100166528008778,0.00505798933678514
"DSS3_Hom12",206.611570247934,0.0100166528008778,0.00505798933678514
"DSS3_Hom12",206.611570247934,0.0100166528008778,0.00505798933678514
"DSS3_Hom12_KAN",41.3223140495868,0.000577350269189626,0.0356263574640435
"DSS3_Hom12_KAN",41.3223140495868,0.000577350269189626,0.0356263574640435
"DSS3_Hom12_KAN",41.3223140495868,0.000577350269189626,0.0356263574640435
"DSS3_Hom4",100,0.00802080627701064,NA
"DSS3_Hom4",100,0.00802080627701064,NA
"DSS3_Hom4",100,0.00802080627701064,NA
"DSS3_Hom4_KAN",42.1487603305785,0.000999999999999999,0.0354550124576519
"DSS3_Hom4_KAN",42.1487603305785,0.000999999999999999,0.0354550124576519
"DSS3_Hom4_KAN",42.1487603305785,0.000999999999999999,0.0354550124576519
"DSS3_NMGA",109.917355371901,0.00208166599946613,0.48194673408718
"DSS3_NMGA",109.917355371901,0.00208166599946613,0.48194673408718
"DSS3_NMGA",109.917355371901,0.00208166599946613,0.48194673408718
"DSS3_NMGA_KAN",87.603305785124,0.00378593889720018,0.404305175063199
"DSS3_NMGA_KAN",87.603305785124,0.00378593889720018,0.404305175063199
"DSS3_NMGA_KAN",87.603305785124,0.00378593889720018,0.404305175063199
"SPO1585_Hom12",88.4297520661157,0.00206559111797729,0.420297054901258
"SPO1585_Hom12",88.4297520661157,0.00206559111797729,0.420297054901258
"SPO1585_Hom12",88.4297520661157,0.00206559111797729,0.420297054901258
"SPO1585_Hom12",88.4297520661157,0.00206559111797729,0.420297054901258
"SPO1585_Hom12",88.4297520661157,0.00206559111797729,0.420297054901258
"SPO1585_Hom12",88.4297520661157,0.00206559111797729,0.420297054901258
"SPO1585_Hom4",54.5454545454545,0.00493963561409139,0.0405337280597614
"SPO1585_Hom4",54.5454545454545,0.00493963561409139,0.0405337280597614
"SPO1585_Hom4",54.5454545454545,0.00493963561409139,0.0405337280597614
"SPO1585_Hom4",54.5454545454545,0.00493963561409139,0.0405337280597614
"SPO1585_Hom4",54.5454545454545,0.00493963561409139,0.0405337280597614
"SPO1585_Hom4",54.5454545454545,0.00493963561409139,0.0405337280597614
"SPO1585_NMGA",21.900826446281,0.00075277265270908,0.0205507613356605
"SPO1585_NMGA",21.900826446281,0.00075277265270908,0.0205507613356605
"SPO1585_NMGA",21.900826446281,0.00075277265270908,0.0205507613356605
"SPO1585_NMGA",21.900826446281,0.00075277265270908,0.0205507613356605
"SPO1585_NMGA",21.900826446281,0.00075277265270908,0.0205507613356605
"SPO1585_NMGA",21.900826446281,0.00075277265270908,0.0205507613356605
"SPO1588_Hom12",51.6528925619835,0.00248327740429189,0.0462887951396794
"SPO1588_Hom12",51.6528925619835,0.00248327740429189,0.0462887951396794
"SPO1588_Hom12",51.6528925619835,0.00248327740429189,0.0462887951396794
"SPO1588_Hom12",51.6528925619835,0.00248327740429189,0.0462887951396794
"SPO1588_Hom12",51.6528925619835,0.00248327740429189,0.0462887951396794
"SPO1588_Hom12",51.6528925619835,0.00248327740429189,0.0462887951396794
"SPO1588_Hom4",48.7603305785124,0.00273252020425589,0.0401618000419574
"SPO1588_Hom4",48.7603305785124,0.00273252020425589,0.0401618000419574
"SPO1588_Hom4",48.7603305785124,0.00273252020425589,0.0401618000419574
"SPO1588_Hom4",48.7603305785124,0.00273252020425589,0.0401618000419574
"SPO1588_Hom4",48.7603305785124,0.00273252020425589,0.0401618000419574
"SPO1588_Hom4",48.7603305785124,0.00273252020425589,0.0401618000419574
"SPO1588_NMGA",19.4214876033058,0.00263944438597722,0.0156844793899497
"SPO1588_NMGA",19.4214876033058,0.00263944438597722,0.0156844793899497
"SPO1588_NMGA",19.4214876033058,0.00263944438597722,0.0156844793899497
"SPO1588_NMGA",19.4214876033058,0.00263944438597722,0.0156844793899497
"SPO1588_NMGA",19.4214876033058,0.00263944438597722,0.0156844793899497
"SPO1588_NMGA",19.4214876033058,0.00263944438597722,0.0156844793899497
"SPO3191_Hom12",12.396694214876,5.37484410618657e-18,0.0167466614036068
"SPO3191_Hom12",12.396694214876,5.37484410618657e-18,0.0167466614036068
"SPO3191_Hom12",12.396694214876,5.37484410618657e-18,0.0167466614036068
"SPO3191_Hom12",12.396694214876,5.37484410618657e-18,0.0167466614036068
"SPO3191_Hom12",12.396694214876,5.37484410618657e-18,0.0167466614036068
"SPO3191_Hom12",12.396694214876,5.37484410618657e-18,0.0167466614036068
"SPO3191_Hom4",27.6859504132231,0.00116904519445002,0.0233031728150492
"SPO3191_Hom4",27.6859504132231,0.00116904519445002,0.0233031728150492
"SPO3191_Hom4",27.6859504132231,0.00116904519445002,0.0233031728150492
"SPO3191_Hom4",27.6859504132231,0.00116904519445002,0.0233031728150492
"SPO3191_Hom4",27.6859504132231,0.00116904519445002,0.0233031728150492
"SPO3191_Hom4",27.6859504132231,0.00116904519445002,0.0233031728150492
"SPO3191_NMGA",99.1735537190083,0.00626099033699941,0.953395705159673
"SPO3191_NMGA",99.1735537190083,0.00626099033699941,0.953395705159673
"SPO3191_NMGA",99.1735537190083,0.00626099033699941,0.953395705159673
"SPO3191_NMGA",99.1735537190083,0.00626099033699941,0.953395705159673
"SPO3191_NMGA",99.1735537190083,0.00626099033699941,0.953395705159673
"SPO3191_NMGA",99.1735537190083,0.00626099033699941,0.953395705159673
