mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,RT,mz,dat_type,MS2,add_annotation,pseudo_ID,adduct_group_ID,nm_theroetical,scaled_area,high_homarine_compound,low_homarine_compound,high_homarine_NH4_compound,low_homarine_NH4_compound,high_both_compound,low_both_compounds,row_id
Glucosamine,211202_Smp_OBi1_5,5962261.621690639,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,11108815.022174202,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,28
Glucosamine,211202_Smp_OBi1_6,6095883.078733853,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,11357776.933521118,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,28
Glucosamine,211202_Smp_OBi1_7,5158484.349345178,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,5917669.321465047,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,28
Glucosamine,211202_Smp_OBi1_8,5336972.743974321,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,6122426.2278746795,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,28
Glucosamine,211202_Smp_OBi1_9,2988565.5618820246,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,3428399.0302270083,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,28
Glutamylphenylalanine,211202_Smp_OBi1_1,471607.4510294433,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,471607.4510294433,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_2,501076.5732325953,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,501076.5732325953,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_3,331763.90061051043,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,331763.90061051043,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_7,374185.7044700302,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,429255.4002134697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_8,248551.25550912647,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,285131.0656248648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutamylphenylalanine,211202_Smp_OBi1_9,146496.2119067519,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,168056.36698722857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29
Glutathione,211202_Smp_OBi1_1,6615193.697380081,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,6615193.697380081,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_2,1507080.087509904,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,1507080.087509904,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_3,602409.3433970035,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,602409.3433970035,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_5,5621657.7399739055,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,10474205.916116089,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_7,11597786.388931664,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,13304656.961767845,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glutathione,211202_Smp_OBi1_9,295962.47236494056,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,339519.8908069345,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30
Glycerophosphocholine,211202_Smp_OBi1_1,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphocholine,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Glycerophosphoric acid,211202_Smp_OBi1_1,16283273,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,16283273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_2,17552712,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,17552712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_3,26651968,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,26651968,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_4,10253338,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,19103897.552474692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_5,4913386,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,9154562.424428359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_6,6109368,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,11382901.878624035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_7,14164889,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,16249565.45383302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_8,15651891,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,17955412.660188157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycerophosphoric acid,211202_Smp_OBi1_9,12849753,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,14740878.12753684,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Glycine,211202_Smp_OBi1_1,4851746.718189726,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,4851746.718189726,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_2,5997902.796941725,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,5997902.796941725,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_3,4864490.427508793,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,4864490.427508793,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_4,3344907.777035167,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,6232192.432840475,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_5,1590128.5600254815,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,2962708.642394399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_6,4007396.561700922,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,7466533.6660972005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_7,2941508.507154063,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,3374416.489956723,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_8,3732575.962156018,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,4281907.003186397,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Glycine,211202_Smp_OBi1_9,3033598.1750676963,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,3480059.187642835,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,34
Gonyol,211202_Smp_OBi1_1,340641,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,340641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_2,246869,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,246869,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_3,297647,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,297647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_4,124972,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,232846.34573910147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_5,120774,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,225024.68201112442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_6,137694,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,256549.82500239924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Gonyol,211202_Smp_OBi1_9,51311,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,58862.54759932295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Guanosine monophosphate,211202_Smp_OBi1_1,326031,Particulate,-1,OBi1_set2,Glucose + NH4,13.346,362.050178,targeted,NA,NA,NA,NA,NA,326031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_2,1191745,Particulate,-1,OBi1_set2,Glucose + NH4,13.346,362.050178,targeted,NA,NA,NA,NA,NA,1191745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_3,342701,Particulate,-1,OBi1_set2,Glucose + NH4,13.346,362.050178,targeted,NA,NA,NA,NA,NA,342701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_4,NA,Particulate,-1,OBi1_set2,Homarine,13.346,362.050178,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_5,799695,Particulate,-1,OBi1_set2,Homarine,13.346,362.050178,targeted,NA,NA,NA,NA,NA,1489982.2236647469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_6,523197,Particulate,-1,OBi1_set2,Homarine,13.346,362.050178,targeted,NA,NA,NA,NA,NA,974814.4348466911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_7,203139,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.346,362.050178,targeted,NA,NA,NA,NA,NA,233035.39312776722,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_8,1944896,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.346,362.050178,targeted,NA,NA,NA,NA,NA,2231130.427700353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Guanosine monophosphate,211202_Smp_OBi1_9,4618819,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.346,362.050178,targeted,NA,NA,NA,NA,NA,5298580.289609581,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Hydroxyproline,211202_Smp_OBi1_1,550721.3465940941,Particulate,1,OBi1_set2,Glucose + NH4,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,550721.3465940941,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_2,531730.9948248916,Particulate,1,OBi1_set2,Glucose + NH4,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,531730.9948248916,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_3,484794.78562874935,Particulate,1,OBi1_set2,Glucose + NH4,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,484794.78562874935,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_4,515697.3278698928,Particulate,1,OBi1_set2,Homarine,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,960841.1348295924,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_5,525277.6115113512,Particulate,1,OBi1_set2,Homarine,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,978691.0054970834,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_6,468940.4244308742,Particulate,1,OBi1_set2,Homarine,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,873724.2278116083,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_7,372497.82709415705,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,427319.1143804289,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_8,411850.87110920734,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,472463.8285063308,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Hydroxyproline,211202_Smp_OBi1_9,247390.0986558035,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.611515151515151,132.066069,targeted,NA,NA,NA,NA,NA,283799.01887954696,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,40
Inosine,211202_Smp_OBi1_1,11753295.470988533,Particulate,-1,OBi1_set2,Glucose + NH4,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,11753295.470988533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_2,5846059.974368996,Particulate,-1,OBi1_set2,Glucose + NH4,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,5846059.974368996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_3,8153535.515374873,Particulate,-1,OBi1_set2,Glucose + NH4,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,8153535.515374873,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_4,147380.115847549,Particulate,-1,OBi1_set2,Homarine,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,274596.88097899704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_5,270425.85987054225,Particulate,-1,OBi1_set2,Homarine,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,503854.24946556095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_6,NA,Particulate,-1,OBi1_set2,Homarine,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_7,7732616.132000366,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,8870641.483057514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_8,5374313.522667248,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,6165262.527366176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Inosine,211202_Smp_OBi1_9,4197296.881847137,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,7.668888888888889,267.072946,targeted,NA,NA,NA,NA,NA,4815021.8763270425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
L-Alanine,211202_Smp_OBi1_1,140765821.96015847,Particulate,1,OBi1_set2,Glucose + NH4,10.64,90.055504,targeted,NA,NA,NA,NA,NA,140765821.96015847,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_2,126678036.06237216,Particulate,1,OBi1_set2,Glucose + NH4,10.64,90.055504,targeted,NA,NA,NA,NA,NA,126678036.06237216,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_3,146612056.46543595,Particulate,1,OBi1_set2,Glucose + NH4,10.64,90.055504,targeted,NA,NA,NA,NA,NA,146612056.46543595,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_4,19986109.59321703,Particulate,1,OBi1_set2,Homarine,10.64,90.055504,targeted,NA,NA,NA,NA,NA,37237881.96013335,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_5,20622578.911066696,Particulate,1,OBi1_set2,Homarine,10.64,90.055504,targeted,NA,NA,NA,NA,NA,38423744.03192826,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_6,21090449.305275857,Particulate,1,OBi1_set2,Homarine,10.64,90.055504,targeted,NA,NA,NA,NA,NA,39295474.59214268,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_7,111447968.89482944,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.64,90.055504,targeted,NA,NA,NA,NA,NA,127850000.46617219,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_8,114350682.4164128,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.64,90.055504,targeted,NA,NA,NA,NA,NA,131179912.43108028,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Alanine,211202_Smp_OBi1_9,96710356.60102087,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.64,90.055504,targeted,NA,NA,NA,NA,NA,110943422.82892728,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44
L-Arginosuccinic acid,211202_Smp_OBi1_1,1133292.481050491,Particulate,1,OBi1_set2,Glucose + NH4,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,1133292.481050491,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_2,1267903.5336287937,Particulate,1,OBi1_set2,Glucose + NH4,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,1267903.5336287937,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_3,1063908.7548445617,Particulate,1,OBi1_set2,Glucose + NH4,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,1063908.7548445617,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_4,85583.51720230079,Particulate,1,OBi1_set2,Homarine,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,159458.1925235674,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_5,95403.0164592086,Particulate,1,OBi1_set2,Homarine,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,177753.76688389457,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_6,81804.57994011987,Particulate,1,OBi1_set2,Homarine,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,152417.32151025123,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_7,756788.0183681264,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,868166.0999355135,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_8,775352.4657087048,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,889462.7159679416,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Arginosuccinic acid,211202_Smp_OBi1_9,588121.3663689534,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.131388888888887,291.13046,targeted,NA,NA,NA,NA,NA,674676.4226398115,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,46
L-Aspartic acid,211202_Smp_OBi1_1,49678812,Particulate,1,OBi1_set2,Glucose + NH4,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,49678812,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
L-Aspartic acid,211202_Smp_OBi1_2,50483192,Particulate,1,OBi1_set2,Glucose + NH4,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,50483192,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
L-Aspartic acid,211202_Smp_OBi1_3,43244168,Particulate,1,OBi1_set2,Glucose + NH4,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,43244168,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
L-Aspartic acid,211202_Smp_OBi1_4,8487434,Particulate,1,OBi1_set2,Homarine,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,15813686.198522909,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
L-Aspartic acid,211202_Smp_OBi1_5,8748151,Particulate,1,OBi1_set2,Homarine,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,16299451.015618429,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
L-Aspartic acid,211202_Smp_OBi1_6,8847333,Particulate,1,OBi1_set2,Homarine,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,16484245.739741396,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
L-Aspartic acid,211202_Smp_OBi1_7,30738808,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.692564102564102,134.045334,targeted,NA,NA,NA,NA,NA,35262702.91061272,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,47
