mass_feature,sample_fraction,med_pvalue_h,med_pvalue_hNH4,med_fc_h,med_fc_hNH4,med_pvalue_cmb,med_qvalue_h,med_qvalue_hNH4,med_qvalue_cmb,z,sample_set,dat_type,RT,mz,MS2,add_annotation,row_id,plot_label
HILICPos_210,Particulate,0.020924737120161515,0.40057556279061857,0.14316770167141954,0.8186246730034632,0.008381938348154446,0.12284845664094825,0.583886091636921,0.028499622577185774,1,OBi1_set2,nontargeted,11.616,202.07143,NA,[M+H],214,"
RT = 11.6
 mz = 202.071+"
HILICPos_216,Particulate,0.15049049798099245,0.2707200115653554,1.5787643813590024,0.8760209704173211,0.040740789353890375,0.27496868518313805,0.583886091636921,0.07256445209375283,1,OBi1_set2,nontargeted,15.787,204.13463,NA,[M+H],220,"
RT = 15.8
 mz = 204.135+"
HILICPos_226,Particulate,0.18040794187411419,0.225166602805715,2.116512914661423,1.3958071775282683,0.04062184339096519,0.2986998060030236,0.5716489131641864,0.07256445209375283,1,OBi1_set2,nontargeted,11.27,216.06335,51.45436:6985 53.59893:6032 62.06085:154214 62.98753:8127 63.89124:7075 68.48779:6294 72.22716:6674 85.27873:6367 96.01912:6285 99.47187:7084 120.86324:6839 136.23228:7290 142.99648:28534 160.0231:48185 171.96649:6981 173.02112:29357 173.62935:6840 195.88644:7543 198.05299:86614 209.03888:8132 216.06343:98963 216.08612:20121,[M+H],225,"
RT = 11.3
 mz = 216.063+"
HILICPos_228,Particulate,0.17551442121151492,0.23739715132050376,1.1465419735591174,1.0449702780757621,0.041666623611280644,0.2986998060030236,0.5716489131641864,0.07256445209375283,1,OBi1_set2,nontargeted,12.932,219.00569,NA,[M+H],227,"
RT = 12.9
 mz = 219.006+"
HILICPos_23,Particulate,0.20865870082117988,0.025239550649749157,0.93569869230763,0.648463289641727,0.0052664518478870255,0.3328533542677391,0.21874277229782602,0.020393494389690184,1,OBi1_set2,nontargeted,9.476,101.07127,NA,[M+H],111,"
RT = 9.5
 mz = 101.071+"
HILICPos_230,Particulate,0.11405901520488695,0.3967534721283806,1.9593498242924818,1.055356064188768,0.04525331031008265,0.23589478144647077,0.583886091636921,0.07628852188230253,1,OBi1_set2,nontargeted,11.438,219.09801,NA,[M+H],229,"
RT = 11.4
 mz = 219.098+"
HILICPos_240,Particulate,0.11537394179849739,0.4737405490070342,1.22709671394346,1.0797561478456355,0.05465731452872576,0.23593322929580365,0.583886091636921,0.08961829949755035,1,OBi1_set2,nontargeted,6.896,228.09781,NA,[M+H],236,"
RT = 6.9
 mz = 228.098+"
HILICPos_243,Particulate,0.16226453767306903,0.47580544019541304,2.011086377247562,0.9164883924507553,0.0772063497756398,0.2860721539875902,0.583886091636921,0.11331899725134228,1,OBi1_set2,nontargeted,15.472,232.16599,NA,[M+H],237,"
RT = 15.5
 mz = 232.166+"
HILICPos_245,Particulate,0.2860991539106422,0.10668588985328956,0.7620994067509693,0.5927646698413143,0.030522742821230114,0.4132543334264832,0.5547666272371057,0.06385217463751587,1,OBi1_set2,nontargeted,12.135,233.11366,NA,[M+H],238,"
RT = 12.1
 mz = 233.114+"
HILICPos_259,Particulate,0.101382339955127,0.27087846456214837,1.6009554355164342,0.7794846121885254,0.027462292580762545,0.22794114698343831,0.583886091636921,0.05950163392498551,1,OBi1_set2,nontargeted,16.897,246.18144,59.8577:7740 60.04855:6578 66.24175:7838 66.79006:7001 68.58829:6980 72.08154:109702 79.15811:6832 82.22945:6251 84.14558:6694 94.48946:7356 102.57862:6554 158.08133:78856 164.02925:7912 175.10805:168390 217.69942:60388 217.71303:22546 229.15498:320268 240.95132:7847 246.18152:1294612,[M+H],247,"
RT = 16.9
 mz = 246.181+"
HILICPos_261,Particulate,0.23703288725823257,0.43859590707241675,1.6868941555819619,1.218682523433296,0.10396165419301841,0.3625208863949439,0.583886091636921,0.1401557115787359,1,OBi1_set2,nontargeted,9.782,247.05792,NA,[M+H],249,"
RT = 9.8
 mz = 247.058+"
HILICPos_263,Particulate,0.15325700306528472,0.08400537506803585,1.7581116272041033,0.5905762428602747,0.012874412024302362,0.27616608473150317,0.5272061469787077,0.03661160919410984,1,OBi1_set2,nontargeted,11.899,247.12938,NA,[M+H],250,"
RT = 11.9
 mz = 247.129+"
HILICPos_264,Particulate,0.008681419779651775,0.15558548346148898,0.18594430374119414,1.263184449879816,0.0013507028935492546,0.10327030601972022,0.5715321805908565,0.009454920254844783,1,OBi1_set2,nontargeted,14.215,248.0768,NA,[M+H],251,"
RT = 14.2
 mz = 248.077+"
HILICPos_265,Particulate,0.3025040074496709,0.5349553907696637,2.1658967971111456,0.9961390278027272,0.16182614951462795,0.4224576728421603,0.6047321808700545,0.19438732001614148,1,OBi1_set2,nontargeted,12.968,248.12457,NA,[M+H],252,"
RT = 13
 mz = 248.125+"
HILICPos_268,Particulate,0.545000248875125,0.1511261020774256,1.3961708511904263,0.5820799995517255,0.0823637632437245,0.5904169362813854,0.5715321805908565,0.1189698802409354,1,OBi1_set2,nontargeted,4.959,257.11319,NA,[M+H],255,"
RT = 5
 mz = 257.113+"
HILICPos_270,Particulate,0.01294860365503832,0.03272806967109061,0.014970910412202955,0.5098341617818761,4.2378280256543267e-4,0.10327030601972022,0.25897863826689094,0.005932959235916057,1,OBi1_set2,nontargeted,7.348,259.10388,NA,[M+H],257,"
RT = 7.3
 mz = 259.104+"
HILICPos_274,Particulate,0.11020044027829126,0.19840664064612995,0.7068761839713174,1.0975071552922233,0.02186449915334024,0.2357375643988192,0.5716489131641864,0.053796537966077994,1,OBi1_set2,nontargeted,13.448,261.03748,NA,[M+H],260,"
RT = 13.4
 mz = 261.037+"
HILICPos_282,Particulate,0.11139247548515632,0.6235899501531976,2.2614356120605716,0.8534255042703924,0.06946322823522992,0.2357375643988192,0.6719232078856534,0.10713819948145632,1,OBi1_set2,nontargeted,10.685,269.08688,NA,[M+H],264,"
RT = 10.7
 mz = 269.087+"
HILICPos_283,Particulate,0.020072136215868515,0.33318564048132493,0.11273552426798163,0.777586238455309,0.006687747560912549,0.12284845664094825,0.583886091636921,0.02434340112172168,1,OBi1_set2,nontargeted,7.754,269.08801,NA,[M+H],265,"
RT = 7.8
 mz = 269.088+"
HILICPos_286,Particulate,0.041981147896817256,0.5577306821650082,2.4877437933613535,0.8823497168283634,0.02341417425456199,0.1625652961110796,0.6264368253891295,0.05463307326064464,1,OBi1_set2,nontargeted,11.812,270.10068,NA,[M+H],268,"
RT = 11.8
 mz = 270.101+"
HILICPos_288,Particulate,0.2452932510762187,0.2873256220683906,1.3768295093808396,1.0945555951460304,0.07047903595465245,0.3659292761956705,0.583886091636921,0.10779146675417432,1,OBi1_set2,nontargeted,12.964,273.03745,NA,[M+H],270,"
RT = 13
 mz = 273.037+"
HILICPos_289,Particulate,0.4145999127584471,0.3489323341657171,1.207635415137289,0.6449418024500977,0.14466731530370763,0.4983794932433402,0.583886091636921,0.18284341239774157,1,OBi1_set2,nontargeted,4.624,273.08887,55.01862:38328 56.27164:8560 57.03431:97135 61.02923:14027 61.31273:8377 69.03426:38134 71.01336:14115 71.5878:7482 73.02908:60856 73.34836:7902 73.42339:10216 78.24009:9897 79.94724:7705 85.02909:94182 87.04464:20581 94.74747:7822 97.02883:27424 103.03954:18462 108.03392:10737 115.03943:85399 123.97101:11489 133.04977:94267 140.05:27693 140.07693:10056 141.04701:14269753 151.04568:8494 217.12291:12388 217.13747:83429,[M+H],271,"
RT = 4.6
 mz = 273.089+"
HILICPos_29,Particulate,0.012507699701283665,0.10130890829920186,19.39672758758814,3.650427913597497,0.0012671414020713014,0.10327030601972022,0.5494720166529548,0.009224789407079074,1,OBi1_set2,nontargeted,10.68,109.02882,NA,[M+H],112,"
RT = 10.7
 mz = 109.029+"
HILICPos_296,Particulate,0.056516845098155466,0.4629247483874687,0.39449563177785096,0.9631573766495578,0.026163046296717164,0.1774343192370849,0.583886091636921,0.0575113114755608,1,OBi1_set2,nontargeted,13.47,277.10297,51.34307:6216 56.10023:6904 60.11179:7189 63.31311:8086 63.98062:6689 66.47106:7299 67.98285:7580 70.13431:6872 82.92945:7986 83.65202:6803 84.04503:31483 86.73365:6741 89.70277:7467 101.77747:7162 102.05548:70279 104.25164:7870 106.64887:7118 130.05017:207404 148.06059:988380 162.10979:6944 184.37848:7053 214.07143:61777 217.04164:80080 217.0556:9826 258.13559:7467 259.09241:20531 260.07693:113604 271.66235:7099 277.10327:540167,[M+H],274,"
RT = 13.5
 mz = 277.103+"
HILICPos_300,Particulate,0.012045927639135989,0.3349605311966793,0.22006732561504094,0.8581909852125709,0.004034910320761751,0.10327030601972022,0.583886091636921,0.016689856326787246,1,OBi1_set2,nontargeted,10.325,279.10095,NA,[M+H],277,"
RT = 10.3
 mz = 279.101+"
HILICPos_305,Particulate,0.011332259923838704,0.01187152165417723,9.969288882511567e-5,0.02617682598588978,1.3453116907661598e-4,0.10327030601972022,0.154329781504304,0.0030605840964930135,1,OBi1_set2,nontargeted,9.598,285.15558,50.23877:7121 54.09203:5592 56.26893:6462 66.5152:5992 66.59449:6971 75.97484:7495 83.76398:6533 88.30085:7048 88.97884:8384 108.53132:7014 122.7859:6637 141.66174:7288 143.08165:30125 152.05659:9160 153.06017:11340 173.42421:8210 175.87663:7537 194.70381:6770 213.47113:6897 216.90717:34554,[M+H],280,"
RT = 9.6
 mz = 285.156+"
HILICPos_309,Particulate,0.27585990927302595,0.3256665910484857,2.1473818851625515,0.6375455048849014,0.08983835625989092,0.40489115715879614,0.583886091636921,0.12577369876384728,1,OBi1_set2,nontargeted,9.164,289.08395,55.05492:6942 58.53535:6099 62.04889:7050 69.03737:6938 71.02474:6771 78.89108:6833 85.87514:7100 87.71677:8659 90.54795:7087 98.21936:7344 105.31388:7087 107.44073:7724 131.03659:11773 134.40396:6807 139.01843:18088 157.02925:62649 157.04193:936354 163.33839:7573 167.08177:7258 171.94774:7055 193.22472:7400 205.44501:9075 216.84195:58566 216.85605:37702 218.36169:6972,[M+H],283,"
RT = 9.2
 mz = 289.084+"
HILICPos_313,Particulate,0.01246114838310395,0.1800971064868413,0.11072571772669319,0.7708518337853967,0.0022442167673002024,0.10327030601972022,0.5715321805908565,0.01266751153101743,1,OBi1_set2,nontargeted,13.077,291.11945,NA,[M+H],285,"
RT = 13.1
 mz = 291.119+"
HILICPos_320,Particulate,0.43307660786358326,0.13116661662980678,1.8892289085883962,0.4840988071092085,0.05680519339497979,0.5118178092933257,0.5715321805908565,0.09149155042377276,1,OBi1_set2,nontargeted,11.464,298.05267,NA,[M+H],287,"
RT = 11.5
 mz = 298.053+"
HILICPos_325,Particulate,0.09086616272539212,0.4982064888446201,0.5902502260399378,1.0570971505578588,0.0452701118862015,0.22654303583590915,0.5848016012927253,0.07628852188230253,1,OBi1_set2,nontargeted,11.44,304.01569,NA,[M+H],291,"
RT = 11.4
 mz = 304.016+"
HILICPos_326,Particulate,0.7263213127369207,0.42253103351521815,0.8066481522107102,1.9313986602061453,0.30689329493486106,0.7263213127369207,0.583886091636921,0.32285884207020066,1,OBi1_set2,nontargeted,14.8,306.07581,NA,[M+H],292,"
RT = 14.8
 mz = 306.076+"
HILICPos_331,Particulate,0.03776770018849438,0.440751233132153,5.697878755940254,1.0340495091941242,0.016646160430644343,0.1508129902595017,0.583886091636921,0.04660924920580416,1,OBi1_set2,nontargeted,10.854,313.05054,NA,[M+H],294,"
RT = 10.9
 mz = 313.051+"
HILICPos_333,Particulate,0.037009870106318496,0.5910130884470429,5.7856556845077485,1.0496588219994174,0.021873317634559183,0.1508129902595017,0.651905346044617,0.053796537966077994,1,OBi1_set2,nontargeted,10.658,314.14474,50.15146:7659 57.07542:6356 57.51115:7705 62.7075:6787 68.72012:9072 71.50298:7182 76.13398:6709 84.10434:7438 124.71284:6942 137.73947:6869 147.73892:8770 164.89183:6248 216.41714:10676 216.42868:61373 216.44409:37453 219.47479:13352 230.81294:6715 269.36945:6607,[M+H],295,"
RT = 10.7
 mz = 314.145+"
HILICPos_337,Particulate,0.16292353810281657,0.2546727350064135,1.9105369509223766,1.051918968294126,0.04149218304556592,0.2860721539875902,0.583886091636921,0.07256445209375283,1,OBi1_set2,nontargeted,12.129,318.06,NA,[M+H],297,"
RT = 12.1
 mz = 318.06+"
HILICPos_341,Particulate,0.0922762708540118,0.43835491709794727,1.4886950555481149,1.0246102151247505,0.04044975706031807,0.22694974723554256,0.583886091636921,0.07256445209375283,1,OBi1_set2,nontargeted,9.221,322.16559,NA,[M+H],299,"
RT = 9.2
 mz = 322.166+"
HILICPos_343,Particulate,0.5914285754623014,0.33706541636439846,0.7510067147893253,2.13655850361304,0.19935011903800368,0.6257135388546567,0.583886091636921,0.2296311497779536,1,OBi1_set2,nontargeted,12.635,324.05966,NA,[M+H],300,"
RT = 12.6
 mz = 324.06+"
HILICPos_344,Particulate,0.6484555980074767,0.4414972428957987,0.874279707451455,1.5293310638828366,0.2862913586606473,0.6630276339177571,0.583886091636921,0.3083137708653125,1,OBi1_set2,nontargeted,12.182,325.0437,NA,[M+H],301,"
RT = 12.2
 mz = 325.044+"
HILICPos_353,Particulate,0.03374819704869353,0.3471626265623241,1.6672387887631037,0.8939307555243412,0.01171611272916732,0.1508129902595017,0.583886091636921,0.03442925730308158,1,OBi1_set2,nontargeted,10.394,346.19714,68.25227:7265 91.07076:7842 104.00304:6885 120.93548:9213 135.26123:6853 148.87355:7295 158.08145:63037 192.77345:6817 227.16032:10822 246.18144:32703 252.60605:8910 328.18677:33696,[M+H],305,"
RT = 10.4
 mz = 346.197+"
HILICPos_355,Particulate,0.3542082697889787,0.32033058384398905,3.469334897413858,2.925591058602416,0.11346374186387273,0.45943708859916044,0.583886091636921,0.14964058709583217,1,OBi1_set2,nontargeted,11.036,348.07071,NA,[M+H],306,"
RT = 11
 mz = 348.071+"
HILICPos_36,Dissolved,0.16504162730053282,0.4346495562354851,53.65285436876701,2.3223245706135245,0.07173527006655891,0.2860721539875902,0.583886091636921,0.10879849293428101,1,OBi1_set2,nontargeted,2.442,144.98242,NA,[M+H],599,"
RT = 2.4
 mz = 144.982+"
HILICPos_370,Particulate,0.0066966188914209645,0.49591424108682003,0.3206784044401162,1.0691180854388787,0.0033209486753866895,0.10327030601972022,0.5848016012927253,0.01473540264022341,1,OBi1_set2,nontargeted,12.833,391.18283,NA,[M+H],319,"
RT = 12.8
 mz = 391.183+"
HILICPos_379,Particulate,0.6674787289085986,0.24322191411982164,0.847398461779526,0.5564901099221629,0.16234545407941486,0.6748951592298053,0.5716489131641864,0.19438732001614148,1,OBi1_set2,nontargeted,13.092,427.0961,NA,[M+H],327,"
RT = 13.1
 mz = 427.096+"
HILICPos_380,Particulate,0.4040783884383735,0.4059129752723034,2.596909311182042,1.7570061775927188,0.1640206608942577,0.4935722597032482,0.583886091636921,0.1951095443317314,1,OBi1_set2,nontargeted,12.734,428.03729,NA,[M+H],328,"
RT = 12.7
 mz = 428.037+"
HILICPos_383,Particulate,0.39829236068632334,0.37471185536871865,3.5828824570326634,1.8878447091215078,0.1492448694519591,0.493123875135448,0.583886091636921,0.18732804303625214,1,OBi1_set2,nontargeted,12.602,433.02252,NA,[M+H],330,"
RT = 12.6
 mz = 433.023+"
HILICPos_384,Particulate,0.0011621651737174317,0.06419212952239527,0.06113066992498124,3.9483746112489286,7.460185735768636e-5,0.10327030601972022,0.4327025027065162,0.0025147578965391145,1,OBi1_set2,nontargeted,10.82,437.13922,NA,[M+H],331,"
RT = 10.8
 mz = 437.139+"
HILICPos_390,Particulate,0.6255699130174481,0.48581327697321797,0.9946937174839526,0.8895408358667176,0.3039101694188574,0.6505927095381461,0.5848016012927253,0.3215793653153026,1,OBi1_set2,nontargeted,12.804,484.11707,NA,[M+H],335,"
RT = 12.8
 mz = 484.117+"
HILICPos_393,Particulate,0.4144157347677626,0.3346768498059881,0.561488695262564,0.5021234722280745,0.1386953526221087,0.4983794932433402,0.583886091636921,0.1777644660367872,1,OBi1_set2,nontargeted,11.666,488.2023,NA,[M+H],337,"
RT = 11.7
 mz = 488.202+"
HILICPos_394,Particulate,0.17606572026864536,0.13814392705590434,1.026694588327387,1.3589153706233301,0.024322410017837002,0.2986998060030236,0.5715321805908565,0.05559152554103418,1,OBi1_set2,nontargeted,11.529,501.21399,NA,[M+H],338,"
RT = 11.5
 mz = 501.214+"
HILICPos_396,Particulate,0.2424808479896327,0.2048818902561677,0.9498116621665258,1.2383092300146872,0.049679934487034415,0.3647232589596129,0.5716489131641864,0.08219770978763875,1,OBi1_set2,nontargeted,11.509,502.21771,NA,[M+H],340,"
RT = 11.5
 mz = 502.218+"
HILICPos_410,Particulate,0.5982096470368696,0.38836882741347145,0.9246573575926158,1.0876185569901042,0.23232597916713568,0.6257135388546567,0.583886091636921,0.25782517200255306,1,OBi1_set2,nontargeted,12.054,608.0899,NA,[M+H],350,"
RT = 12.1
 mz = 608.09+"
HILICPos_418,Particulate,0.5555971531570228,0.5871171314386558,0.8640830113029574,0.9988439787876182,0.3262006067970348,0.598335395707563,0.6515568165965572,0.3354153132037307,1,OBi1_set2,nontargeted,11.096,664.11786,NA,[M+H],355,"
RT = 11.1
 mz = 664.118+"
HILICPos_43,Particulate,0.3513154054400378,0.6353072772359931,1.75239940765786,0.9371004916616059,0.22319323368116942,0.45943708859916044,0.6801524968055926,0.25074795388872123,1,OBi1_set2,nontargeted,4.72,119.03542,NA,[M+H],118,"
RT = 4.7
 mz = 119.035+"
HILICPos_54,Dissolved,0.09490353637837856,0.08228643923837042,19.88966617216461,3.88485044082527,0.007809274079705925,0.22730884616035973,0.5272061469787077,0.027868389853068203,1,OBi1_set2,nontargeted,9.023,161.09235,51.43867:9472 53.55862:7397 55.64712:7316 56.05023:7505 57.83257:6681 79.23779:6709 80.70049:6982 84.04513:167698 98.06055:10327 99.78181:6901 115.08708:233608 116.07099:19959 123.96461:7742 126.59928:8533 130.05019:145984 143.25133:7034 144.06581:502757 161.09137:123998,[M+H],608,"
RT = 9
 mz = 161.092+"
HILICPos_55,Particulate,0.18599622276652222,0.009750375782927881,1.2466598388363181,1.787436364185107,0.0018135330661787578,0.3026505339334123,0.154329781504304,0.012224556223871625,1,OBi1_set2,nontargeted,8.709,127.05047,NA,[M+H],124,"
RT = 8.7
 mz = 127.05+"
HILICPos_57,Dissolved,0.024072002134356327,0.09830749369719743,272.5888449394754,3.5967156692866675,0.0023664581981021576,0.12885601142508385,0.5494720166529548,0.01266751153101743,1,OBi1_set2,nontargeted,9.625,162.07634,50.87603:6919 56.23383:6661 64.62101:6831 70.0658:9967 85.02905:24446 98.06065:830529 111.04248:7651 113.27261:8260 115.21786:7880 116.07106:670517 123.94756:8471 131.03412:14325 138.99298:9411 144.0658:411341 162.07637:372415 162.08427:11388,[M+H],610,"
RT = 9.6
 mz = 162.076+"
HILICPos_61,Dissolved,0.33418991538820214,0.36466829541677614,7.378346493542702,2.2570328185298436,0.12186846679009232,0.4472247397106823,0.583886091636921,0.15956878385465326,1,OBi1_set2,nontargeted,3.47,170.08145,52.503:6607 56.10545:6741 66.09245:7572 74.3336:7446 88.83388:7533 92.50839:7529 95.0496:21771 96.08139:8548 105.04512:16247 115.9645:7730 119.95764:16039 120.96543:12720 124.07611:63455 125.10785:6988 134.0603:761215 141.00179:7416 145.21107:6979 152.0708:1056982 164.10143:7951 170.08182:44905 170.09644:9991 170.11778:9315,[M+H],613,"
RT = 3.5
 mz = 170.081+"
HILICPos_63,Particulate,0.23539999950188423,0.17341161053907383,1.1693063938004706,0.8945035684828047,0.040821093034518925,0.3625208863949439,0.5715321805908565,0.07256445209375283,1,OBi1_set2,nontargeted,8.696,130.08624,NA,[M+H],127,"
RT = 8.7
 mz = 130.086+"
HILICPos_70,Particulate,0.11824638839645163,0.20923500227536745,0.854706800004937,0.8542769268100072,0.02474128334518554,0.2391204743128244,0.5716489131641864,0.05559152554103418,1,OBi1_set2,nontargeted,6.93,133.03185,NA,[M+H],131,"
RT = 6.9
 mz = 133.032+"
HILICPos_74,Particulate,0.0870269260287391,0.4472098742073207,1.7178524224456921,1.0138419587056018,0.038919300641962216,0.22289986496798295,0.583886091636921,0.07256445209375283,1,OBi1_set2,nontargeted,9.184,135.03014,NA,[M+H],134,"
RT = 9.2
 mz = 135.03+"
HILICPos_92,Particulate,0.45757435390963663,0.8768619922643235,1.8382338483266212,1.0217107103723397,0.4012295595782646,0.5194191245140474,0.8817065336580491,0.40795407733655953,1,OBi1_set2,nontargeted,4.746,141.04686,53.77457:6850 59.34272:9482 60.73433:7942 84.12716:7883 85.07664:9699 112.08717:19833 123.0239:11434 141.04706:2708402 141.11362:26766,[M+H],141,"
RT = 4.7
 mz = 141.047+"
HILICPos_93,Particulate,0.0881801663609603,0.027710992449458394,0.6839310619319994,2.249090415821144,0.0024435599242205557,0.22289986496798295,0.229245482990974,0.01270651160594689,1,OBi1_set2,nontargeted,8.016,141.06578,53.48712:6576 55.68821:6196 57.41047:6865 59.60603:6457 63.21587:6434 76.0934:7147 78.33517:6424 81.04565:9029 94.67507:6658 95.06089:9464 111.05565:51412 123.05558:54688 124.33475:7917 141.04697:14542 141.06598:103314 141.07396:26167,[M+H],142,"
RT = 8
 mz = 141.066+"
Homarine,Dissolved,0.015320320123804649,0.005489051225326405,49845.58043553603,823.0413973712178,8.409402194796269e-5,0.10327030601972022,0.154329781504304,0.0025147578965391145,1,OBi1_set2,targeted,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,[M+H],596,Homarine
Homarine,Particulate,0.010952267487355345,0.001887888627293095,20173.99045864059,7630.750815657693,2.0676661232450077e-5,0.10327030601972022,0.154329781504304,0.0025147578965391145,1,OBi1_set2,targeted,5.474,138.05492,58.51296:7626 59.28382:8368 60.35322:8589 64.58856:9820 67.05493:36585 68.64355:9701 78.03449:84849 82.68173:9827 85.01418:8704 92.04998:22559 93.05785:38234 94.06568:1676143 96.04493:2466386 106.02911:21543 110.06056:43380 114.75317:9923 119.06052:15070 124.03958:800661 124.70473:8769 125.08816:9725 129.09007:8500 135.14133:10284 136.17903:9246 138.05504:12725008,[M+H],137,Homarine
Hydroxyproline,Dissolved,0.44122656192052034,0.3847940957009231,1.693116558316054,1.1315979357739079,0.16978137589343398,0.5120481974241714,0.583886091636921,0.20065071696496745,1,OBi1_set2,targeted,10.6328,132.066069,NA,NA,94,Hydroxyproline
Hydroxyproline,Particulate,0.056545002833796286,0.19554922462530722,2.4025801786439636,0.7669332164869572,0.011057331460584663,0.1774343192370849,0.5716489131641864,0.033540572097106806,1,OBi1_set2,targeted,10.611515151515151,132.066069,NA,NA,40,Hydroxyproline
Hypoxanthine,Dissolved,0.0519405398342877,0.05433241421894722,725.7156938138484,106.88933750312043,0.0028220549250322475,0.1774343192370849,0.39553997551393577,0.01351615779883866,1,OBi1_set2,targeted,6.588863636363636,137.046336,NA,NA,95,Hypoxanthine
Hypoxanthine,Particulate,0.6303045712612665,0.4508805080941405,0.8251127526769708,0.6098620949438445,0.28419204534433923,0.6517922270997188,0.583886091636921,0.3078747157897008,1,OBi1_set2,targeted,6.5,137.04578,54.02885:6558 64.66826:7173 66.43812:6702 66.65882:8369 68.56494:9059 68.66737:7976 82.74854:9186 94.04059:36141 100.44202:6770 100.46313:7300 105.00483:7799 110.03547:50413 119.03539:36571 137.04591:5445454,[M+H],135,Hypoxanthine
Inosine,Particulate,0.027523396094661153,0.4261337536952289,0.03773105632502501,0.7902809572201014,0.01172864809225856,0.13182258129548236,0.583886091636921,0.03442925730308158,-1,OBi1_set2,targeted,7.668888888888889,267.072946,NA,NA,42,Inosine
L-Alanine,Particulate,0.013429763084648504,0.24499239135607986,0.38329100036342,0.9191479796682167,0.0032901897734536408,0.10327030601972022,0.5716489131641864,0.01473540264022341,1,OBi1_set2,targeted,10.64,90.055504,NA,NA,44,L-Alanine
L-Arginine,Particulate,0.07125976648932758,0.346937733374514,0.6259549190850201,0.941457914727167,0.02472270186660446,0.20182727292816627,0.583886091636921,0.05559152554103418,1,OBi1_set2,targeted,18.943,175.11891,NA,[M+H],197,L-Arginine
L-Arginosuccinic acid,Particulate,0.017375380507811657,0.1295926552782904,0.18931402168260913,0.7135350627175441,0.0022517216964779625,0.11293997330077576,0.5715321805908565,0.01266751153101743,1,OBi1_set2,targeted,13.131388888888887,291.13046,NA,NA,46,L-Arginosuccinic acid
L-Aspartic acid,Particulate,0.03811756896668725,0.12127018357231131,0.4612657310111551,0.7202745213912846,0.004622524585920399,0.1508129902595017,0.5715321805908565,0.018695543880833613,1,OBi1_set2,targeted,11.692564102564102,134.045334,NA,NA,47,L-Aspartic acid
L-Cystathionine,Particulate,0.002686205090469425,0.024975750340458316,0.02644381326566966,0.6598748536241107,6.70899877028326e-5,0.10327030601972022,0.21874277229782602,0.0025147578965391145,1,OBi1_set2,targeted,12.431612903225806,223.075255,NA,NA,48,L-Cystathionine
L-Cysteic acid,Particulate,0.3623966083715676,0.013127092175415125,0.8178908901690676,0.32605852927268186,0.004757213682151385,0.4612320470183588,0.15927538506170352,0.018822019351120694,-1,OBi1_set2,targeted,12.147941176470589,167.996671,NA,NA,49,L-Cysteic acid
L-Cystine,Particulate,0.517547008414688,0.3017365780050004,1.120961712270952,0.39997044943232346,0.15616286327577314,0.5674310574185134,0.583886091636921,0.19203811564993725,1,OBi1_set2,targeted,11.824,241.03157,NA,NA,244,L-Cystine
L-Glutamic acid,Dissolved,0.18053284978204723,0.20042801797400656,1.0715252452425834,1.824579330236655,0.03618384126101479,0.2986998060030236,0.5716489131641864,0.07005807563302863,1,OBi1_set2,targeted,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H],603,L-Glutamic acid
L-Glutamic acid,Particulate,0.0496937467192073,0.00689107660995992,2.569905509147442,4.285493162998362,3.4244341567800195e-4,0.17733846868422998,0.154329781504304,0.005661034022012296,1,OBi1_set2,targeted,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H],157,L-Glutamic acid
L-Glutamine,Dissolved,0.04800179401283072,0.17201926516102495,0.29626861285793427,2.1130705300287547,0.008257233332498028,0.17733846868422998,0.5715321805908565,0.028499622577185774,1,OBi1_set2,targeted,10.793,147.07669,NA,NA,602,L-Glutamine
L-Glutamine,Particulate,0.10312267856077315,0.018289087820850057,0.5349692419074037,3.5149215021934355,0.0018860197245192715,0.22794114698343831,0.2080383739621694,0.012259128209375265,1,OBi1_set2,targeted,10.754102564102563,147.076968,NA,NA,52,L-Glutamine
L-Histidine,Particulate,0.01120833312863355,0.10264861849560694,0.3093211017886068,0.7715335237778355,0.0011505199112927778,0.10327030601972022,0.5494720166529548,0.008724775993970231,1,OBi1_set2,targeted,10.529,156.07709,NA,NA,164,L-Histidine
L-Homoserine,Particulate,0.03523174904678306,0.00541249731581256,3.8081291371189057,4.409451798742087,1.9069174714709503e-4,0.1508129902595017,0.154329781504304,0.003856210886752366,1,OBi1_set2,targeted,10.798,120.0659,NA,NA,121,L-Homoserine
