mass_feature,z,sample_fraction,sample_set,dat_type,RT,mz,MS2,add_annotation,row_id
HILICPos_322,1,Particulate,OBi1_set2,nontargeted,11.966,298.10159,NA,NA,289
HILICPos_324,1,Particulate,OBi1_set2,nontargeted,12.265,300.98505,NA,NA,290
HILICPos_325,1,Particulate,OBi1_set2,nontargeted,11.44,304.01569,NA,[M+H],291
HILICPos_326,1,Particulate,OBi1_set2,nontargeted,14.8,306.07581,NA,[M+H],292
HILICPos_327,1,Particulate,OBi1_set2,nontargeted,10.638,307.04291,NA,NA,293
HILICPos_331,1,Particulate,OBi1_set2,nontargeted,10.854,313.05054,NA,[M+H],294
HILICPos_333,1,Particulate,OBi1_set2,nontargeted,10.658,314.14474,50.15146:7659 57.07542:6356 57.51115:7705 62.7075:6787 68.72012:9072 71.50298:7182 76.13398:6709 84.10434:7438 124.71284:6942 137.73947:6869 147.73892:8770 164.89183:6248 216.41714:10676 216.42868:61373 216.44409:37453 219.47479:13352 230.81294:6715 269.36945:6607,[M+H],295
HILICPos_335,1,Particulate,OBi1_set2,nontargeted,11.435,317.08325,NA,NA,296
HILICPos_337,1,Particulate,OBi1_set2,nontargeted,12.129,318.06,NA,[M+H],297
HILICPos_340,1,Particulate,OBi1_set2,nontargeted,3.685,321.16599,NA,NA,298
HILICPos_341,1,Particulate,OBi1_set2,nontargeted,9.221,322.16559,NA,[M+H],299
HILICPos_343,1,Particulate,OBi1_set2,nontargeted,12.635,324.05966,NA,[M+H],300
HILICPos_344,1,Particulate,OBi1_set2,nontargeted,12.182,325.0437,NA,[M+H],301
HILICPos_348,1,Particulate,OBi1_set2,nontargeted,11.88,335.06396,NA,NA,302
HILICPos_351,1,Particulate,OBi1_set2,nontargeted,9.894,344.09109,NA,NA,303
HILICPos_352,1,Particulate,OBi1_set2,nontargeted,6.94,344.13916,NA,NA,304
HILICPos_353,1,Particulate,OBi1_set2,nontargeted,10.394,346.19714,68.25227:7265 91.07076:7842 104.00304:6885 120.93548:9213 135.26123:6853 148.87355:7295 158.08145:63037 192.77345:6817 227.16032:10822 246.18144:32703 252.60605:8910 328.18677:33696,[M+H],305
HILICPos_355,1,Particulate,OBi1_set2,nontargeted,11.036,348.07071,NA,[M+H],306
HILICPos_357,1,Particulate,OBi1_set2,nontargeted,10.663,358.13437,NA,NA,308
HILICPos_358,1,Particulate,OBi1_set2,nontargeted,11.38,359.14868,NA,NA,309
HILICPos_359,1,Particulate,OBi1_set2,nontargeted,12.785,360.9964,NA,NA,310
HILICPos_360,1,Particulate,OBi1_set2,nontargeted,10.688,361.15363,NA,NA,311
HILICPos_361,1,Particulate,OBi1_set2,nontargeted,10.615,364.09091,NA,NA,312
HILICPos_363,1,Particulate,OBi1_set2,nontargeted,10.678,369.04654,NA,NA,313
HILICPos_364,1,Particulate,OBi1_set2,nontargeted,10.64,372.15039,NA,NA,314
HILICPos_365,1,Particulate,OBi1_set2,nontargeted,10.022,373.1644,NA,NA,315
HILICPos_367,1,Particulate,OBi1_set2,nontargeted,10.586,383.11606,NA,NA,316
HILICPos_368,1,Particulate,OBi1_set2,nontargeted,4.881,386.04272,NA,NA,317
HILICPos_369,1,Particulate,OBi1_set2,nontargeted,9.756,389.091,NA,NA,318
HILICPos_370,1,Particulate,OBi1_set2,nontargeted,12.833,391.18283,NA,[M+H],319
HILICPos_371,1,Particulate,OBi1_set2,nontargeted,11.342,398.04135,NA,NA,320
HILICPos_372,1,Particulate,OBi1_set2,nontargeted,8.339,398.13959,NA,NA,321
HILICPos_373,1,Particulate,OBi1_set2,nontargeted,10.638,399.16061,NA,NA,322
HILICPos_374,1,Particulate,OBi1_set2,nontargeted,5.256,405.15179,NA,NA,323
HILICPos_375,1,Particulate,OBi1_set2,nontargeted,5.335,410.13675,NA,NA,324
HILICPos_376,1,Particulate,OBi1_set2,nontargeted,9.843,412.05704,NA,NA,325
HILICPos_378,1,Particulate,OBi1_set2,nontargeted,10.743,415.15567,NA,NA,326
HILICPos_379,1,Particulate,OBi1_set2,nontargeted,13.092,427.0961,NA,[M+H],327
HILICPos_380,1,Particulate,OBi1_set2,nontargeted,12.734,428.03729,NA,[M+H],328
HILICPos_381,1,Particulate,OBi1_set2,nontargeted,4.803,431.10077,NA,NA,329
HILICPos_383,1,Particulate,OBi1_set2,nontargeted,12.602,433.02252,NA,[M+H],330
HILICPos_384,1,Particulate,OBi1_set2,nontargeted,10.82,437.13922,NA,[M+H],331
HILICPos_386,1,Particulate,OBi1_set2,nontargeted,4.272,452.85101,NA,NA,332
HILICPos_388,1,Particulate,OBi1_set2,nontargeted,9.902,457.11517,NA,NA,333
HILICPos_389,1,Particulate,OBi1_set2,nontargeted,4.729,479.19196,NA,NA,334
HILICPos_390,1,Particulate,OBi1_set2,nontargeted,12.804,484.11707,NA,[M+H],335
HILICPos_391,1,Particulate,OBi1_set2,nontargeted,4.704,484.17746,NA,NA,336
HILICPos_393,1,Particulate,OBi1_set2,nontargeted,11.666,488.2023,NA,[M+H],337
HILICPos_394,1,Particulate,OBi1_set2,nontargeted,11.529,501.21399,NA,[M+H],338
HILICPos_395,1,Particulate,OBi1_set2,nontargeted,10.581,502.15753,NA,NA,339
HILICPos_396,1,Particulate,OBi1_set2,nontargeted,11.509,502.21771,NA,[M+H],340
HILICPos_398,1,Particulate,OBi1_set2,nontargeted,4.641,518.08496,NA,NA,341
HILICPos_400,1,Particulate,OBi1_set2,nontargeted,9.508,535.13733,NA,NA,342
HILICPos_401,1,Particulate,OBi1_set2,nontargeted,11.524,546.18164,NA,NA,343
HILICPos_403,1,Particulate,OBi1_set2,nontargeted,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,344
HILICPos_404,1,Particulate,OBi1_set2,nontargeted,4.597,563.14227,NA,NA,345
HILICPos_405,1,Particulate,OBi1_set2,nontargeted,10.623,581.13049,NA,NA,346
HILICPos_406,1,Particulate,OBi1_set2,nontargeted,13.129,584.08923,NA,NA,347
HILICPos_407,1,Particulate,OBi1_set2,nontargeted,13.127,589.04565,NA,NA,348
HILICPos_409,1,Particulate,OBi1_set2,nontargeted,15.449,598.06842,NA,NA,349
HILICPos_410,1,Particulate,OBi1_set2,nontargeted,12.054,608.0899,NA,[M+H],350
HILICPos_414,1,Particulate,OBi1_set2,nontargeted,10.673,637.12537,NA,NA,352
HILICPos_416,1,Particulate,OBi1_set2,nontargeted,10.566,648.27258,NA,NA,353
HILICPos_417,1,Particulate,OBi1_set2,nontargeted,2.306,654.26733,NA,NA,354
HILICPos_418,1,Particulate,OBi1_set2,nontargeted,11.096,664.11786,NA,[M+H],355
HILICNeg_1,-1,Particulate,OBi1_set2,nontargeted,3.666,87.0076,NA,NA,356
HILICNeg_7,-1,Particulate,OBi1_set2,nontargeted,11.827,98.06001,NA,NA,357
HILICNeg_8,-1,Particulate,OBi1_set2,nontargeted,10.897,98.06005,NA,NA,358
HILICNeg_10,-1,Particulate,OBi1_set2,nontargeted,12.227,101.02333,NA,[M-H]-,359
HILICNeg_13,-1,Particulate,OBi1_set2,nontargeted,4.882,103.03886,50.17123:6369 57.03335:12644 58.36202:7883 59.01266:1285061 59.08838:6191 69.78205:7076 72.62004:7468 103.03899:161291,NA,360
HILICNeg_14,-1,Particulate,OBi1_set2,nontargeted,12.073,103.03888,NA,NA,361
HILICNeg_18,-1,Particulate,OBi1_set2,nontargeted,11.655,110.98424,NA,[M-H]-,362
HILICNeg_19,-1,Particulate,OBi1_set2,nontargeted,14.322,111.00758,NA,NA,363
HILICNeg_20,-1,Particulate,OBi1_set2,nontargeted,5.919,111.0188,52.96132:6876 56.07968:7351 68.01312:7935 79.71623:6868 81.03244:8230 94.92538:6787 99.71152:6442 111.01896:556838 111.05523:9868,NA,364
HILICNeg_22,-1,Particulate,OBi1_set2,nontargeted,16.452,112.93617,NA,NA,366
HILICNeg_23,-1,Particulate,OBi1_set2,nontargeted,11.027,113.02335,NA,NA,367
HILICNeg_24,-1,Particulate,OBi1_set2,nontargeted,10.588,113.02341,NA,NA,368
HILICNeg_25,-1,Particulate,OBi1_set2,nontargeted,9.825,113.05978,NA,NA,369
HILICNeg_29,-1,Particulate,OBi1_set2,nontargeted,8.318,116.0705,NA,NA,371
HILICNeg_34,-1,Particulate,OBi1_set2,nontargeted,5.231,122.02378,NA,NA,373
HILICNeg_37,-1,Particulate,OBi1_set2,nontargeted,4.33,126.53474,NA,NA,375
HILICNeg_38,-1,Particulate,OBi1_set2,nontargeted,4.285,126.87865,NA,NA,376
HILICNeg_40,-1,Particulate,OBi1_set2,nontargeted,4.281,126.90396,51.23857:7792 52.38636:7333 55.1305:8351 55.91564:7460 59.56837:8770 61.01197:6845 61.63656:7985 68.07795:7170 79.1843:8276 79.75154:9485 82.51614:7363 124.04727:8864 126.9041:11499153,[M-H]-,377
HILICNeg_43,-1,Particulate,OBi1_set2,nontargeted,14.448,126.99091,NA,[M-H]-,378
HILICNeg_45,-1,Particulate,OBi1_set2,nontargeted,4.28,127.27446,NA,NA,379
HILICNeg_53,-1,Particulate,OBi1_set2,nontargeted,11.538,131.08153,NA,[M-H]-,381
HILICNeg_55,-1,Particulate,OBi1_set2,nontargeted,13.238,132.02913,NA,NA,382
HILICNeg_57,-1,Particulate,OBi1_set2,nontargeted,2.915,133.9908,NA,NA,383
HILICNeg_58,-1,Particulate,OBi1_set2,nontargeted,4.732,134.04611,51.68493:7455 51.79963:6324 52.99458:7223 54.95824:7338 58.37181:6793 59.33075:7561 60.12006:7222 65.01335:58191 65.97483:7278 68.02433:43737 72.72107:7101 75.48124:7622 80.02428:28946 80.96421:9590 92.02432:590201 107.03527:2179792 109.04078:7677 113.75312:9163 120.96758:6853 121.04894:8467 134.0463:3691300,NA,384
HILICNeg_70,-1,Particulate,OBi1_set2,nontargeted,9.438,140.6333,NA,NA,385
HILICNeg_73,-1,Particulate,OBi1_set2,nontargeted,9.446,141.50032,NA,NA,386
HILICNeg_74,-1,Particulate,OBi1_set2,nontargeted,9.57,142.04988,50.49536:7611 57.51929:6453 68.5017:7087 73.32371:7237 108.33372:7280 116.80191:8801 142.05011:107615 142.06889:7065,NA,387
HILICNeg_75,-1,Particulate,OBi1_set2,nontargeted,10.781,142.05016,52.79665:7076 56.8235:7914 58.62872:8939 69.71294:7010 72.55456:6759 78.9669:6809 98.06005:32580 102.50553:7180 109.26369:7054 112.2522:7821 142.05:20524,NA,388
HILICNeg_77,-1,Particulate,OBi1_set2,nontargeted,9.857,142.06952,55.82109:6494 76.62087:6505 93.14487:6500 95.5034:6037 142.06334:34731 142.06938:457794,NA,389
HILICNeg_83,-1,Particulate,OBi1_set2,nontargeted,11.405,145.5891,NA,NA,391
HILICNeg_86,-1,Particulate,OBi1_set2,nontargeted,7.11,146.045,NA,NA,392
HILICNeg_87,-1,Particulate,OBi1_set2,nontargeted,11.406,146.07651,NA,NA,393
HILICNeg_88,-1,Particulate,OBi1_set2,nontargeted,11.417,146.50258,NA,NA,394
HILICNeg_90,-1,Particulate,OBi1_set2,nontargeted,11.034,148.99005,NA,[M-H]-,395
HILICNeg_92,-1,Particulate,OBi1_set2,nontargeted,8.522,151.02528,50.31604:6960 57.49166:6986 59.83306:7391 94.78014:6485 108.01932:336758 126.03011:14157 126.70913:7296 136.01576:7798 146.77295:8211,NA,396
HILICNeg_93,-1,Particulate,OBi1_set2,nontargeted,12.855,152.98541,NA,NA,397
HILICNeg_102,-1,Particulate,OBi1_set2,nontargeted,5.201,160.06087,NA,NA,399
HILICNeg_108,-1,Particulate,OBi1_set2,nontargeted,9.537,167.02034,NA,NA,400
HILICNeg_117,-1,Particulate,OBi1_set2,nontargeted,9.768,175.06065,50.15618:6169 51.08667:6073 59.01265:11991 59.8452:7559 68.60125:7190 68.97561:6796 72.13523:6901 79.78297:7363 85.06478:196844 92.55552:6553 113.05981:172176 115.03906:479231 119.69511:6452 130.25392:7665 130.52605:7292 131.07033:27148 157.04999:27987 175.06061:91979,NA,402
HILICNeg_121,-1,Particulate,OBi1_set2,nontargeted,9.46,179.03979,NA,NA,403
HILICNeg_122,-1,Particulate,OBi1_set2,nontargeted,10.941,179.05553,NA,[M-H]-,404
HILICNeg_123,-1,Particulate,OBi1_set2,nontargeted,5.525,180.0294,NA,[M-H]-,405
HILICNeg_126,-1,Particulate,OBi1_set2,nontargeted,10.186,181.07124,NA,NA,406
HILICNeg_129,-1,Particulate,OBi1_set2,nontargeted,7.52,185.02158,NA,NA,408
HILICNeg_131,-1,Particulate,OBi1_set2,nontargeted,11.375,186.02539,NA,NA,409
HILICNeg_132,-1,Particulate,OBi1_set2,nontargeted,5.643,188.03772,NA,NA,410
HILICNeg_134,-1,Particulate,OBi1_set2,nontargeted,4.265,188.905,56.24233:6592 56.84712:8580 57.18656:6464 92.7298:7002 105.75894:6714 105.90719:6771 111.05541:18101 117.66795:6410 124.04542:6400 143.04543:27162 155.04552:44647 159.74245:7147 178.97694:6346,NA,411
HILICNeg_135,-1,Particulate,OBi1_set2,nontargeted,11.58,188.9623,NA,NA,412
HILICNeg_139,-1,Particulate,OBi1_set2,nontargeted,10.775,193.03497,NA,NA,414
HILICNeg_147,-1,Particulate,OBi1_set2,nontargeted,12.272,197.02113,NA,NA,416
HILICNeg_148,-1,Particulate,OBi1_set2,nontargeted,4.912,197.0424,NA,NA,417
HILICNeg_149,-1,Particulate,OBi1_set2,nontargeted,9.289,197.05075,NA,NA,418
HILICNeg_154,-1,Particulate,OBi1_set2,nontargeted,9.474,199.02492,NA,NA,419
HILICNeg_159,-1,Particulate,OBi1_set2,nontargeted,9.676,201.08748,NA,NA,420
HILICNeg_160,-1,Particulate,OBi1_set2,nontargeted,6.159,201.08786,NA,NA,421
HILICNeg_163,-1,Particulate,OBi1_set2,nontargeted,10.265,204.05086,NA,NA,422
HILICNeg_164,-1,Particulate,OBi1_set2,nontargeted,9.159,204.08733,NA,NA,423
HILICNeg_165,-1,Particulate,OBi1_set2,nontargeted,13.725,205.0349,NA,NA,424
HILICNeg_166,-1,Particulate,OBi1_set2,nontargeted,9.477,207.0506,NA,NA,425
HILICNeg_169,-1,Particulate,OBi1_set2,nontargeted,11.901,211.00085,NA,NA,426
HILICNeg_171,-1,Particulate,OBi1_set2,nontargeted,4.404,211.8824,NA,NA,427
HILICNeg_172,-1,Particulate,OBi1_set2,nontargeted,14.335,212.98878,NA,NA,428
HILICNeg_173,-1,Particulate,OBi1_set2,nontargeted,10.898,213.01643,NA,NA,429
HILICNeg_176,-1,Particulate,OBi1_set2,nontargeted,4.286,215.83759,NA,NA,430
HILICNeg_177,-1,Particulate,OBi1_set2,nontargeted,9.129,216.08716,NA,NA,431
HILICNeg_179,-1,Particulate,OBi1_set2,nontargeted,9.682,217.11914,NA,NA,432
HILICNeg_180,-1,Particulate,OBi1_set2,nontargeted,4.316,217.8358,NA,NA,433
HILICNeg_182,-1,Particulate,OBi1_set2,nontargeted,4.689,218.10284,NA,NA,434
HILICNeg_183,-1,Particulate,OBi1_set2,nontargeted,10.638,223.73857,NA,NA,435
HILICNeg_187,-1,Particulate,OBi1_set2,nontargeted,4.352,226.82991,NA,NA,436
HILICNeg_188,-1,Particulate,OBi1_set2,nontargeted,7.412,228.97151,NA,NA,437
HILICNeg_189,-1,Particulate,OBi1_set2,nontargeted,10.57,229.00204,NA,NA,438
HILICNeg_193,-1,Particulate,OBi1_set2,nontargeted,7.481,230.9697,NA,NA,440
HILICNeg_195,-1,Particulate,OBi1_set2,nontargeted,10.673,237.06134,NA,NA,441
HILICNeg_196,-1,Particulate,OBi1_set2,nontargeted,10.519,239.01678,NA,NA,442
HILICNeg_199,-1,Particulate,OBi1_set2,nontargeted,11.25,241.01187,NA,NA,443
HILICNeg_200,-1,Particulate,OBi1_set2,nontargeted,10.689,241.0119,NA,NA,444
HILICNeg_202,-1,Particulate,OBi1_set2,nontargeted,10.495,242.05162,NA,NA,446
HILICNeg_203,-1,Particulate,OBi1_set2,nontargeted,10.878,242.05186,NA,NA,447
HILICNeg_205,-1,Particulate,OBi1_set2,nontargeted,10.826,243.02727,NA,NA,448
HILICNeg_211,-1,Particulate,OBi1_set2,nontargeted,11.403,245.97084,NA,NA,450
HILICNeg_216,-1,Particulate,OBi1_set2,nontargeted,9.336,249.06168,NA,NA,451
HILICNeg_217,-1,Particulate,OBi1_set2,nontargeted,8.871,249.09799,NA,NA,452
HILICNeg_218,-1,Particulate,OBi1_set2,nontargeted,8.887,251.07687,NA,NA,453
HILICNeg_219,-1,Particulate,OBi1_set2,nontargeted,9.423,251.07709,NA,NA,454
HILICNeg_223,-1,Particulate,OBi1_set2,nontargeted,8.612,256.05939,NA,[M-H]-,455
HILICNeg_227,-1,Particulate,OBi1_set2,nontargeted,8.594,258.05679,NA,NA,456
HILICNeg_230,-1,Particulate,OBi1_set2,nontargeted,4.428,261.09628,NA,NA,458
HILICNeg_231,-1,Particulate,OBi1_set2,nontargeted,2.232,261.13446,NA,NA,459
HILICNeg_232,-1,Particulate,OBi1_set2,nontargeted,4.729,261.95978,NA,NA,460
HILICNeg_233,-1,Particulate,OBi1_set2,nontargeted,14.237,264.94266,NA,NA,461
HILICNeg_235,-1,Particulate,OBi1_set2,nontargeted,10.706,265.94662,NA,NA,462
HILICNeg_237,-1,Particulate,OBi1_set2,nontargeted,7.654,266.08948,NA,NA,463
HILICNeg_239,-1,Particulate,OBi1_set2,nontargeted,10.706,266.99033,NA,NA,464
HILICNeg_243,-1,Particulate,OBi1_set2,nontargeted,10.712,267.15234,NA,NA,465
HILICNeg_245,-1,Particulate,OBi1_set2,nontargeted,10.71,268.20441,NA,NA,466
HILICNeg_246,-1,Particulate,OBi1_set2,nontargeted,8.686,269.0549,NA,NA,467
HILICNeg_248,-1,Particulate,OBi1_set2,nontargeted,4.449,270.81268,NA,NA,468
HILICNeg_250,-1,Particulate,OBi1_set2,nontargeted,3.61,274.09366,NA,NA,469
HILICNeg_251,-1,Particulate,OBi1_set2,nontargeted,12.013,274.10461,NA,NA,470
HILICNeg_254,-1,Particulate,OBi1_set2,nontargeted,12.264,276.98825,NA,NA,471
HILICNeg_256,-1,Particulate,OBi1_set2,nontargeted,11.138,278.00061,NA,NA,472
HILICNeg_257,-1,Particulate,OBi1_set2,nontargeted,8.336,278.05521,NA,NA,473
HILICNeg_259,-1,Particulate,OBi1_set2,nontargeted,8.36,280.05246,NA,NA,474
HILICNeg_260,-1,Particulate,OBi1_set2,nontargeted,6.053,281.03583,NA,NA,475
HILICNeg_261,-1,Particulate,OBi1_set2,nontargeted,13.128,282.0202,NA,[M-H]-,476
HILICNeg_263,-1,Particulate,OBi1_set2,nontargeted,13.8,282.9527,NA,NA,477
HILICNeg_264,-1,Particulate,OBi1_set2,nontargeted,11.14,284.09912,NA,NA,478
HILICNeg_273,-1,Particulate,OBi1_set2,nontargeted,14.529,290.96756,NA,NA,479
HILICNeg_274,-1,Particulate,OBi1_set2,nontargeted,10.007,292.01648,NA,NA,480
HILICNeg_276,-1,Particulate,OBi1_set2,nontargeted,14.22,294.99377,NA,NA,481
HILICNeg_279,-1,Particulate,OBi1_set2,nontargeted,10.461,298.98987,NA,[M-H]-,482
HILICNeg_281,-1,Particulate,OBi1_set2,nontargeted,4.252,299.87515,50.3279:5750 51.58427:7368 53.90731:6183 61.34919:7053 61.93173:6706 76.46703:7504 97.70358:8057 126.35505:7435 126.90411:102630 130.20837:7165 137.58174:6872 227.2164:13292,NA,483
HILICNeg_282,-1,Particulate,OBi1_set2,nontargeted,8.309,300.00879,NA,NA,484
HILICNeg_283,-1,Particulate,OBi1_set2,nontargeted,11.842,300.04883,NA,NA,485
HILICNeg_284,-1,Particulate,OBi1_set2,nontargeted,11.662,301.06558,NA,NA,486
HILICNeg_285,-1,Particulate,OBi1_set2,nontargeted,4.725,302.06638,NA,NA,487
HILICNeg_290,-1,Particulate,OBi1_set2,nontargeted,10.697,305.02814,NA,NA,488
HILICNeg_291,-1,Particulate,OBi1_set2,nontargeted,11.669,305.99588,NA,NA,489
HILICNeg_293,-1,Particulate,OBi1_set2,nontargeted,11.231,306.07666,NA,NA,490
HILICNeg_294,-1,Particulate,OBi1_set2,nontargeted,4.163,306.96878,NA,NA,491
HILICNeg_296,-1,Particulate,OBi1_set2,nontargeted,4.321,312.87039,NA,NA,492
HILICNeg_297,-1,Particulate,OBi1_set2,nontargeted,12.06,313.04431,NA,NA,493
HILICNeg_298,-1,Particulate,OBi1_set2,nontargeted,10.849,313.11386,NA,NA,494
HILICNeg_301,-1,Particulate,OBi1_set2,nontargeted,4.316,316.73898,62.93098:7298 64.97737:9158 65.81864:6960 67.22753:6656 76.33903:6684 90.42822:7137 102.05642:6845 123.95325:8305 144.84041:6802 162.28973:6805 164.00603:8185 191.55229:7112 216.39873:27645 216.41397:72321 216.42561:10186 287.78705:7771 293.05716:6892,NA,495
HILICNeg_305,-1,Particulate,OBi1_set2,nontargeted,4.343,318.7373,NA,NA,496
HILICNeg_306,-1,Particulate,OBi1_set2,nontargeted,10.886,319.02765,NA,NA,497
HILICNeg_308,-1,Particulate,OBi1_set2,nontargeted,11.341,320.0112,NA,NA,498
HILICNeg_310,-1,Particulate,OBi1_set2,nontargeted,9.089,320.05786,NA,NA,499
HILICNeg_311,-1,Particulate,OBi1_set2,nontargeted,10.424,321.04984,NA,NA,500
HILICNeg_312,-1,Particulate,OBi1_set2,nontargeted,9.714,321.13022,NA,NA,501
HILICNeg_315,-1,Particulate,OBi1_set2,nontargeted,5.648,322.15616,NA,NA,502
HILICNeg_318,-1,Particulate,OBi1_set2,nontargeted,8.23,324.00241,NA,NA,503
HILICNeg_319,-1,Particulate,OBi1_set2,nontargeted,9.153,325.043,NA,NA,504
HILICNeg_320,-1,Particulate,OBi1_set2,nontargeted,10.811,325.12546,NA,NA,505
HILICNeg_321,-1,Particulate,OBi1_set2,nontargeted,11.302,326.10983,NA,NA,506
HILICNeg_322,-1,Particulate,OBi1_set2,nontargeted,4.277,327.90649,60.01038:6747 65.38969:7014 67.99055:7169 78.35836:6815 88.17626:6063 99.56041:7742 126.90417:86394 127.93592:6596 137.72385:7220 143.47171:6313 155.05804:6543 216.67882:91625 222.40335:8032 251.1566:8116 274.18466:8481,NA,507
HILICNeg_323,-1,Particulate,OBi1_set2,nontargeted,4.705,329.0853,NA,NA,508
HILICNeg_324,-1,Particulate,OBi1_set2,nontargeted,10.728,330.06815,NA,NA,509
HILICNeg_325,-1,Particulate,OBi1_set2,nontargeted,11.071,331.02728,NA,NA,510
HILICNeg_327,-1,Particulate,OBi1_set2,nontargeted,10.02,334.02692,NA,NA,511
HILICNeg_328,-1,Particulate,OBi1_set2,nontargeted,4.691,334.07059,NA,NA,512
HILICNeg_330,-1,Particulate,OBi1_set2,nontargeted,11.03,337.12582,NA,NA,513
HILICNeg_331,-1,Particulate,OBi1_set2,nontargeted,2.261,339.07864,NA,NA,514
HILICNeg_332,-1,Particulate,OBi1_set2,nontargeted,9.806,340.12573,NA,NA,515
HILICNeg_334,-1,Particulate,OBi1_set2,nontargeted,14.239,344.02982,NA,NA,516
HILICNeg_337,-1,Particulate,OBi1_set2,nontargeted,10.739,345.04962,NA,NA,517
HILICNeg_339,-1,Particulate,OBi1_set2,nontargeted,4.654,350.07138,NA,NA,518
HILICNeg_340,-1,Particulate,OBi1_set2,nontargeted,11.05,353.00934,NA,NA,519
HILICNeg_343,-1,Particulate,OBi1_set2,nontargeted,10.96,361.00757,NA,NA,520
HILICNeg_344,-1,Particulate,OBi1_set2,nontargeted,11.339,361.10187,NA,[M-H]-,521
HILICNeg_346,-1,Particulate,OBi1_set2,nontargeted,4.277,364.90298,NA,NA,522
HILICNeg_348,-1,Particulate,OBi1_set2,nontargeted,10.701,366.99722,NA,NA,523
HILICNeg_349,-1,Particulate,OBi1_set2,nontargeted,12.503,368.05185,NA,NA,524
HILICNeg_350,-1,Particulate,OBi1_set2,nontargeted,4.341,368.93387,NA,NA,525
HILICNeg_351,-1,Particulate,OBi1_set2,nontargeted,10.52,369.01663,NA,NA,526
HILICNeg_352,-1,Particulate,OBi1_set2,nontargeted,9.75,371.15002,NA,NA,527
HILICNeg_353,-1,Particulate,OBi1_set2,nontargeted,14.176,371.53891,NA,NA,528
HILICNeg_354,-1,Particulate,OBi1_set2,nontargeted,14.302,372.97131,NA,NA,529
HILICNeg_355,-1,Particulate,OBi1_set2,nontargeted,10.525,377.00305,NA,NA,530
HILICNeg_356,-1,Particulate,OBi1_set2,nontargeted,4.245,378.84778,NA,NA,531
HILICNeg_357,-1,Particulate,OBi1_set2,nontargeted,4.388,380.71396,NA,NA,532
HILICNeg_358,-1,Particulate,OBi1_set2,nontargeted,6.107,381.00671,NA,NA,533
HILICNeg_360,-1,Particulate,OBi1_set2,nontargeted,10.622,383.10001,NA,NA,534
HILICNeg_361,-1,Particulate,OBi1_set2,nontargeted,11.717,383.9733,NA,NA,535
HILICNeg_362,-1,Particulate,OBi1_set2,nontargeted,11.281,388.01367,NA,NA,536
HILICNeg_365,-1,Particulate,OBi1_set2,nontargeted,4.486,394.00165,NA,NA,537
HILICNeg_366,-1,Particulate,OBi1_set2,nontargeted,11.43,397.98929,NA,NA,538
HILICNeg_367,-1,Particulate,OBi1_set2,nontargeted,10.627,398.09885,NA,NA,539
HILICNeg_368,-1,Particulate,OBi1_set2,nontargeted,4.483,398.98691,NA,NA,540
HILICNeg_369,-1,Particulate,OBi1_set2,nontargeted,10.641,399.09509,NA,NA,541
HILICNeg_370,-1,Particulate,OBi1_set2,nontargeted,13.633,402.99536,NA,NA,542
HILICNeg_371,-1,Particulate,OBi1_set2,nontargeted,4.731,404.03397,NA,NA,543
HILICNeg_372,-1,Particulate,OBi1_set2,nontargeted,11.042,409.0043,NA,NA,544
HILICNeg_373,-1,Particulate,OBi1_set2,nontargeted,9.806,412.00433,NA,NA,545
HILICNeg_374,-1,Particulate,OBi1_set2,nontargeted,9.157,412.09085,NA,NA,546
HILICNeg_375,-1,Particulate,OBi1_set2,nontargeted,9.143,414.08777,NA,NA,547
HILICNeg_376,-1,Particulate,OBi1_set2,nontargeted,9.834,416.43884,NA,NA,548
HILICNeg_377,-1,Particulate,OBi1_set2,nontargeted,9.154,417.07666,NA,NA,549
HILICNeg_378,-1,Particulate,OBi1_set2,nontargeted,9.866,419.00909,NA,NA,550
HILICNeg_382,-1,Particulate,OBi1_set2,nontargeted,12.008,429.12439,NA,NA,551
HILICNeg_384,-1,Particulate,OBi1_set2,nontargeted,10.801,433.09946,NA,NA,552
HILICNeg_385,-1,Particulate,OBi1_set2,nontargeted,4.361,433.91968,NA,NA,553
HILICNeg_387,-1,Particulate,OBi1_set2,nontargeted,4.353,438.80707,NA,[M-H]-,554
HILICNeg_388,-1,Particulate,OBi1_set2,nontargeted,10.847,441.03702,NA,NA,555
HILICNeg_389,-1,Particulate,OBi1_set2,nontargeted,10.581,441.03802,NA,NA,556
HILICNeg_390,-1,Particulate,OBi1_set2,nontargeted,4.41,443.64377,NA,NA,557
HILICNeg_392,-1,Particulate,OBi1_set2,nontargeted,10.79,447.13629,NA,NA,558
HILICNeg_393,-1,Particulate,OBi1_set2,nontargeted,10.799,454.12033,NA,NA,559
