mass_feature,sample_fraction,med_pvalue_h,med_pvalue_hNH4,med_fc_h,med_fc_hNH4,med_pvalue_cmb,med_qvalue_h,med_qvalue_hNH4,med_qvalue_cmb,core_metabolite
Guanosine monophosphate,Particulate,0.4594861486085804,0.33257568898571577,1.9213684370026858,4.378121403686476,0.1528139224528916,0.496213782936137,0.6014064082849468,0.1815840770290684,non-core
HILICNeg_1,Particulate,0.1562877532971011,0.5982341727283151,1.5138012906559855,0.9908821641547503,0.09349667480125828,0.24146648015488856,0.6830014302613983,0.12310395515499008,non-core
HILICNeg_10,Dissolved,0.26839451605008224,0.6432954228371506,0.16162273916204037,0.5981536959687961,0.17265696368961006,0.3499599952603742,0.7033956872544623,0.19875992905616313,non-core
HILICNeg_10,Particulate,0.05631372383276995,0.011308863578148535,6.40692865095834,4.574976932896441,6.368442204023273e-4,0.13347983940319944,0.11919104412964113,0.004264092535718467,non-core
HILICNeg_102,Particulate,0.09415702227931687,0.271331515466091,1.4609942872380026,1.0701833749067013,0.025547767546821542,0.1791032656357659,0.5622344845067854,0.04720675508873323,non-core
HILICNeg_108,Particulate,0.32769741908455735,0.5023198555500217,3.216003883821587,0.7507990845195456,0.16460892021866977,0.40171401760365627,0.6284504267436711,0.19194250475682526,non-core
HILICNeg_117,Particulate,0.3053564057177939,0.24826444529967126,2.3568695931846584,1.6292948391400008,0.07580913868422946,0.3818064200164198,0.5382041000558174,0.10392923134150331,non-core
HILICNeg_121,Particulate,0.007362049686288213,0.0045358551365763415,0.14746050208001898,0.3707507238304957,3.3393190885280635e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_122,Particulate,0.03753459191567405,0.596743112799022,0.28775564806535203,0.9996801891943892,0.02239850921740034,0.11206770850324267,0.6830014302613983,0.04315810312621041,non-core
HILICNeg_123,Particulate,0.012607646756596699,0.003409660922548981,928.8757839769064,417.8877519953794,4.2987800471269164e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_126,Particulate,0.06441831186899644,0.028838078990292733,2.0737212061982784,4.321877658354206,0.001857700366099431,0.14201376113300737,0.16272916001665186,0.008108601808817551,non-core
HILICNeg_129,Particulate,0.24923304985637595,0.8649838258286657,2.937545885054142,0.9723326929034783,0.21558255698771467,0.3310941143489513,0.8746716446779469,0.23695334959345335,non-core
HILICNeg_13,Particulate,0.38798058089239384,0.5987069499443269,2.333583500607996,0.6635072061745855,0.23228667022371333,0.44875713819065594,0.6830014302613983,0.25056317207104056,non-core
HILICNeg_131,Particulate,0.17462192671166116,0.12778325904865664,1.4201545872424293,1.4559904716791943,0.022313758896571733,0.26042466383227125,0.42001311864553603,0.04315810312621041,non-core
HILICNeg_132,Particulate,0.013952221752295501,0.003062761405457352,101.99414126573647,34.07495948704582,4.27323263033132e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_134,Particulate,0.011949081295727998,0.0033257185374520664,13935.111910779497,825.6546793696614,3.973928117072436e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_135,Particulate,0.4095848332377964,0.5586509402430333,1.837293946974591,1.1085950325595952,0.22881495219758094,0.4652707855205737,0.6622450264190581,0.24762166059738214,non-core
HILICNeg_139,Particulate,0.4229240915524983,0.44439184606589854,0.43382068910842375,0.5574048201466909,0.1879440177907578,0.4719803130682539,0.6116464582683339,0.21272663217919333,non-core
HILICNeg_14,Particulate,0.04476707234668538,0.01794217070905005,3.9847574426514223,4.575698903148431,8.03218454188623e-4,0.12391788796047613,0.126488581708794,0.004700315398585275,non-core
HILICNeg_147,Particulate,0.0025171968439237653,0.5251675428212901,0.048245214864192296,0.8972985732760272,0.0013219500813209503,0.09445051726811608,0.6407449557201841,0.006516368158191825,non-core
HILICNeg_148,Particulate,0.182445928038029,0.4410862468094911,0.4745529829788809,0.7650975546038752,0.08047438964396872,0.26511021579896665,0.6116464582683339,0.10914123230684171,non-core
HILICNeg_149,Particulate,0.03181568210771284,0.01221648301695348,4.527822071808904,0.5468000856009052,3.886757401416646e-4,0.10498204884112565,0.11919104412964113,0.0033240839103350255,non-core
HILICNeg_154,Particulate,0.003730808482090558,0.003810944418986462,0.007010183348503887,0.31136733447734255,1.4217903763130366e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_159,Particulate,0.09239122584928518,0.10093181375409846,1.8525269599187837,0.7685518734669208,0.0093252139999329,0.17671213377800027,0.3700995956363906,0.023764255032087064,non-core
HILICNeg_160,Particulate,0.011385696000225038,0.009247734525278455,16.80828306410513,9.694669817721945,1.0529189399560589e-4,0.09445051726811608,0.11919104412964113,0.0018484576945895258,non-core
HILICNeg_163,Particulate,0.012845021628711036,0.48002736316656214,0.13293741792566166,1.098779015129264,0.006165961862247618,0.09445051726811608,0.6153697637348221,0.01747483361856724,non-core
HILICNeg_164,Particulate,0.1419888131082762,0.43516808343553287,2.048855691946213,0.887027040903359,0.061788999669614625,0.2296400734752288,0.6116464582683339,0.08898426498319194,non-core
HILICNeg_165,Particulate,0.34907655794336445,0.15582806089587525,0.759866687177007,0.5369894021422075,0.05439592312852112,0.4243849275942905,0.44765152039178707,0.08013571892127122,non-core
HILICNeg_166,Particulate,0.0029437694689089227,0.14705811300355523,0.09400902798086794,0.7889229472897874,4.329051832152241e-4,0.09445051726811608,0.43839965763324007,0.003463241465721793,non-core
HILICNeg_169,Particulate,0.2551633876882436,0.40012289973970183,1.6036311923076383,0.8324125896259674,0.10209671458922576,0.3354632529648751,0.6116464582683339,0.13141573038776105,non-core
HILICNeg_171,Particulate,0.07907010928554788,0.025955532565097028,95.06611267676115,143.84786141304107,0.0020523067964868186,0.16073917598691817,0.15330744468356375,0.008552696743475832,non-core
HILICNeg_172,Particulate,0.30922485993776305,0.5382557949205444,2.0228855449308987,0.8024319983618866,0.16644207279499468,0.38353712541365276,0.6454984106068009,0.19372263352934924,non-core
HILICNeg_173,Particulate,0.0034443238950812626,0.3722406105562035,0.16381784088857876,0.9052776118503689,0.0012821172296583702,0.09445051726811608,0.6075997707499129,0.006430937215429285,non-core
HILICNeg_176,Particulate,0.010945381762823926,0.0027472720926880077,216.19270968354095,42.991646103828096,3.006994186082244e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_177,Particulate,0.12253113698680462,0.36553410087873606,0.9307297367518982,1.1165505222335061,0.04478930898812087,0.20972310508523162,0.6075997707499129,0.06853957210772976,non-core
HILICNeg_179,Particulate,0.03411233009553391,0.5626052822137269,0.0721345543114065,0.8556793022897022,0.019191777100365664,0.10776780900827877,0.6633704073863347,0.0396379187170951,non-core
HILICNeg_18,Particulate,0.4456309413614996,0.6553059414777095,1.1777854917439325,0.9868725337187626,0.2920246035804955,0.48537846957899183,0.713046912255462,0.3049952573283094,non-core
HILICNeg_180,Particulate,0.014900873185107216,0.0021302203230382836,226.27061407304814,43.667036345411624,3.174214288993159e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_182,Particulate,0.03455620720986101,0.6897680894646743,3.3209289144079,0.9669468640111929,0.02383576902629123,0.10862966127852347,0.7387934739114329,0.045102413247353465,non-core
HILICNeg_183,Particulate,0.01518572186648202,0.04893133591582757,13.582867610169258,4.114513426730891,7.430576577731598e-4,0.09445051726811608,0.23788157152925402,0.0045155042280061244,non-core
HILICNeg_187,Particulate,0.02332173073052978,0.02777282124015988,Inf,Inf,6.477102585901469e-4,0.09776877687103308,0.15956748203437313,0.004264092535718467,non-core
HILICNeg_188,Particulate,0.44777034140765715,0.2505934735596463,1.2088883783600994,0.5992966462643441,0.11220832521033353,0.4860413107587389,0.5386907322778791,0.14211555417420998,non-core
HILICNeg_189,Particulate,0.06247083014145653,0.1238334040516142,29.709597605239217,14.16170824970732,0.007735975550346746,0.14117073715240178,0.414856495077287,0.020561725370556918,non-core
HILICNeg_19,Particulate,0.25741017038943026,0.31832420169885467,1.0701919736881824,0.8688095199513841,0.08193988699838155,0.3377178888373723,0.5983503280230728,0.11065386449354091,non-core
HILICNeg_193,Particulate,0.4655696256319688,0.3283126966537412,1.2422397876280877,0.6395745097009253,0.1528524192713044,0.500231323648562,0.6014064082849468,0.1815840770290684,non-core
HILICNeg_195,Particulate,0.0173904956406099,0.02632484380075834,8.326088472501537,3.9336135198455326,4.578020813568245e-4,0.09597943230093102,0.15404908594517844,0.0036166364427189135,non-core
HILICNeg_196,Particulate,0.009900218673710336,0.1459261947741145,0.18267932861982472,1.3438880445374708,0.00144470123848618,0.09445051726811608,0.4372653820141025,0.006865046486641097,non-core
HILICNeg_199,Particulate,0.06344101610125936,0.014123563463433611,1.4783033420443077,0.5439637111097695,8.960132170908503e-4,0.1416576398388694,0.1218780426686781,0.005011330559304578,non-core
HILICNeg_2,Dissolved,0.42898755872639494,0.1863446791230495,1.2346660570120012,0.34037853309290544,0.07993954897865042,0.4770702273051853,0.49238316254386133,0.10864902140754208,non-core
HILICNeg_20,Dissolved,0.1438607492133409,0.13560600713940796,40.233746062252365,2.0016186592130234,0.019508381784904886,0.22982936537740878,0.4306683241814363,0.039786674812715805,non-core
HILICNeg_20,Particulate,0.0913707950589644,0.0847445990214735,0.5193062869394702,0.6041952383469082,0.007743181389545169,0.17671213377800027,0.3306085591455015,0.020561725370556918,non-core
HILICNeg_200,Particulate,0.19017784623443465,0.03494232800938132,1.4191404953069084,0.6131456112003724,0.006645256683241299,0.27321930397933486,0.18101271558958193,0.018339747702220528,non-core
HILICNeg_202,Particulate,0.0227214584553651,0.13491689863915424,0.29465321910727305,1.29852287621855,0.003065508707356247,0.09776877687103308,0.43064383808053275,0.010823472084073454,non-core
HILICNeg_203,Particulate,0.07923049147071715,0.013928186062116259,2.1512910480616734,4.363671972369433,0.0011035370269970636,0.16073917598691817,0.1218780426686781,0.005811961675517868,non-core
HILICNeg_205,Particulate,0.2709241129812011,0.17447572997307242,2.6750720759470887,1.7737568137107385,0.047269682379702214,0.35128326778290336,0.4752959540645766,0.07112961729517095,non-core
HILICNeg_211,Particulate,0.051019038744577964,0.4384626689606307,0.297676167022809,1.1464546550566155,0.022369943895753478,0.12855987937621827,0.6116464582683339,0.04315810312621041,non-core
HILICNeg_216,Particulate,0.04800023754409178,0.12406309742026463,4.605604606815541,2.037249566925797,0.005955058146628502,0.1268550540866823,0.414856495077287,0.01718537328159458,non-core
HILICNeg_217,Particulate,0.02209573653663198,0.3846813718245923,0.0031643048586115483,0.8214968959349005,0.008499818242386355,0.09776877687103308,0.6075997707499129,0.021836931419464134,non-core
HILICNeg_218,Particulate,0.05414779911134954,0.571080552609853,1.2763531507313328,0.9869679134244895,0.030922755039116803,0.1311964651135411,0.6667105729856241,0.05339666990361153,non-core
HILICNeg_219,Particulate,0.11300437696480403,0.015427600337807355,0.8378107401475696,0.5659271664488204,0.0017433863642359203,0.19932716492402933,0.1218780426686781,0.007870144158550725,non-core
HILICNeg_22,Particulate,0.17471008943708274,0.06075354230722445,1.0655119835715285,0.6479539732202518,0.010614256810114773,0.26042466383227125,0.2629879365627798,0.025800808861509754,non-core
HILICNeg_223,Particulate,0.007229380514910306,0.3795481992795678,0.30807806961424555,1.0641415266596579,0.0027438983563410012,0.09445051726811608,0.6075997707499129,0.010322284292901862,non-core
HILICNeg_227,Particulate,0.00407925464442977,0.3893637771419537,0.15591114448862733,1.0727386848403997,0.0015883139962790324,0.09445051726811608,0.6075997707499129,0.007327112741958747,non-core
HILICNeg_23,Particulate,0.23750799030427847,0.5927593421635466,0.6824669595017281,1.0022207030292005,0.14078508009135013,0.3199562090509599,0.6798981928264274,0.16980185232391848,non-core
HILICNeg_230,Particulate,0.061662091366419675,0.11852048733281248,3.4382024913153506,1.4282519447703415,0.0073082211187084686,0.14034203590565053,0.40489161078020264,0.01973844336334937,non-core
HILICNeg_231,Particulate,0.26060184938954867,0.3190570578224296,1.4023743741964674,0.6521869140599547,0.08314685932931332,0.34049830115712637,0.5983503280230728,0.11180598956622556,non-core
HILICNeg_232,Particulate,0.19561982053686097,0.10521686895347213,7784.135670460293,471.8981785974049,0.020582505022128637,0.27851700906032895,0.37998320673482505,0.04116501004425727,non-core
HILICNeg_233,Particulate,0.16293472656415134,0.26309221694002777,0.6844412198008191,0.8089124417617287,0.04286685842827981,0.24744588830964254,0.5561012746023329,0.06623925312144949,non-core
HILICNeg_235,Particulate,0.16327531842793735,0.729503487302129,1.9617085453543364,1.070945061682787,0.11910991418354587,0.24744588830964254,0.7608023167903392,0.1490642886415861,non-core
HILICNeg_237,Particulate,0.037136866502030755,0.6023020747841696,0.3516236389246698,0.9733179973931813,0.022367611745155853,0.11206770850324267,0.6846311353661785,0.04315810312621041,non-core
HILICNeg_239,Particulate,0.17436747509452313,0.6076155305791551,1.729854045931645,0.8925309939467975,0.10594838589530628,0.26042466383227125,0.6894309072280539,0.13554530341261856,non-core
HILICNeg_24,Particulate,0.04328396605526015,0.002828139546871238,3.7424278644351263,5.384435955412023,1.224130961463135e-4,0.12161645329685926,0.1119903253001749,0.0019341269191117533,non-core
HILICNeg_243,Particulate,0.23782571759378435,0.6333094654680768,1.7911280184305776,1.0114091735724915,0.15061727808388134,0.3199562090509599,0.6982855638489525,0.17960399952643963,non-core
HILICNeg_245,Particulate,0.11847583250514136,0.7396530475196951,2.0178965697694364,1.032015444341904,0.08763101056986076,0.2033301449750399,0.763824715739293,0.11684134742648102,non-core
HILICNeg_246,Particulate,0.007493474989164752,0.20385098078403188,0.3267942396039022,0.8494607938611097,0.0015275522260218472,0.09445051726811608,0.5074008175661061,0.007204574677953788,non-core
HILICNeg_248,Particulate,0.02454243318275389,0.004906409272408258,Inf,Inf,1.204152217353238e-4,0.09776877687103308,0.1119903253001749,0.0019341269191117533,non-core
HILICNeg_25,Particulate,0.22261141308248666,0.12638665382983139,2.715005707428875,1.72303731978703,0.02813511160382584,0.30589443223601054,0.418200865028552,0.05042361424386345,non-core
HILICNeg_250,Particulate,0.009873201162532062,0.3678384018176355,0.2395961091227505,1.170247820896017,0.0036317425364498146,0.09445051726811608,0.6075997707499129,0.011954485849147305,non-core
HILICNeg_251,Particulate,0.02112555109416546,0.19009729693149074,0.024904504378849918,0.6232717012678312,0.00401591015918895,0.09599687235402066,0.49238316254386133,0.012879107690512266,non-core
HILICNeg_254,Particulate,0.0189157410308363,0.3835515207098548,0.21907669533735513,0.8538850387429581,0.007255161237731059,0.09599687235402066,0.6075997707499129,0.019706324980335255,non-core
HILICNeg_256,Particulate,0.3692104416642338,0.5114388002818228,1.1929470979835164,1.0933872499289894,0.18882854533627763,0.43496962978996,0.6292975138956001,0.21272663217919333,non-core
HILICNeg_257,Particulate,0.14470859039118028,0.24210870669034285,0.13933834252726746,0.4455734799294383,0.03503520966659123,0.23030063884310645,0.5382041000558174,0.05842282983980385,non-core
HILICNeg_259,Particulate,0.1505267462306617,0.26801003254787015,0.056968551636370796,0.38973454061182106,0.04034267815660463,0.2354297631932763,0.5622344845067854,0.06393160521010718,non-core
HILICNeg_260,Particulate,0.02882769107740106,0.016636620869682026,0.1476408464980461,0.200756274426898,4.7959536700303677e-4,0.09861736876835651,0.126488581708794,0.0037420280487150525,non-core
HILICNeg_261,Particulate,0.5953943724755616,0.23950469506411742,0.9805377489952384,0.6110459570152226,0.14259974762265093,0.611772534825213,0.5382041000558174,0.1713365788926148,non-core
HILICNeg_263,Particulate,0.03333752264423487,0.16946312598571017,0.29186614613331396,0.6537969658610485,0.005649480799911439,0.10776780900827877,0.4724593805453412,0.01652996234048162,non-core
HILICNeg_264,Particulate,0.07526584447138593,0.2340906633649452,0.03106070164317307,0.5506016161954292,0.017619031461029524,0.1558736386103874,0.5382041000558174,0.037117426277902196,non-core
HILICNeg_273,Particulate,0.13154563961550086,0.35321279126642874,0.5210907251431487,0.7529945695931782,0.046463602547518766,0.22033707865284488,0.6061971428019474,0.07025118854074608,non-core
HILICNeg_274,Particulate,0.16643478964385186,0.032725742169114946,1.932200501933604,4.3344627584084465,0.0054467020138555785,0.24984891589561686,0.173841653574101,0.016161106444867256,non-core
HILICNeg_276,Particulate,0.09994563064870049,0.5061412455894441,2.1524347453353467,0.8304506574164805,0.05058660598775578,0.1855715656781427,0.6284504267436711,0.07522525878649801,non-core
HILICNeg_279,Particulate,0.056284663559569695,0.060606692848144836,0.5016365691990887,1.3777085993744915,0.0034112273164160108,0.13347983940319944,0.2629879365627798,0.011528853818047694,non-core
HILICNeg_281,Particulate,0.014540033533567226,0.0033488433164948353,25705.182273958257,56.66332258142785,4.869229412049739e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_282,Particulate,0.019237116909910514,0.3259955745999372,0.3919839599133217,1.110986012473718,0.006271214980692446,0.09599687235402066,0.6006682307497385,0.01761514607910056,non-core
HILICNeg_283,Particulate,0.27028345050453534,0.26685265230663835,1.6349017636392618,0.7630033013841184,0.07212585564172526,0.35128326778290336,0.5621695875259848,0.10018360607817663,non-core
HILICNeg_284,Particulate,0.005812949597793484,0.17151394212035193,0.09653673136177905,0.8021495877782867,9.970019008644748e-4,0.09445051726811608,0.474743124811213,0.005295001691986118,non-core
HILICNeg_285,Particulate,0.06203644200471935,0.5524333330154277,0.38621914242650884,0.9795386123883467,0.034270998425085394,0.14068978811784566,0.6612459592154363,0.05760444416131375,non-core
HILICNeg_29,Particulate,0.0063550304551698664,0.4366356610980217,0.3171534610528136,0.9667120682217738,0.0027748329240911565,0.09445051726811608,0.6116464582683339,0.010376889988317225,non-core
HILICNeg_290,Particulate,0.03190792980525551,0.6908654162684443,5.290061521175426,1.0573890638654384,0.02204408520717215,0.10498204884112565,0.7387934739114329,0.04313269922889411,non-core
HILICNeg_291,Particulate,0.008022784264138192,0.15081484467176176,0.36718383903550045,0.823971339246989,0.0012099549626310559,0.09445051726811608,0.44241041454855695,0.006217004360835995,non-core
HILICNeg_293,Particulate,0.5711589292363142,0.6977523077327067,3.0243409143887536,1.6883136656370055,0.39852746095677993,0.5897332033578203,0.743641582608888,0.40493465486283753,non-core
HILICNeg_294,Particulate,0.013409295265955542,0.005775043664132265,Inf,Inf,7.743926566613533e-5,0.09445051726811608,0.1119903253001749,0.0017479148536070548,non-core
HILICNeg_296,Particulate,0.013783933910919973,0.0017386007483862224,Inf,Inf,2.3964757813231695e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_297,Particulate,0.01480340636274563,0.19684151566743746,0.02113819105807876,0.6936751534285965,0.0029139249454838375,0.09445051726811608,0.5004133556650807,0.01055983930263764,non-core
HILICNeg_298,Particulate,0.029212806096549266,0.34225091373654587,0,0.6192827547542223,0.009998109579352524,0.09867091420908927,0.602765879086233,0.024682833024026542,non-core
HILICNeg_301,Particulate,0.01202470343520268,0.0042782001252543705,2731.174889559758,505.75984050648225,5.1444087742630765e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_305,Particulate,0.01516853439825147,0.005342229189815861,10183.755266393391,1991.7812871185743,8.103378722906497e-5,0.09445051726811608,0.1119903253001749,0.0017508200399612276,non-core
HILICNeg_306,Particulate,0.004571877073165259,0.5717676116427346,0.00899895648752505,1.0302782097691092,0.002614051234847876,0.09445051726811608,0.6667105729856241,0.009952291448336491,non-core
HILICNeg_308,Particulate,0.04760843415795907,0.24337932327162576,2.60719200952423,1.213851229489054,0.01158690848738583,0.1268550540866823,0.5382041000558174,0.02722277384396968,non-core
HILICNeg_31,Dissolved,0.24311262114722357,0.7364833066169836,8.307161396677946,0.7159462028486543,0.17904838710282922,0.32500318827049884,0.763824715739293,0.20437542270576567,non-core
HILICNeg_310,Particulate,0.4190945956200345,0.4499841405690987,0.9586781279474865,1.0070269789612383,0.18858592142723518,0.46935638133813384,0.6116464582683339,0.21272663217919333,non-core
HILICNeg_311,Particulate,0.39974644879143933,0.3429232881853504,2.3503913061415798,2.8837010430262033,0.13708236665997717,0.459021690746047,0.602765879086233,0.16719544899629363,non-core
HILICNeg_312,Particulate,0.025486071735348892,0.3211580580194274,18.116556193395233,0,0.008185057305068468,0.09776877687103308,0.5987371465140947,0.021464548617440963,non-core
HILICNeg_315,Particulate,0.013530341581886512,0.008562395056591766,Inf,Inf,1.158521298747431e-4,0.09445051726811608,0.11889074289355372,0.0019268038442325694,non-core
HILICNeg_318,Particulate,0.016189495210272072,0.21560462371533112,0.27215100977556134,0.7291550573738224,0.0034905300229518656,0.09518823572706264,0.5184890984690047,0.01167203690214592,non-core
HILICNeg_319,Particulate,0.2734155653297491,0.38866158527270567,2.0078531811775564,0.6574373831177682,0.10626612705929331,0.35288391053737944,0.6075997707499129,0.13567715616459267,non-core
HILICNeg_32,Dissolved,0.0882323275023266,0.11257546599653395,2031.614239595016,5.476861417354913,0.009932795384533216,0.1739985340496192,0.3952649694989414,0.024617751698137225,non-core
HILICNeg_320,Particulate,0.012490921650453339,0.37224535445491885,0.0015974655054315778,0.807843183805141,0.004649687557241623,0.09445051726811608,0.6075997707499129,0.014475874562446827,non-core
HILICNeg_321,Particulate,0.42686582587576405,0.5569332685818591,1.1036846194625012,0.7664033898785474,0.237735779650884,0.47554350777387744,0.6622450264190581,0.25488549537297084,non-core
HILICNeg_322,Particulate,0.015315375004337006,0.005748176046641238,15790.082181232618,210.87256329053488,8.803547174525792e-5,0.09445051726811608,0.1119903253001749,0.0017508200399612276,non-core
HILICNeg_323,Particulate,0.0036393934952458173,0.013309301658345915,0.12699805653551763,0.4244053430404985,4.843778588164849e-5,0.09445051726811608,0.1218780426686781,0.0015117290447392753,non-core
HILICNeg_324,Particulate,0.02888634738726663,0.4934678561481266,4.468164122878489,0.9817158211020998,0.014254483917144503,0.09861736876835651,0.626248363625735,0.03172124590012439,non-core
HILICNeg_325,Particulate,0.12782910275187997,0.40551929178388785,1.2295486137602045,1.0064622029424026,0.0518371672173122,0.2164572806598501,0.6116464582683339,0.07690396638812515,non-core
HILICNeg_327,Particulate,0.05155787656516986,0.37472753937691466,Inf,Inf,0.019320156220764793,0.12934212860695174,0.6075997707499129,0.03977309033069495,non-core
HILICNeg_328,Particulate,0.012894827719965543,0.02550609644901527,0.12804261425531033,0.28137776427685224,3.288967195188768e-4,0.09445051726811608,0.15207408448846838,0.003170969804114904,non-core
HILICNeg_33,Dissolved,0.5253513997569382,0.9170022502070458,2.0373917385508165,0.9049901545623117,0.48174841572653365,0.5514018823895137,0.918455502584553,0.4855901096318489,non-core
HILICNeg_330,Particulate,0.017668403313629275,0.1893837205630064,0.2297100882376995,0.7840153875634033,0.0033461079559428627,0.09597943230093102,0.49238316254386133,0.011431028260302104,non-core
HILICNeg_331,Particulate,0.5518231762472379,0.7924844202732515,1.4133091789124446,0.7955628287174776,0.4373112699216366,0.5753821295845584,0.8117506541534765,0.442209156144759,non-core
HILICNeg_332,Particulate,0.026344273019250672,0.42264973081037427,Inf,Inf,0.011134399899981303,0.09776877687103308,0.6116464582683339,0.026454664424015728,non-core
HILICNeg_334,Particulate,0.0043741575258479486,0.06703445150219531,0.10188013601437797,1.4148922134232804,2.932192505294169e-4,0.09445051726811608,0.28056803542640685,0.0031409248531286695,non-core
HILICNeg_337,Particulate,0.029507858896289475,0.028752444811284607,23.461237527923437,5.846314005138328,8.484230844147367e-4,0.09914016084203078,0.16272916001665186,0.004830661165316338,non-core
HILICNeg_339,Particulate,0.44204364477660485,0.422894003527451,1.0446414496098297,0.9393000601069927,0.18693760667344483,0.4831285962704717,0.6116464582683339,0.21210873863126953,non-core
HILICNeg_34,Dissolved,0.06517891798238021,0.024176144467665434,75.50047147973011,5.253840948631698,0.0015757749373881403,0.14271935489245322,0.1483429446948015,0.007327112741958747,non-core
HILICNeg_34,Particulate,0.024770152934747294,0.014137948791127519,61.243534185848546,3.9629150490615097,3.501991537398543e-4,0.09776877687103308,0.1218780426686781,0.003207621234254897,non-core
HILICNeg_340,Particulate,0.10261766840668021,0.09620083398625626,3.0170639200608895,1.339166741346256,0.009871905282447737,0.1877424581891024,0.3597569649663548,0.024579524976425002,non-core
HILICNeg_343,Particulate,0.05014270641851536,0.7039745805132234,0.024209538296776766,0.9975165841062944,0.035299190716772066,0.1268550540866823,0.745354248408328,0.05870812771842091,non-core
HILICNeg_344,Particulate,0.13752106622327695,0.2268262460066069,0.6498901088878459,1.3615162959433154,0.031193387198251894,0.2244881158143467,0.5293458145785994,0.05361272604171985,non-core
HILICNeg_346,Particulate,0.023904172528367067,0.05613484829259442,1050.2159787335863,28.85806146177115,0.0013418570984398885,0.09776877687103308,0.2534087437208548,0.006516368158191825,non-core
HILICNeg_348,Particulate,0.0339044804429019,0.08839799077246832,17.101866549506113,5.258187191549496,0.002997087949336975,0.10776780900827877,0.3406556717573169,0.010675847714389904,non-core
HILICNeg_349,Particulate,0.36541848851743275,0.38810198014856573,1.0708348620328962,1.1931977180467246,0.1418196389765116,0.4329118287473317,0.6075997707499129,0.170723832063153,non-core
HILICNeg_350,Particulate,0.014974101081781306,0.30215196469700867,Inf,Inf,0.004524454061431825,0.09445051726811608,0.5839756626559923,0.014226144113556782,non-core
HILICNeg_351,Particulate,0.029853773693253247,0.5573068577712759,0,1.2339818507626035,0.016637712809601746,0.09977445418534638,0.6622450264190581,0.03590571123606562,non-core
HILICNeg_352,Particulate,0.17707932383910108,0.19784622001535387,50.54601894886653,0,0.03503447486444089,0.2621104210672009,0.5004133556650807,0.05842282983980385,non-core
HILICNeg_353,Particulate,0.4305562375988266,0.64209068219249,0.8312015780681601,1.0229943113110815,0.2764561483220624,0.4778427362017274,0.703295166630249,0.29266379520861546,non-core
HILICNeg_354,Particulate,0.15800240369202698,0.2918989454806045,1.8883177580942276,0.814636338086093,0.04612073502110345,0.2429334778315669,0.5801262061123964,0.06990001087131266,non-core
HILICNeg_355,Particulate,0.008471838132975463,0.4519151454243062,0,1.284958644954455,0.0038285519618747894,0.09445051726811608,0.6116464582683339,0.012407237113279996,non-core
HILICNeg_356,Particulate,0.08938920254374179,0.01768675815309251,312.5947955298789,257.09100364835,0.001581005206888963,0.17573419075936852,0.126488581708794,0.007327112741958747,non-core
HILICNeg_357,Particulate,0.023868387138594887,0.007087995272162968,16440.995008618058,650.8490553290223,1.6917901519251596e-4,0.09776877687103308,0.1119903253001749,0.002426040222302617,non-core
HILICNeg_358,Particulate,0.005676539976906869,0.00868708119138072,0.07560092569170454,0.15822124019169376,4.9312563665508405e-5,0.09445051726811608,0.11889074289355372,0.0015117290447392753,non-core
HILICNeg_360,Particulate,0.024675971442433803,0.5856109359356783,0,0.8996533158206408,0.014450518731525728,0.09776877687103308,0.6758798307271958,0.03184961123424905,non-core
HILICNeg_361,Particulate,0.0772265953772546,0.009725855258378768,2.344188178861005,3.4664159628406015,7.510946887365611e-4,0.15870190312154264,0.11919104412964113,0.00452087469791911,non-core
HILICNeg_362,Particulate,0.07535938118643926,0.14419319333844152,3.908069957551246,1.5905552744094988,0.010866309821281549,0.1558736386103874,0.4372653820141025,0.02613691900710501,non-core
HILICNeg_365,Particulate,0.06425152724904312,0.00595544041898,62.12966190136571,58.185360826172996,3.826461423601463e-4,0.14201376113300737,0.1119903253001749,0.0033240839103350255,non-core
HILICNeg_366,Particulate,0.04896699221910964,0.39983197909756873,2.5313799204395497,1.1619149207693629,0.019578569409421858,0.1268550540866823,0.6116464582683339,0.039786674812715805,non-core
HILICNeg_367,Particulate,0.04889472768822878,0.4086970523986709,0,0.7564432868414277,0.019983131084014782,0.1268550540866823,0.6116464582683339,0.040478650144542765,non-core
HILICNeg_368,Particulate,0.15138831109314232,0.1526035923601035,310.69067211456013,104.96697793531985,0.023102400114142427,0.2356166116278073,0.44241041454855695,0.04419826056851433,non-core
