mass_feature,sample_fraction,med_pvalue_h,med_pvalue_hNH4,med_fc_h,med_fc_hNH4,med_pvalue_cmb,med_qvalue_h,med_qvalue_hNH4,med_qvalue_cmb,core_metabolite
HILICNeg_369,Particulate,0.04861322947556142,0.6348353184117872,0,0.8645318152533301,0.030861395013143313,0.1268550540866823,0.6982855638489525,0.05339666990361153,non-core
HILICNeg_37,Particulate,0.027059774541759563,0.006867331402090667,717.3808900008871,57.65047262108958,1.8582843944411903e-4,0.09776877687103308,0.1119903253001749,0.002426040222302617,non-core
HILICNeg_370,Particulate,0.5836130696902151,0.3440708335405792,1.2459590145570507,1.5335038664687541,0.20080423535348846,0.6016141221644263,0.602765879086233,0.22382412124057266,non-core
HILICNeg_371,Particulate,0.44742954439184746,0.4241879985264085,0.8397202333418954,1.0067722277158042,0.1897942429171606,0.4860413107587389,0.6116464582683339,0.21343409523780338,non-core
HILICNeg_372,Particulate,0.13185525966626938,0.2732705093191631,1.267695994382004,1.0983194099083815,0.036032153965411935,0.22033707865284488,0.5632565210909258,0.059302920068073806,non-core
HILICNeg_373,Particulate,0.07612734838858592,0.06834160902696235,842.5568860398882,27.09172627060925,0.005202665479832091,0.15695086437257164,0.2822999797715046,0.015657545634542292,non-core
HILICNeg_374,Particulate,0.4319397331965221,0.42372842210690553,1.0372282037825562,1.1370733546625105,0.18302514159264008,0.4778427362017274,0.6116464582683339,0.20841781889468203,non-core
HILICNeg_375,Particulate,0.18174662258625823,0.576308275550053,0.5510937095459274,1.0759039514401212,0.10474208264973281,0.2646997828951238,0.6707676429974834,0.13427382603373456,non-core
HILICNeg_376,Particulate,0.02078755104112264,NA,Inf,NA,NA,0.09599687235402066,NA,NA,non-core
HILICNeg_377,Particulate,0.3346405074825285,0.6189367166154325,2.742691414869534,0.6140541121690661,0.20712129694775824,0.40864754279116466,0.6960365187836276,0.2288473071171035,non-core
HILICNeg_378,Particulate,0.4653873717281697,0.09122457752445318,1.618975856654175,2.132759160520364,0.042454766371117926,0.500231323648562,0.3485659270985084,0.0657632655552611,non-core
HILICNeg_38,Particulate,0.019233922031680388,0.005299235714946822,Inf,Inf,1.0192508656878324e-4,0.09599687235402066,0.1119903253001749,0.0018404758488991717,non-core
HILICNeg_382,Particulate,0.07307937723053706,0.5297998692205681,1.7111770140509872,0.9361130317031772,0.038717444499459096,0.15417077920727917,0.6430129781115966,0.06232424717700968,non-core
HILICNeg_384,Particulate,0.0881506787293586,0.22894156615581404,3.905375765089233,0.4935410796928966,0.020181354445997363,0.1739985340496192,0.5319524625385091,0.04074957191651864,non-core
HILICNeg_385,Particulate,0.28624242177039355,0.054561081461887165,Inf,Inf,0.015617696092062306,0.3642563884252503,0.24987393828922239,0.034035806655804746,non-core
HILICNeg_387,Particulate,0.022327489637930513,0.011300132663452325,Inf,Inf,2.523035949504719e-4,0.09776877687103308,0.11919104412964113,0.002899197672885423,non-core
HILICNeg_388,Particulate,0.02852526115967418,0.03390002198322578,7.054315975760765,1.4150555308352728,9.670069803902113e-4,0.09861736876835651,0.17854011577832243,0.005223490697492423,non-core
HILICNeg_389,Particulate,0.01903726836070866,0.10957205516767572,10.387080739159142,1.8595581211676764,0.002085952619061417,0.09599687235402066,0.3904093892639635,0.008616484021221017,non-core
HILICNeg_39,Dissolved,0.19456787464294112,0.6862899131193196,22.046578199071725,0.69957475352278,0.13352996978451473,0.27826711801411624,0.7376449406316498,0.1632319940112443,non-core
HILICNeg_390,Particulate,0.0139859510151551,0.0030811501499067866,Inf,Inf,4.309281506693411e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICNeg_392,Particulate,0.23394918175178211,0.012463316316623105,1.0720585209979514,4.8910331224784835,0.0029157826541876103,0.31811077176098856,0.11919104412964113,0.01055983930263764,non-core
HILICNeg_393,Particulate,0.019781153609991903,0.009858681271354718,126.19904683270201,68.76937752222045,1.9501608862061793e-4,0.09599687235402066,0.11919104412964113,0.002426040222302617,non-core
