mass_feature,core_metab,sample_fraction,experiment_id,timepoint,enrich_h_fc,ttest_p_h,p_value_mannwhitney_h
Deoxyadenosine,L-Proline,Particulate,NA,12,0.292658449897398,0.1790390750307669,0.1
Deoxyadenosine,L-Proline,Particulate,NA,24,1.4823246728537212,0.5790401027249213,1
Deoxyadenosine,L-Proline,Particulate,NA,48,1.802659555920976,0.23770751173458962,0.4
Deoxyadenosine,L-Proline,Particulate,NA,96,0.6620158243693784,0.4458988544886608,1
Deoxyadenosine,L-Serine,Particulate,NA,0,0.2426823287955402,0.21217141945844575,0.1
Deoxyadenosine,L-Serine,Particulate,NA,6,0.02261032793629529,0.14951350170283495,0.1
Deoxyadenosine,L-Serine,Particulate,NA,12,0.23308844599687661,0.21366729366176826,0.1
Deoxyadenosine,L-Serine,Particulate,NA,24,1.2171290016288185,0.7607580285031285,1
Deoxyadenosine,L-Serine,Particulate,NA,48,0.9310093143333948,0.8968481894342546,0.7
Deoxyadenosine,L-Serine,Particulate,NA,96,0.6025808468434727,0.4595919861590739,0.7
Deoxyadenosine,L-Tyrosine,Particulate,NA,0,0.3598910360956585,0.17304923232754557,0.2
Deoxyadenosine,L-Tyrosine,Particulate,NA,6,0.12430376759699499,0.10403727456770469,0.1
Deoxyadenosine,L-Tyrosine,Particulate,NA,12,0.4983966443543074,0.2565471748126295,0.2
Deoxyadenosine,L-Tyrosine,Particulate,NA,24,1.5946127598258826,0.4183385582163655,0.4
Deoxyadenosine,L-Tyrosine,Particulate,NA,48,1.4993402189406146,0.33690207173001885,0.4
Deoxyadenosine,L-Tyrosine,Particulate,NA,96,1.465603512431286,0.29617732161329335,0.4
Guanosine,Adenine,Particulate,NA,0,0.6463206446798326,0.4289484349876701,0.4
Guanosine,Adenine,Particulate,NA,6,2.546308940014741,0.034350968123352504,0.1
Guanosine,Adenine,Particulate,NA,12,1.6294063338897375,0.2623449799430515,0.2
Guanosine,Adenine,Particulate,NA,24,2.370688853731422,0.1485817132118542,0.2
Guanosine,Adenine,Particulate,NA,48,1.1493360769642678,0.764531347068646,0.4
Guanosine,Adenine,Particulate,NA,96,0.5410119767104445,0.3111450109074787,0.4
Guanosine,Citrulline,Particulate,NA,0,0.40551551470280434,0.017789868514507173,0.1
Guanosine,Citrulline,Particulate,NA,6,0.1645672084686123,0.0036691855987531835,0.1
Guanosine,Citrulline,Particulate,NA,12,0.6557603063836006,0.20582381290798382,0.2
Guanosine,Citrulline,Particulate,NA,24,2.094186836748384,0.35266626527874656,0.4
Guanosine,Citrulline,Particulate,NA,48,1.3054147580481312,0.40059089035999246,0.4
Guanosine,Citrulline,Particulate,NA,96,1.34639683569682,0.6099265264119549,1
Guanosine,Cytosine,Particulate,NA,0,0.8646301534273029,0.7146964927777971,1
Guanosine,Cytosine,Particulate,NA,6,0.9156605907711145,0.8189111563153558,1
Guanosine,Cytosine,Particulate,NA,12,1.235958137515299,0.5760406210188728,0.7
Guanosine,Cytosine,Particulate,NA,24,2.03634221191979,0.2420533345845444,0.2
Guanosine,Cytosine,Particulate,NA,48,1.4068351859576456,0.6227783024304766,1
Guanosine,Cytosine,Particulate,NA,96,1.568552317099467,0.26425032679429566,0.4
Guanosine,L-Arginine,Particulate,NA,0,0.5576997542034052,0.04910109289042242,0.1
Guanosine,L-Arginine,Particulate,NA,6,0.493115932993985,0.0012292112285575932,0.1
Guanosine,L-Arginine,Particulate,NA,12,0.6267107650403339,0.1359381370974011,0.1
Guanosine,L-Arginine,Particulate,NA,24,0.9965261308945426,0.9791618157793982,0.7
Guanosine,L-Arginine,Particulate,NA,48,0.9915836734347593,0.9744230709293826,1
Guanosine,L-Arginine,Particulate,NA,96,0.6237769892155365,0.08097066432421987,0.1
